pliegue,operaciones_v4_1,operaciones_v4_5,precision_v4_1,precision_v4_5,positivas_v4_1,positivas_v4_5,retorno_v4_1,retorno_v4_5,mejora_relativa_retorno,factor_v4_1,factor_v4_5,mejora_relativa_factor,drawdown_v4_1,drawdown_v4_5,mejora_drawdown_absoluta
validacion_2023,70,79,0.5,0.4936708860759494,61.42857142857143,65.82278481012658,0.0051910872654035,0.0053394138521687,0.02857331791621709,1.805400632437296,1.958193572503436,0.08463104383644149,-0.0887242488524493,-0.0874629552423489,0.0012612936101003974
validacion_2024,127,130,0.4803149606299212,0.4615384615384615,61.41732283464568,59.23076923076923,0.0034967528600651,0.0041275344914634,0.1803906814811489,1.433836715067117,1.570160359699161,0.09507612910139684,-0.1258043274778131,-0.1186122187985071,0.007192108679305989
