variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,-0.041597582,-0.1705189,0.08763837,0.1705189
cuerpo_relativo,0.15254056,-0.06564161,-0.058263972,0.15254056
mecha_superior_relativa,-0.046148412,-0.019256776,0.0436671,0.046148412
mecha_inferior_relativa,-0.01217746,-0.0119845485,0.028142706,0.028142706
proporcion_compradora_base,0.008881779,0.0012500964,-0.0057358486,0.008881779
proporcion_compradora_cotizacion,-0.004279291,-0.0024639105,0.003011142,0.004279291
rendimiento_1m,-0.10374193,0.051961206,0.031540137,0.10374193
rendimiento_5m,-0.015714936,0.013441475,-0.004629404,0.015714936
volatilidad_5m,0.03363657,-0.037604555,0.042853516,0.042853516
desviacion_media_cierre_5m,0.01527486,0.004725479,0.006820238,0.01527486
volumen_relativo_5m,0.006067643,0.020478286,0.04232581,0.04232581
operaciones_relativas_5m,0.012152773,0.02550153,-0.045197807,0.045197807
rendimiento_15m,-0.020352174,-0.000630391,-0.017948557,0.020352174
volatilidad_15m,-0.005794002,-0.11721153,0.036417346,0.11721153
desviacion_media_cierre_15m,0.012240248,-0.01623097,0.0067002154,0.01623097
volumen_relativo_15m,0.021601414,0.017585192,-0.06929565,0.06929565
operaciones_relativas_15m,-0.036078144,0.026510764,0.0030213457,0.036078144
rendimiento_30m,-0.032067224,0.034441784,-0.003720685,0.034441784
volatilidad_30m,0.06101844,-0.15342343,0.043523107,0.15342343
desviacion_media_cierre_30m,0.101074085,0.036371544,-0.09546447,0.101074085
volumen_relativo_30m,-0.05337771,0.006886044,0.03191324,0.05337771
operaciones_relativas_30m,0.090668514,-0.054842122,-0.0045924312,0.090668514
rendimiento_60m,0.0014054236,0.030858856,-0.014175988,0.030858856
volatilidad_60m,-0.31883457,0.14002767,0.08804002,0.31883457
desviacion_media_cierre_60m,-0.004411835,-0.09899191,0.12319938,0.12319938
volumen_relativo_60m,-0.094981834,0.010354911,-0.0117360335,0.094981834
operaciones_relativas_60m,-0.07928088,0.008935794,0.018690713,0.07928088
rendimiento_240m,-0.07745798,0.044751327,0.02543799,0.07745798
volatilidad_240m,0.49880597,-0.13203397,-0.56039697,0.56039697
desviacion_media_cierre_240m,0.09732256,0.048488814,-0.118242815,0.118242815
volumen_relativo_240m,0.08888845,-0.14187485,-0.07340566,0.14187485
operaciones_relativas_240m,-0.018467806,-0.06988475,0.05085595,0.06988475
minuto_dia_seno,-0.043837156,0.03254547,-0.010137728,0.043837156
minuto_dia_coseno,-0.07925688,0.110914335,-0.06630826,0.110914335
dia_semana_seno,0.058229536,-0.100567,0.10925076,0.10925076
dia_semana_coseno,0.0027429531,-0.03750752,0.018138897,0.03750752
otro_rendimiento_1m,-0.05415708,0.01830505,0.008954219,0.05415708
divergencia_rendimiento_1m,-0.051585205,0.042361345,0.02975484,0.051585205
otro_rendimiento_5m,-0.012607874,0.012938831,-0.0023684595,0.012938831
divergencia_rendimiento_5m,0.0006169281,-0.004701403,-0.0024243637,0.004701403
otro_rendimiento_15m,-0.022276785,0.0123729585,-0.013463824,0.022276785
divergencia_rendimiento_15m,0.012519705,-0.02494835,-0.0009478413,0.02494835
otro_rendimiento_30m,-0.020394765,0.012209583,0.00033954254,0.020394765
divergencia_rendimiento_30m,-0.008501904,0.027895195,-0.0062249694,0.027895195
otro_rendimiento_60m,-0.004824025,0.016496668,-0.0059188837,0.016496668
divergencia_rendimiento_60m,0.011326259,0.013957393,-0.00959129,0.013957393
otro_rendimiento_240m,0.036889873,0.005815346,-0.048603814,0.048603814
divergencia_rendimiento_240m,-0.18204764,0.054003235,0.12860647,0.18204764
otro_volatilidad_60m,0.19897686,-0.34077346,-0.018921101,0.34077346
ratio_volatilidad_60m,0.28627726,-0.094595626,0.0041853436,0.28627726
otro_volatilidad_240m,-0.22836132,-0.4093055,0.66024774,0.66024774
ratio_volatilidad_240m,-0.10971244,0.08032272,0.11538849,0.11538849
correlacion_btc_eth_60m,0.11982086,-0.0021199351,0.072582886,0.11982086
beta_propio_otro_60m,-0.24568968,0.048753206,-0.029938089,0.24568968
residual_propio_otro_60m,0.005447195,-0.020450952,-0.010756634,0.020450952
correlacion_btc_eth_240m,0.08900427,0.046182826,-0.03800593,0.08900427
beta_propio_otro_240m,-0.013521044,-0.20702003,0.17863432,0.20702003
residual_propio_otro_240m,0.15246215,-0.07250919,-0.103177406,0.15246215
correlacion_btc_eth_1440m,-0.037870064,-0.06759563,0.18730511,0.18730511
beta_propio_otro_1440m,0.055742256,-0.010229416,-0.07686886,0.07686886
residual_propio_otro_1440m,0.018417533,-0.048749357,0.06276764,0.06276764
zscore_divergencia_240m,-0.03138221,-0.022861138,0.020249594,0.03138221
zscore_divergencia_1440m,0.0478272,0.010636236,-0.060105085,0.060105085
