mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2023-01,44640,0.6327508960573477,0.360294795298759,0.3333868083924017,0.18187134502923977,0.05565497494631353,0.08522882981638805,5588,0.4231347020530796,0.08172147001934237,0.136986301369863,10340,0.038306451612903226,0.044735663082437274
2023-02,40320,0.5973710317460318,0.36455025438548144,0.32799449099815003,0.2864949258391881,0.04368007617233992,0.07580295363007332,8402,0.3587609801202034,0.09987129987129988,0.15624685392127252,7770,0.03177083333333333,0.05364583333333333
2023-03,42640,0.524343339587242,0.39042591427777307,0.37463546253130525,0.3010648596321394,0.1419605158050896,0.19294300116324156,8763,0.3938755980861244,0.1798165137614679,0.2469106178764247,11445,0.09690431519699812,0.1225375234521576
2023-04,43200,0.6447453703703704,0.35680689919632286,0.32234640660181507,0.2738205365402405,0.0407040704070407,0.07087274033281456,7272,0.37026239067055394,0.06419815493491722,0.10942380183091006,7913,0.02502314814814815,0.03175925925925926
2023-05,44640,0.6565412186379929,0.35387398454448654,0.319361453909575,0.2608695652173913,0.02252252252252252,0.0414651002073255,7992,0.33397068196303376,0.07512544802867384,0.12265917602996254,6975,0.015456989247311828,0.03514784946236559
2023-06,43200,0.6506944444444445,0.3679345733260495,0.3447275024833516,0.2717913520933425,0.058424313956919445,0.09617486338797815,6778,0.35181644359464626,0.08989861976303896,0.14320459188637027,8187,0.033726851851851855,0.04842592592592593
2023-07,44640,0.7921146953405018,0.35104936193009256,0.33644576768822554,0.32129277566539927,0.03615746683782627,0.065,4674,0.212298682284041,0.033464112624048005,0.05781499202551834,4333,0.011783154121863799,0.015300179211469533
2023-08,44640,0.7911514336917562,0.37252183515842496,0.37036008237221396,0.5201149425287356,0.06312118570183087,0.11257969211631162,5735,0.2968568102444703,0.06918068366793272,0.11221122112211221,3686,0.015591397849462365,0.019242831541218638
2023-09,43200,0.7811111111111111,0.3462334999618908,0.32802373454996575,0.32432432432432434,0.019820670127418595,0.037358238825883926,4238,0.1904296875,0.041200084512993874,0.06774361646690985,4733,0.0059953703703703705,0.023703703703703703
2023-10,44640,0.6588485663082437,0.3627646951116286,0.33645931732254547,0.28397467121285924,0.09700499168053245,0.1446111869031378,6010,0.21263586956521738,0.03559649721369271,0.06098392596200682,8793,0.045990143369175625,0.032974910394265235
2023-11,43200,0.6296296296296297,0.35537048077975325,0.309610653536497,0.33881578947368424,0.04298831385642738,0.07629629629629629,7188,0.5201612903225806,0.04316306045059112,0.07971163748712667,8966,0.021111111111111112,0.017222222222222222
2023-12,44400,0.559436936936937,0.3435631369980314,0.2755523574565652,0.15239154616240266,0.015660722450845908,0.028402612211050067,8748,0.4369114877589454,0.04333208815838625,0.0788445199660153,10708,0.02024774774774775,0.023918918918918917
