variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,-0.05228344,-0.16358863,0.087012604,0.16358863
cuerpo_relativo,-0.012435082,0.07193371,-0.1418275,0.1418275
mecha_superior_relativa,-0.020612938,-0.020770095,0.020458784,0.020770095
mecha_inferior_relativa,0.004449982,-0.019547837,0.030869035,0.030869035
rendimiento_1m,0.012047358,-0.030780302,0.064031236,0.064031236
volatilidad_5m,0.00016108679,-0.027572671,0.02409478,0.027572671
operaciones_relativas_5m,0.0062134513,0.030226374,-0.015530574,0.030226374
volatilidad_15m,0.017971229,-0.11439108,0.028230418,0.11439108
desviacion_media_cierre_15m,0.032803353,0.0030612277,-0.0049046576,0.032803353
volumen_relativo_15m,0.011731987,0.035243824,0.029505383,0.035243824
operaciones_relativas_15m,-0.009248271,-0.01847216,-0.02239228,0.02239228
volatilidad_30m,-0.02898524,-0.16032965,0.094617315,0.16032965
desviacion_media_cierre_30m,-0.01248855,0.028068917,-0.0318839,0.0318839
operaciones_relativas_30m,-0.045248833,0.0014918747,0.020458942,0.045248833
rendimiento_60m,-0.014262078,0.026577087,0.006563631,0.026577087
volatilidad_60m,-0.030359628,-0.012278291,-0.017399533,0.030359628
desviacion_media_cierre_60m,-0.02157777,0.006835011,0.020334931,0.02157777
volumen_relativo_60m,-0.031409346,-0.030597275,-0.03789953,0.03789953
operaciones_relativas_60m,-0.11137388,0.01784681,0.04916179,0.11137388
rendimiento_240m,0.059461553,-0.025900476,-0.042324547,0.059461553
volatilidad_240m,0.042018354,-0.54525894,0.316522,0.54525894
desviacion_media_cierre_240m,0.05882071,0.0617788,-0.10847397,0.10847397
volumen_relativo_240m,0.028613998,-0.047083303,-0.062499244,0.062499244
operaciones_relativas_240m,0.12662312,-0.10423849,-0.08819031,0.12662312
minuto_dia_seno,-0.026002815,0.037849214,-0.027447155,0.037849214
minuto_dia_coseno,0.0014218587,0.09792992,-0.0789012,0.09792992
dia_semana_seno,0.015302599,-0.07201914,0.09692869,0.09692869
dia_semana_coseno,-0.00019076299,-0.023438822,0.025627201,0.025627201
otro_rendimiento_1m,0.009020626,-0.029871382,0.060750913,0.060750913
divergencia_rendimiento_1m,0.009259631,-0.013595074,0.030325912,0.030325912
divergencia_rendimiento_60m,0.07391821,0.005678671,-0.05687665,0.07391821
otro_rendimiento_240m,0.020262897,-0.017448785,0.00041751575,0.020262897
divergencia_rendimiento_240m,0.08273785,-0.023507705,-0.08043706,0.08273785
otro_volatilidad_60m,-0.091840014,-0.093656644,0.11800966,0.11800966
ratio_volatilidad_60m,-0.025419857,0.09511147,-0.15033509,0.15033509
otro_volatilidad_240m,0.22319452,0.060752623,-0.35147014,0.35147014
ratio_volatilidad_240m,0.25203747,-0.19040734,-0.05734338,0.25203747
correlacion_btc_eth_60m,0.062183086,0.026153037,-0.019895598,0.062183086
beta_propio_otro_60m,0.022178108,-0.07690658,0.11719569,0.11719569
residual_propio_otro_60m,-0.05620271,-0.056953494,0.07785622,0.07785622
correlacion_btc_eth_240m,0.08371935,-0.040351786,0.017852522,0.08371935
beta_propio_otro_240m,-0.25924093,0.24224769,0.0077751977,0.25924093
residual_propio_otro_240m,-0.08205246,0.04233762,0.049391445,0.08205246
correlacion_btc_eth_1440m,0.0061421236,-0.063538335,0.07634696,0.07634696
beta_propio_otro_1440m,0.07103439,-0.08973344,0.058208488,0.08973344
residual_propio_otro_1440m,-0.022967737,0.022043409,0.005347391,0.022967737
