umbral,coste,senales_validacion_2023,cobertura_validacion_2023,precision_validacion_2023,recall_validacion_2023,f1_validacion_2023,precision_lift_validacion_2023,operaciones_no_solapadas_validacion_2023,operaciones_por_dia_validacion_2023,tasa_retorno_positivo_validacion_2023,retorno_neto_medio_validacion_2023,retorno_neto_mediano_validacion_2023,factor_beneficio_validacion_2023,maximo_drawdown_validacion_2023,pr_auc_validacion_2023,pr_auc_lift_validacion_2023,senales_validacion_2024,cobertura_validacion_2024,precision_validacion_2024,recall_validacion_2024,f1_validacion_2024,precision_lift_validacion_2024,operaciones_no_solapadas_validacion_2024,operaciones_por_dia_validacion_2024,tasa_retorno_positivo_validacion_2024,retorno_neto_medio_validacion_2024,retorno_neto_mediano_validacion_2024,factor_beneficio_validacion_2024,maximo_drawdown_validacion_2024,pr_auc_validacion_2024,pr_auc_lift_validacion_2024,senales_minimo,senales_medio,senales_diferencia,cobertura_minimo,cobertura_medio,cobertura_diferencia,precision_minimo,precision_medio,precision_diferencia,recall_minimo,recall_medio,recall_diferencia,f1_minimo,f1_medio,f1_diferencia,precision_lift_minimo,precision_lift_medio,precision_lift_diferencia,operaciones_no_solapadas_minimo,operaciones_no_solapadas_medio,operaciones_no_solapadas_diferencia,operaciones_por_dia_minimo,operaciones_por_dia_medio,operaciones_por_dia_diferencia,tasa_retorno_positivo_minimo,tasa_retorno_positivo_medio,tasa_retorno_positivo_diferencia,retorno_neto_medio_minimo,retorno_neto_medio_medio,retorno_neto_medio_diferencia,retorno_neto_mediano_minimo,retorno_neto_mediano_medio,retorno_neto_mediano_diferencia,factor_beneficio_minimo,factor_beneficio_medio,factor_beneficio_diferencia,maximo_drawdown_minimo,maximo_drawdown_medio,maximo_drawdown_diferencia,pr_auc_minimo,pr_auc_medio,pr_auc_diferencia,pr_auc_lift_minimo,pr_auc_lift_medio,pr_auc_lift_diferencia,simbolo,objetivo,variante,tipo_modelo
0.68,0.0005,7,1.340895986698312e-05,1.0,6.272738677706687e-05,0.0001254469045976,4.678020323673316,1,0.0027403568934248,1.0,0.0044999998882412,0.0044999998882412,inf,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,3.5,7,0.0,6.70447993349156e-06,1.340895986698312e-05,0.0,0.5,1.0,0.0,3.136369338853344e-05,6.272738677706687e-05,0.0,6.27234522988e-05,0.0001254469045976,0.0,2.339010161836658,4.678020323673316,0,0.5,1,0.0,0.0013701784467124,0.0027403568934248,0.0,0.5,1.0,0.0,0.0022499999441206,0.0044999998882412,0.0,0.0022499999441206,0.0044999998882412,0.0,inf,inf,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.69,0.0005,3,5.746697085849908e-06,1.0,2.6883165761600087e-05,5.376488615285357e-05,4.678020323673316,1,0.0027403568934248,1.0,0.0044999998882412,0.0044999998882412,inf,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,1.5,3,0.0,2.873348542924954e-06,5.746697085849908e-06,0.0,0.5,1.0,0.0,1.3441582880800044e-05,2.6883165761600087e-05,0.0,2.6882443076426786e-05,5.376488615285357e-05,0.0,2.339010161836658,4.678020323673316,0,0.5,1,0.0,0.0013701784467124,0.0027403568934248,0.0,0.5,1.0,0.0,0.0022499999441206,0.0044999998882412,0.0,0.0022499999441206,0.0044999998882412,0.0,inf,inf,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.7,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.71,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.72,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.73,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.74,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.75,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.76,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.77,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.78,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.79,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.8,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.81,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.82,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.83,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.84,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.85,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.86,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.87,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.88,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.89,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.9,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.91,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.92,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.93,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.94,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.95,0.0005,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,1.5313362733165772,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515532621225506,1.2340724484701668,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.05,0.001,482231,0.9237451608021624,0.2278223506991462,0.9844884133555568,0.3700181029764661,1.065757586757636,4142,11.350558252565754,0.3587638821825205,-0.0009366580041978,-0.0017423380739055,0.5311826965464579,-0.9797975448523556,0.3273470757634776,1.5313362733165772,523029,0.9926155773172398,0.2866074347693914,0.9986609373438592,0.4453912593926321,1.006090333624381,4378,11.964495491716944,0.3652352672453175,-0.0010032181476293,-0.004000000026077,0.5504720981851239,-0.9881139286717552,0.3515532621225506,1.2340724484701668,482231,502630.0,40798,0.9237451608021624,0.958180369059701,0.06887041651507742,0.2278223506991462,0.2572148927342688,0.058785084070245186,0.9844884133555568,0.991574675349708,0.014172523988302377,0.3700181029764661,0.40770468118454906,0.07537315641616599,1.006090333624381,1.0359239601910084,0.05966725313325516,4142,4260.0,236,11.350558252565754,11.65752687214135,0.6139372391511895,0.3587638821825205,0.36199957471391897,0.0064713850627970415,-0.0010032181476293,-0.00096993807591355,6.656014343149998e-05,-0.004000000026077,-0.00287116904999125,0.0022576619521715,0.5311826965464579,0.5408273973657909,0.019289401638665993,-0.9881139286717552,-0.9839557367620554,0.008316383819399586,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.06,0.001,473441,0.906907338340622,0.230928457822622,0.9797211319604996,0.3737588349414992,1.080288019008762,4091,11.210800051001089,0.3568809582009288,-0.0009766900496809,-0.0018008569711819,0.5178599046701858,-0.9820066130030858,0.3273470757634776,1.5313362733165772,520738,0.9882676687163136,0.2874574162054622,0.9972352686452816,0.446274314556461,1.0090740598046846,4371,11.945365416695926,0.3703957904369709,-0.0009779807114018,-0.004000000026077,0.5596285659006149,-0.9866337234774818,0.3515532621225506,1.2340724484701668,473441,497089.5,47297,0.906907338340622,0.9475875035284678,0.08136033037569157,0.230928457822622,0.2591929370140421,0.05652895838284022,0.9797211319604996,0.9884782003028906,0.017514136684781967,0.3737588349414992,0.4100165747489801,0.0725154796149618,1.0090740598046846,1.0446810394067234,0.07121395920407747,4091,4231.0,280,11.210800051001089,11.578082733848508,0.7345653656948379,0.3568809582009288,0.36363837431894985,0.013514832236042107,-0.0009779807114018,-0.00097733538054135,1.2906617209000083e-06,-0.004000000026077,-0.0029004284986294503,0.0021991430548951,0.5178599046701858,0.5387442352854004,0.041768661230429105,-0.9866337234774818,-0.9843201682402838,0.004627110474396012,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
0.07,0.001,464875,0.8904986025948253,0.2335918257596128,0.9730899510726384,0.3767453236860958,1.0927473083474246,4048,11.09296470458382,0.3604249011857707,-0.0009649950690772,-0.0017666073215659,0.522083848163692,-0.9803207683483784,0.3273470757634776,1.5313362733165772,518292,0.9836255978137098,0.2883837682233181,0.9957496419173244,0.4472401880918077,1.0123258729038394,4360,11.915303870234323,0.3747706422018348,-0.0009767261887301,-0.004000000026077,0.5600990317918121,-0.9864145822288618,0.3515532621225506,1.2340724484701668,464875,491583.5,53417,0.8904986025948253,0.9370621002042676,0.09312699521888457,0.2335918257596128,0.26098779699146546,0.054791942463705334,0.9730899510726384,0.9844197964949815,0.022659690844685998,0.3767453236860958,0.4119927558889518,0.0704948644057119,1.0123258729038394,1.0525365906256319,0.08042143544358527,4048,4204.0,312,11.09296470458382,11.504134287409071,0.8223391656505044,0.3604249011857707,0.36759777169380276,0.014345741016064117,-0.0009767261887301,-0.0009708606289036499,1.173111965289996e-05,-0.004000000026077,-0.00288330367382145,0.0022333927045111003,0.522083848163692,0.541091439977752,0.038015183628120064,-0.9864145822288618,-0.9833676752886201,0.006093813880483356,0.3273470757634776,0.3394501689430141,0.024206186359073012,1.2340724484701668,1.382704360893372,0.29726382484641034,BTCUSDT,largo_tp050_sl030_120m,histgb_moderado,histgb
