variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,-0.012283462,-0.18013582,0.103483684,0.18013582
cuerpo_relativo,0.12604284,-0.08587727,-0.055217236,0.12604284
mecha_superior_relativa,-0.018569632,-0.03070639,0.042419206,0.042419206
mecha_inferior_relativa,0.002877002,-0.012575808,0.026548425,0.026548425
rendimiento_1m,-0.07081308,0.05797181,0.026224904,0.07081308
volatilidad_5m,0.025417985,-0.040229388,0.031456802,0.040229388
operaciones_relativas_5m,0.0030685002,0.0335752,-0.02025867,0.0335752
volatilidad_15m,0.016914831,-0.10420968,0.043479916,0.10420968
desviacion_media_cierre_15m,-7.591708e-05,-0.013514305,0.0051171337,0.013514305
volumen_relativo_15m,0.016183803,0.040234886,-0.016993752,0.040234886
operaciones_relativas_15m,-0.033516597,-0.0046917247,-0.028281018,0.033516597
volatilidad_30m,0.06543994,-0.13767116,0.060931362,0.13767116
desviacion_media_cierre_30m,0.022255125,0.053352367,-0.068179816,0.068179816
operaciones_relativas_30m,0.03977064,-0.031220278,0.019600425,0.03977064
rendimiento_60m,0.013570847,0.018087704,-0.0342659,0.0342659
volatilidad_60m,-0.40256238,0.08314185,0.18255508,0.40256238
desviacion_media_cierre_60m,0.009057285,-0.034305595,0.03695243,0.03695243
volumen_relativo_60m,-0.080947034,0.021632474,0.0036723474,0.080947034
operaciones_relativas_60m,-0.059783857,0.00039843732,0.036753472,0.059783857
rendimiento_240m,-0.0221793,0.022060113,-0.0071504093,0.0221793
volatilidad_240m,0.26193485,-0.1349345,-0.23823804,0.26193485
desviacion_media_cierre_240m,0.04710552,-0.022851037,-0.011754901,0.04710552
volumen_relativo_240m,0.08237524,-0.09962864,-0.037570603,0.09962864
operaciones_relativas_240m,0.05407643,-0.03470639,-0.0006160531,0.05407643
minuto_dia_seno,-0.035303954,0.040482175,-0.043159988,0.043159988
minuto_dia_coseno,-0.11908301,0.16155358,-0.10699621,0.16155358
dia_semana_seno,0.09033007,-0.13151287,0.119991384,0.13151287
dia_semana_coseno,-0.005972256,-0.029273389,0.027622728,0.029273389
otro_rendimiento_1m,-0.049523834,0.039355654,0.019667007,0.049523834
divergencia_rendimiento_1m,-0.013460961,0.013189581,0.0024760424,0.013460961
divergencia_rendimiento_60m,0.029993653,0.009884877,-0.030362226,0.030362226
otro_rendimiento_240m,0.049171396,-0.009333386,-0.03378631,0.049171396
divergencia_rendimiento_240m,-0.12530495,0.050199818,0.05297483,0.12530495
otro_volatilidad_60m,0.33328646,-0.25884828,-0.07878392,0.33328646
ratio_volatilidad_60m,0.25634387,-0.089339405,-0.008259,0.25634387
otro_volatilidad_240m,0.059321318,-0.3639438,0.3727113,0.3727113
ratio_volatilidad_240m,-0.14285666,-0.01452783,0.24522313,0.24522313
correlacion_btc_eth_60m,0.13097623,-0.05766619,0.10008038,0.13097623
beta_propio_otro_60m,-0.18301053,0.06556481,-0.034323037,0.18301053
residual_propio_otro_60m,-0.018751249,-0.020458283,0.03417748,0.03417748
correlacion_btc_eth_240m,0.06948076,-0.038276646,0.08355286,0.08355286
beta_propio_otro_240m,0.0805736,-0.07113805,-0.07013775,0.0805736
residual_propio_otro_240m,0.11796186,-0.048027758,-0.065985,0.11796186
correlacion_btc_eth_1440m,-0.05084471,-0.01655473,0.10196858,0.10196858
beta_propio_otro_1440m,0.05271932,-0.022934435,-0.050780308,0.05271932
residual_propio_otro_1440m,0.03333588,-0.06229707,0.06983481,0.06983481
