fecha_utc,identificador,perfil,simbolo,detector,variante,variables,umbral,general_muestras,general_positivos,general_prevalencia,general_pr_auc,general_pr_auc_lift,general_roc_auc,general_brier,general_log_loss,general_precision_050,general_recall_050,general_f1_050,general_balanced_accuracy_050,general_tasa_senales_050,umbral_umbral,umbral_prevalencia,umbral_verdaderos_positivos,umbral_falsos_positivos,umbral_falsos_negativos,umbral_verdaderos_negativos,umbral_senales,umbral_cobertura,umbral_precision,umbral_recall,umbral_especificidad,umbral_balanced_accuracy,umbral_f1,umbral_precision_lift,umbral_retorno_bruto_medio_todas_senales,umbral_retorno_bruto_mediano_todas_senales,umbral_operaciones_no_solapadas,umbral_operaciones_no_solapadas_por_dia,umbral_precision_objetivo_no_solapada,umbral_tasa_retorno_positivo_no_solapada,umbral_retorno_bruto_medio_no_solapado,umbral_retorno_neto_medio_no_solapado,umbral_retorno_neto_mediano_no_solapado,umbral_factor_beneficio_no_solapado,umbral_maximo_drawdown_no_solapado,umbral_coste_operacion,ruta,ruta_modelo,ruta_predicciones,confirmacion_secundaria,prueba_totalmente_intacta,division_2026_utilizada
2026-07-04T20:36:58.688820+00:00,20260704T203631Z_f7ae4a38,operativo,BTCUSDT,SUBE,v4_63_sin_pesos,63,0.48,525360,112703,0.21452527790467488,0.3101416248755353,1.445711330174097,0.629674346148406,0.16446469724178314,0.5095701217651367,0.4970014992503748,0.011765436589975422,0.022986712432066982,0.5042566705119621,0.0050784224151058325,0.48,0.21452527790467488,1606,1742,111097,410915,3348,0.006372772955687529,0.479689366786141,0.014249842506410655,0.9957785763963776,0.5050142094513941,0.027677486622260904,2.2360505553070196,0.005702085773518536,0.004321948622455718,80,0.219278626615324,0.4375,0.5,0.0006544315810121326,0.0006544315810121326,0.00016177757891355782,1.0781839184803923,-0.145870739242843,0.0,C:\xampp\htdocs\tutan_gestion\modelos_entrenados\cripto\corto_plazo_v4\confirmacion_2025\operativo\BTCUSDT\SUBE\20260704T203631Z_f7ae4a38,C:\xampp\htdocs\tutan_gestion\modelos_entrenados\cripto\corto_plazo_v4\confirmacion_2025\operativo\BTCUSDT\SUBE\20260704T203631Z_f7ae4a38\modelo.joblib,C:\xampp\htdocs\tutan_gestion\modelos_entrenados\cripto\corto_plazo_v4\confirmacion_2025\operativo\BTCUSDT\SUBE\20260704T203631Z_f7ae4a38\predicciones_2025.parquet,True,False,False
2026-07-04T20:37:21.134571+00:00,20260704T203631Z_f7ae4a38,operativo,ETHUSDT,SUBE,v4_63_moderado,63,0.65,525360,165404,0.31483934825643367,0.38801634260220086,1.2324264573377444,0.5904580628511407,0.2180119752883911,0.6282228827476501,0.431309672364259,0.17971149428067035,0.2537107057809339,0.5354143709721368,0.13118242728795493,0.65,0.31483934825643367,7565,8515,157839,351441,16080,0.03060758337140247,0.4704601990049751,0.04573649972189306,0.9763443309737857,0.5110404153478394,0.08336823080822552,1.494286535689909,0.000593242430677418,0.0035383138314748486,313,0.8579276266324551,0.4185303514376997,0.49201277955271566,-0.00014903503846758683,-0.00014903503846758683,-0.0005405809998253464,0.9847322769604698,-0.4053141441548883,0.0,C:\xampp\htdocs\tutan_gestion\modelos_entrenados\cripto\corto_plazo_v4\confirmacion_2025\operativo\ETHUSDT\SUBE\20260704T203631Z_f7ae4a38,C:\xampp\htdocs\tutan_gestion\modelos_entrenados\cripto\corto_plazo_v4\confirmacion_2025\operativo\ETHUSDT\SUBE\20260704T203631Z_f7ae4a38\modelo.joblib,C:\xampp\htdocs\tutan_gestion\modelos_entrenados\cripto\corto_plazo_v4\confirmacion_2025\operativo\ETHUSDT\SUBE\20260704T203631Z_f7ae4a38\predicciones_2025.parquet,True,False,False
