variable,coeficiente_clase_positiva,coeficiente_absoluto
volatilidad_240m,0.33690324,0.33690324
otro_volatilidad_240m,-0.26661158,0.26661158
ratio_volatilidad_60m,-0.17248921,0.17248921
desviacion_media_cierre_240m,-0.14696522,0.14696522
otro_volatilidad_60m,0.14581719,0.14581719
rango_relativo,0.13901725,0.13901725
beta_propio_otro_60m,0.13119052,0.13119052
cuerpo_relativo,-0.12963678,0.12963678
volatilidad_30m,0.11739578,0.11739578
residual_propio_otro_60m,0.10043959,0.10043959
dia_semana_seno,0.092087016,0.092087016
minuto_dia_coseno,-0.08995077,0.08995077
divergencia_rendimiento_240m,-0.07814101,0.07814101
correlacion_btc_eth_1440m,0.073437154,0.073437154
volatilidad_15m,0.07173287,0.07173287
divergencia_rendimiento_60m,-0.062220838,0.062220838
correlacion_btc_eth_60m,-0.061428066,0.061428066
operaciones_relativas_60m,0.06063384,0.06063384
operaciones_relativas_30m,0.057711795,0.057711795
desviacion_media_cierre_30m,-0.057216,0.057216
residual_propio_otro_240m,0.05588614,0.05588614
operaciones_relativas_240m,-0.05124566,0.05124566
rendimiento_1m,0.05039945,0.05039945
desviacion_media_cierre_15m,-0.0459899,0.0459899
volumen_relativo_30m,-0.04412562,0.04412562
minuto_dia_seno,-0.040512506,0.040512506
divergencia_rendimiento_1m,0.03845285,0.03845285
otro_rendimiento_1m,0.03793339,0.03793339
volumen_relativo_5m,0.036528982,0.036528982
volatilidad_60m,0.034532797,0.034532797
rendimiento_240m,-0.034175027,0.034175027
dia_semana_coseno,0.032612957,0.032612957
operaciones_relativas_5m,-0.030043341,0.030043341
zscore_divergencia_1440m,0.028985318,0.028985318
mecha_superior_relativa,0.027657244,0.027657244
rendimiento_60m,-0.027327903,0.027327903
volatilidad_5m,0.026317505,0.026317505
volumen_relativo_15m,0.023823105,0.023823105
mecha_inferior_relativa,0.021832502,0.021832502
zscore_divergencia_240m,-0.020942768,0.020942768
beta_propio_otro_1440m,0.018275108,0.018275108
operaciones_relativas_15m,-0.017043088,0.017043088
desviacion_media_cierre_60m,0.015232884,0.015232884
beta_propio_otro_240m,0.013992029,0.013992029
volumen_relativo_60m,-0.013972327,0.013972327
otro_rendimiento_30m,0.013857073,0.013857073
rendimiento_15m,0.013054109,0.013054109
rendimiento_30m,0.0122364275,0.0122364275
divergencia_rendimiento_15m,0.01125853,0.01125853
proporcion_compradora_cotizacion,0.010579786,0.010579786
otro_rendimiento_240m,0.009420402,0.009420402
otro_rendimiento_15m,0.009325785,0.009325785
rendimiento_5m,0.008677436,0.008677436
correlacion_btc_eth_240m,0.008507919,0.008507919
otro_rendimiento_5m,0.007828158,0.007828158
residual_propio_otro_1440m,-0.0074781105,0.0074781105
otro_rendimiento_60m,0.006658024,0.006658024
proporcion_compradora_base,0.0063425596,0.0063425596
volumen_relativo_240m,-0.0050332947,0.0050332947
divergencia_rendimiento_5m,0.0049432525,0.0049432525
divergencia_rendimiento_30m,0.0029508378,0.0029508378
ratio_volatilidad_240m,-0.0023755424,0.0023755424
desviacion_media_cierre_5m,0.00039557109,0.00039557109
