variable,coeficiente_clase_positiva,coeficiente_absoluto
volatilidad_240m,0.5010763,0.5010763
volatilidad_60m,-0.28805718,0.28805718
otro_volatilidad_60m,0.2701213,0.2701213
ratio_volatilidad_60m,0.21928942,0.21928942
otro_volatilidad_240m,-0.21703914,0.21703914
divergencia_rendimiento_240m,-0.18351912,0.18351912
cuerpo_relativo,0.18114008,0.18114008
beta_propio_otro_60m,-0.15774779,0.15774779
residual_propio_otro_240m,0.15471523,0.15471523
rendimiento_1m,-0.118840106,0.118840106
volatilidad_30m,0.10630242,0.10630242
volumen_relativo_240m,0.09825709,0.09825709
desviacion_media_cierre_240m,0.08542846,0.08542846
rendimiento_240m,-0.08086712,0.08086712
correlacion_btc_eth_240m,0.08062832,0.08062832
otro_rendimiento_1m,-0.078629516,0.078629516
desviacion_media_cierre_30m,0.07700713,0.07700713
ratio_volatilidad_240m,-0.0759132,0.0759132
minuto_dia_coseno,-0.07540651,0.07540651
operaciones_relativas_30m,0.060085367,0.060085367
rendimiento_30m,-0.056750834,0.056750834
correlacion_btc_eth_1440m,-0.056728955,0.056728955
rango_relativo,0.05671371,0.05671371
correlacion_btc_eth_60m,0.05667995,0.05667995
mecha_superior_relativa,-0.04256454,0.04256454
volatilidad_15m,0.04247486,0.04247486
dia_semana_seno,0.042133715,0.042133715
beta_propio_otro_240m,-0.036132608,0.036132608
beta_propio_otro_1440m,0.035791468,0.035791468
otro_rendimiento_240m,0.03504355,0.03504355
volumen_relativo_30m,-0.03455902,0.03455902
rendimiento_15m,-0.031588793,0.031588793
volumen_relativo_5m,-0.030885292,0.030885292
minuto_dia_seno,-0.030453995,0.030453995
divergencia_rendimiento_60m,0.028602125,0.028602125
divergencia_rendimiento_1m,-0.028004749,0.028004749
volatilidad_5m,0.025800832,0.025800832
desviacion_media_cierre_15m,0.02412812,0.02412812
rendimiento_5m,-0.02225475,0.02225475
desviacion_media_cierre_60m,0.015954891,0.015954891
mecha_inferior_relativa,-0.013480662,0.013480662
desviacion_media_cierre_5m,0.013075415,0.013075415
operaciones_relativas_240m,0.012593785,0.012593785
dia_semana_coseno,0.012419956,0.012419956
rendimiento_60m,0.0105018895,0.0105018895
operaciones_relativas_60m,-0.009686006,0.009686006
residual_propio_otro_60m,-0.009662615,0.009662615
volumen_relativo_15m,0.009313307,0.009313307
operaciones_relativas_5m,-0.009290591,0.009290591
operaciones_relativas_15m,-0.0067356443,0.0067356443
residual_propio_otro_1440m,0.004450441,0.004450441
volumen_relativo_60m,0.0016807406,0.0016807406
