umbral_meta,operaciones,precision,porcentaje_acierto,porcentaje_positivas,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,maximo_drawdown,cumple_minimo_operaciones,puntuacion_meta,cumple_filtros_meta
0.48,77,0.6753246753246753,67.53246753246754,67.53246753246754,0.005918012071470702,0.005614450607105304,1.9299210621527105,-0.11441463681798802,True,0.2151281089897261,True
