variable,coeficiente_clase_positiva,coeficiente_absoluto
otro_volatilidad_240m,0.44593444,0.44593444
volatilidad_240m,-0.2678347,0.2678347
ratio_volatilidad_240m,0.23173432,0.23173432
volatilidad_60m,0.120911345,0.120911345
correlacion_btc_eth_1440m,0.11763611,0.11763611
rango_relativo,0.11532055,0.11532055
dia_semana_seno,0.11156316,0.11156316
minuto_dia_coseno,-0.10539927,0.10539927
correlacion_btc_eth_60m,0.091531865,0.091531865
divergencia_rendimiento_240m,0.08755456,0.08755456
residual_propio_otro_240m,-0.08206611,0.08206611
desviacion_media_cierre_30m,-0.078636035,0.078636035
mecha_superior_relativa,0.06888076,0.06888076
beta_propio_otro_240m,-0.06806757,0.06806757
correlacion_btc_eth_240m,0.06258287,0.06258287
residual_propio_otro_1440m,0.060341895,0.060341895
otro_volatilidad_60m,-0.06021314,0.06021314
volatilidad_15m,0.049397126,0.049397126
operaciones_relativas_240m,-0.04705348,0.04705348
zscore_divergencia_1440m,-0.045574218,0.045574218
volatilidad_30m,0.044835288,0.044835288
volumen_relativo_240m,-0.0434057,0.0434057
volumen_relativo_15m,-0.040000454,0.040000454
desviacion_media_cierre_60m,0.03982622,0.03982622
beta_propio_otro_1440m,-0.03917208,0.03917208
otro_rendimiento_240m,-0.03809546,0.03809546
cuerpo_relativo,-0.035471525,0.035471525
rendimiento_60m,-0.03336667,0.03336667
volumen_relativo_5m,0.03257696,0.03257696
minuto_dia_seno,-0.032285668,0.032285668
operaciones_relativas_60m,0.031556316,0.031556316
operaciones_relativas_15m,-0.03149729,0.03149729
residual_propio_otro_60m,0.027697897,0.027697897
volumen_relativo_60m,-0.0276137,0.0276137
dia_semana_coseno,0.026206419,0.026206419
divergencia_rendimiento_60m,-0.025717799,0.025717799
divergencia_rendimiento_1m,0.024802214,0.024802214
desviacion_media_cierre_240m,-0.024788858,0.024788858
mecha_inferior_relativa,0.023604099,0.023604099
desviacion_media_cierre_15m,0.022419607,0.022419607
operaciones_relativas_30m,0.021333342,0.021333342
operaciones_relativas_5m,-0.017866617,0.017866617
beta_propio_otro_60m,-0.017022854,0.017022854
ratio_volatilidad_60m,0.013914288,0.013914288
otro_rendimiento_60m,-0.012783342,0.012783342
rendimiento_30m,0.012036155,0.012036155
otro_rendimiento_30m,0.011113912,0.011113912
rendimiento_240m,0.0107337795,0.0107337795
rendimiento_1m,0.009278008,0.009278008
divergencia_rendimiento_15m,0.009079574,0.009079574
volumen_relativo_30m,0.007930472,0.007930472
otro_rendimiento_15m,-0.007849849,0.007849849
volatilidad_5m,0.0075255944,0.0075255944
divergencia_rendimiento_5m,-0.0073019187,0.0073019187
otro_rendimiento_1m,-0.005875784,0.005875784
rendimiento_15m,-0.003998751,0.003998751
divergencia_rendimiento_30m,-0.0031547826,0.0031547826
proporcion_compradora_base,-0.0030782793,0.0030782793
rendimiento_5m,-0.0029576465,0.0029576465
proporcion_compradora_cotizacion,0.002544345,0.002544345
desviacion_media_cierre_5m,-0.002095289,0.002095289
zscore_divergencia_240m,-0.001431397,0.001431397
otro_rendimiento_5m,0.0014292671,0.0014292671
