mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2024-01,44640,0.4612231182795699,0.3533964861165417,0.2967711200993,0.22954780807732136,0.054759552042160736,0.0884249717439,12144,0.32491877030742317,0.11146360284660893,0.16598569969356486,11663,0.06489695340501792,0.08962813620071684
2024-02,41760,0.4818007662835249,0.3564575780097841,0.3077346162468164,0.22478024277940561,0.07302148490617351,0.11023298778610284,7354,0.39037291721766726,0.1046882757642386,0.1651006711409396,14099,0.05720785440613027,0.0905411877394636
2024-03,44640,0.4219310035842294,0.4018659685690458,0.37070356777593755,0.3660951034117023,0.15213398956879454,0.21494551115723923,13613,0.40948193462053145,0.2931836846427594,0.3417085427135678,14612,0.12672491039426523,0.23436379928315412
2024-04,43200,0.40199074074074076,0.37531298792696965,0.3404476096248188,0.31423247146517586,0.10203464185765071,0.15404819001941303,13221,0.38445807770961143,0.29333531465933577,0.3327714093054619,13459,0.099375,0.23770833333333333
2024-05,44640,0.4625224014336918,0.3627691260553046,0.3309347527432919,0.30102915951972553,0.12949640287769784,0.18109119050690056,10842,0.3428330166772219,0.12933025404157045,0.18781080143402337,12557,0.10448028673835126,0.10611559139784946
2024-06,43200,0.6054861111111111,0.37886970843710205,0.35513398026745907,0.3307745987438939,0.05437026841018582,0.09338981381144715,8718,0.36860670194003525,0.1531322505800464,0.216374773531188,8189,0.033171296296296296,0.07875
2024-07,44640,0.4181899641577061,0.3598148885882247,0.30734569252149296,0.30089589125733707,0.07314508861519976,0.11768259529994562,13316,0.34543401097128107,0.16750117352526991,0.2256059009483667,12782,0.07251344086021505,0.1388440860215054
2024-08,44640,0.4405465949820789,0.4110246508142432,0.3806135188482686,0.37159831353008815,0.1377130681818182,0.20095346668048503,14080,0.4121265377855888,0.32270642201834865,0.36197581682531516,13080,0.11689068100358423,0.22943548387096774
2024-09,43200,0.4774537037037037,0.37801716716509576,0.3422769450325243,0.27240250074426914,0.08239531742458352,0.12652101769911506,11105,0.46079240610813044,0.18850244808374134,0.26755331895518814,11846,0.07775462962962963,0.11217592592592593
2024-10,44640,0.4932347670250896,0.36807211357867803,0.33222098452866183,0.44674428633031477,0.09221183800623053,0.15287000147557916,11235,0.2785881505492527,0.13875683917840165,0.18524727577535624,11149,0.051948924731182795,0.12439516129032258
2024-11,43200,0.3887037037037037,0.3759067255945195,0.3453778501768305,0.3099236641221374,0.17074606779375895,0.2201854764358154,11889,0.440045766590389,0.23867444458235076,0.30948740645368955,16114,0.15162037037037038,0.2023148148148148
2024-12,44400,0.40975225225225226,0.3927696485303978,0.34935390523505,0.4073319755600815,0.13970382788488406,0.2080515967960054,14316,0.3977853492333901,0.23271872997793122,0.29364473388726703,14047,0.11058558558558558,0.1850900900900901
