variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.0045781233,-0.26008582,0.12869668,0.26008582
cuerpo_relativo,0.019459741,0.04997288,-0.14442562,0.14442562
mecha_superior_relativa,-0.01567966,-0.050726283,0.025952242,0.050726283
mecha_inferior_relativa,0.012503353,-0.025609186,0.032015286,0.032015286
proporcion_compradora_base,0.0053423666,-0.0030704828,0.010739232,0.010739232
proporcion_compradora_cotizacion,-0.0023890715,-0.00517315,0.010045451,0.010045451
rendimiento_1m,-0.004647489,-0.018273542,0.04956799,0.04956799
rendimiento_5m,-0.0073692068,0.0018461723,0.004738409,0.0073692068
volatilidad_5m,0.012736638,-0.038255572,0.041233968,0.041233968
desviacion_media_cierre_5m,0.022536965,-0.013214187,-0.0025273731,0.022536965
volumen_relativo_5m,0.014138165,-0.0130220875,0.015169259,0.015169259
operaciones_relativas_5m,-0.010576773,0.057032682,-0.039520383,0.057032682
rendimiento_15m,-0.012926186,-0.00081266224,0.0010933656,0.012926186
volatilidad_15m,0.0052372282,-0.13140446,0.046050947,0.13140446
desviacion_media_cierre_15m,0.00942908,0.032485504,-0.024327675,0.032485504
volumen_relativo_15m,0.01256242,0.022008065,0.02843236,0.02843236
operaciones_relativas_15m,0.01352117,-0.008248781,-0.021974685,0.021974685
rendimiento_30m,-0.010394648,0.007332692,-0.002401856,0.010394648
volatilidad_30m,0.016309716,-0.21763004,0.094617434,0.21763004
desviacion_media_cierre_30m,0.04917711,0.0036154937,-0.0050646295,0.04917711
volumen_relativo_30m,-0.029851828,0.023256468,-0.026839998,0.029851828
operaciones_relativas_30m,-0.011388934,-0.036662824,0.055359602,0.055359602
rendimiento_60m,0.0042216755,0.024963308,-0.01826111,0.024963308
volatilidad_60m,0.10727807,-0.046522297,-0.11758213,0.11758213
desviacion_media_cierre_60m,0.009081344,-0.03481888,-0.00010219864,0.03481888
volumen_relativo_60m,-0.018275121,-0.043125995,0.010681973,0.043125995
operaciones_relativas_60m,-0.13207851,0.014484638,0.03218603,0.13207851
rendimiento_240m,0.07547074,0.003435836,-0.06354118,0.07547074
volatilidad_240m,0.21151882,-0.53946257,0.20999947,0.53946257
desviacion_media_cierre_240m,-0.0025580004,0.03234785,-0.0457465,0.0457465
volumen_relativo_240m,0.03739979,-0.023884125,-0.124992594,0.124992594
operaciones_relativas_240m,0.09959944,-0.07295191,-0.07349121,0.09959944
minuto_dia_seno,-0.04540657,0.06393879,-0.04847973,0.06393879
minuto_dia_coseno,-0.05730963,0.13724667,-0.09181301,0.13724667
dia_semana_seno,0.051860943,-0.1057001,0.10110535,0.1057001
dia_semana_coseno,0.0077473214,-0.018034209,0.0020880164,0.018034209
otro_rendimiento_1m,-0.015159409,-0.014795891,0.06894447,0.06894447
divergencia_rendimiento_1m,0.01397571,-0.011978317,-0.010461345,0.01397571
otro_rendimiento_5m,-0.014435233,0.004495706,0.0018127059,0.014435233
divergencia_rendimiento_5m,0.007960667,-0.0033437773,0.006366021,0.007960667
otro_rendimiento_15m,-0.009599376,-0.0037440865,-0.010844788,0.010844788
divergencia_rendimiento_15m,-0.0103269,0.004166283,0.018755032,0.018755032
otro_rendimiento_30m,-0.0063087386,-0.00067688,-0.00036794328,0.0063087386
divergencia_rendimiento_30m,-0.010497687,0.015217255,-0.0040824595,0.015217255
otro_rendimiento_60m,-0.0071372646,0.0025184583,0.0065587373,0.0071372646
divergencia_rendimiento_60m,0.018814117,0.04400392,-0.044830915,0.044830915
otro_rendimiento_240m,0.059608366,-0.028187921,-0.014519949,0.059608366
divergencia_rendimiento_240m,0.053749256,0.04817694,-0.09805392,0.09805392
otro_volatilidad_60m,-0.22645935,-0.10245848,0.26554796,0.26554796
ratio_volatilidad_60m,0.006939478,0.0063735154,-0.058742024,0.058742024
otro_volatilidad_240m,0.0757605,0.073860556,-0.19381104,0.19381104
ratio_volatilidad_240m,0.26265734,-0.052826818,-0.1895191,0.26265734
correlacion_btc_eth_60m,0.109355934,-0.023345582,0.017725665,0.109355934
beta_propio_otro_60m,-0.0077701444,-0.030140314,0.094266094,0.094266094
residual_propio_otro_60m,-0.029319445,-0.058490187,0.05574852,0.058490187
correlacion_btc_eth_240m,0.14458296,-0.043946534,0.0017543349,0.14458296
beta_propio_otro_240m,-0.33282217,0.11692934,0.1661149,0.33282217
residual_propio_otro_240m,-0.06568665,-0.059697278,0.12506121,0.12506121
correlacion_btc_eth_1440m,-0.020441128,-0.013524748,0.030697696,0.030697696
beta_propio_otro_1440m,0.06629316,-0.08710857,0.06700529,0.08710857
residual_propio_otro_1440m,0.06885882,0.0066102426,-0.07272951,0.07272951
zscore_divergencia_240m,0.01816753,0.00055624987,0.021186206,0.021186206
zscore_divergencia_1440m,-0.02879431,0.0025112452,0.014112427,0.02879431
