mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2024-01,44640,0.4637544802867383,0.353321911849851,0.29321604966653175,0.2700756211739287,0.06175889328063241,0.10052945513035319,12144,0.32525007578053955,0.09200034296493184,0.14343002272423472,11663,0.062208781362007165,0.07390232974910395
2024-02,41760,0.486661877394636,0.35882122621874374,0.307560332068997,0.30406599882144963,0.07016589611096002,0.11402055021544581,7354,0.3979905107451856,0.10114192495921696,0.1612939712702183,14099,0.04063697318007663,0.08579980842911877
2024-03,44640,0.41917562724014334,0.3972270088320649,0.3582326601290719,0.3558321029318709,0.12392565929626093,0.18382913806254766,13613,0.424400417101147,0.2785381877908568,0.33633584001322203,14612,0.10620519713261649,0.21482974910394265
2024-04,43200,0.40488425925925925,0.37465408327923105,0.3338576143629062,0.35002466699555995,0.10732924892216927,0.16428364688856728,13221,0.3988954437052843,0.23612452633925254,0.29664893120507796,13459,0.09384259259259259,0.1844212962962963
2024-05,44640,0.4718413978494624,0.3627707014060637,0.31967663775436733,0.2846934071000461,0.11390887290167866,0.1627140974967062,10842,0.37344028520499106,0.10010352791271801,0.1578848206996169,12557,0.09717741935483871,0.07540322580645162
2024-06,43200,0.6046990740740741,0.35951816866443087,0.32113103365361745,0.2734375,0.040146822665749024,0.07001400280056011,8718,0.34240475012370114,0.08450360239345464,0.1355533790401567,8189,0.02962962962962963,0.046782407407407404
2024-07,44640,0.42296146953405017,0.35915789179286556,0.2951533259070002,0.33411397345823574,0.064283568639231,0.1078221438468321,13316,0.3673114540317322,0.1322171804099515,0.19444284645918425,12782,0.05739247311827957,0.10306899641577061
2024-08,44640,0.42728494623655916,0.39228712833730633,0.35090989898225516,0.3274394237066143,0.10653409090909091,0.16076308879481271,14080,0.3985592820028342,0.2580275229357798,0.31325413031371824,13080,0.10262096774193548,0.18969534050179213
2024-09,43200,0.4749305555555556,0.36336415692073376,0.30588128504674134,0.2767175572519084,0.039171544349392164,0.06862822434329889,11105,0.4327440430438125,0.14257977376329561,0.2144898088767541,11846,0.03638888888888889,0.09034722222222222
2024-10,44640,0.4969086021505376,0.3573518430349079,0.3015337521205485,0.4815119145439606,0.052158433466844685,0.09412142627690331,11235,0.27954545454545454,0.09929141627051753,0.14653517770865046,11149,0.027262544802867383,0.08870967741935484
2024-11,43200,0.37516203703703704,0.36144736568586877,0.3240277476776732,0.28549566400272064,0.14122297922449323,0.18897017445132244,11889,0.40851772543421366,0.21310661536552067,0.2800978792822186,16114,0.13613425925925926,0.19458333333333333
2024-12,44400,0.3838963963963964,0.36447674562438354,0.30032866203340003,0.27050882658359293,0.07278569432802459,0.1147071774548657,14316,0.3545191910854313,0.1834555421086353,0.2417902045411897,14047,0.08675675675675676,0.1637162162162162
