variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.06531302,-0.26072577,0.16576679,0.26072577
cuerpo_relativo,-0.008788956,0.005187824,-0.071888804,0.071888804
mecha_superior_relativa,-0.059380703,-0.07696809,-0.010691511,0.07696809
mecha_inferior_relativa,0.020057363,-0.070592634,-0.019671107,0.070592634
rendimiento_1m,-0.055854104,-0.056803666,0.00067844795,0.056803666
rendimiento_5m,-0.06149273,-0.053561725,0.050980125,0.06149273
volatilidad_5m,0.04787318,0.0067457817,-0.02233831,0.04787318
desviacion_media_cierre_5m,0.06146139,0.026115296,-0.050121557,0.06146139
volumen_relativo_5m,0.074183784,-0.05868992,0.003894442,0.074183784
operaciones_relativas_5m,-0.03071213,0.03766423,-0.06771571,0.06771571
rendimiento_15m,0.034525134,-0.002518708,-0.02903574,0.034525134
volatilidad_15m,-0.015178924,-0.07152736,-0.0053006713,0.07152736
desviacion_media_cierre_15m,0.05633828,0.09048158,-0.051571976,0.09048158
volumen_relativo_15m,-0.053227752,-0.0023068974,0.059429225,0.059429225
operaciones_relativas_15m,-0.032010384,0.016172634,-0.06440219,0.06440219
rendimiento_30m,-0.015926614,0.028622873,0.055553716,0.055553716
volatilidad_30m,-0.024130639,-0.18403578,0.058755007,0.18403578
desviacion_media_cierre_30m,-0.029708425,0.039794035,-0.08441601,0.08441601
volumen_relativo_30m,-0.09760978,-0.048625477,-0.030734744,0.09760978
operaciones_relativas_30m,-0.03883911,0.002255485,0.025599305,0.03883911
rendimiento_60m,-0.01537305,-0.026011499,0.038594138,0.038594138
volatilidad_60m,0.11649091,-0.040136125,-0.1767164,0.1767164
desviacion_media_cierre_60m,-0.017211802,0.024691518,0.0148151815,0.024691518
volumen_relativo_60m,0.016469417,-0.023196967,0.0817673,0.0817673
operaciones_relativas_60m,-0.09524544,0.05309776,0.07560564,0.09524544
rendimiento_240m,0.033099398,-0.043846574,-0.00752864,0.043846574
volatilidad_240m,0.22290944,-0.44951418,0.17059876,0.44951418
desviacion_media_cierre_240m,-0.06053856,0.057882603,-0.06686576,0.06686576
volumen_relativo_240m,0.08968237,0.045814537,-0.057000324,0.08968237
operaciones_relativas_240m,0.10637627,-0.016419021,-0.012605132,0.10637627
minuto_dia_seno,0.0029128892,0.026547935,0.002033711,0.026547935
minuto_dia_coseno,-0.053181726,0.1478766,-0.0458073,0.1478766
dia_semana_seno,0.075214,-0.05586127,0.047776334,0.075214
dia_semana_coseno,0.049890224,-0.0039311317,-0.0048158052,0.049890224
otro_rendimiento_1m,-0.0551066,-0.064863615,0.010426467,0.064863615
divergencia_rendimiento_1m,0.033991612,-0.02286786,0.041121844,0.041121844
divergencia_rendimiento_60m,0.059012655,-0.0050995527,-0.08043166,0.08043166
otro_rendimiento_240m,0.016331812,-0.06711461,0.04494986,0.06711461
divergencia_rendimiento_240m,0.0698933,0.037101764,-0.061700895,0.0698933
otro_volatilidad_60m,-0.19872682,-0.019585697,0.3252475,0.3252475
ratio_volatilidad_60m,-0.02249369,0.02535174,-0.028847665,0.028847665
otro_volatilidad_240m,0.044082884,0.009144248,-0.13680649,0.13680649
ratio_volatilidad_240m,0.2076972,-0.032781318,-0.2058244,0.2076972
correlacion_btc_eth_60m,0.058644924,-0.0045771436,0.03127197,0.058644924
beta_propio_otro_60m,0.01674027,0.0044697425,0.063584015,0.063584015
residual_propio_otro_60m,0.02464316,-0.022306029,0.0048779813,0.02464316
correlacion_btc_eth_240m,0.08297425,-0.028721083,-0.008917155,0.08297425
beta_propio_otro_240m,-0.30228373,0.073915906,0.1798219,0.30228373
residual_propio_otro_240m,-0.07844997,-0.024334969,0.093489416,0.093489416
correlacion_btc_eth_1440m,0.024488706,0.03731224,-0.00890129,0.03731224
beta_propio_otro_1440m,0.057504285,-0.07363286,0.042378962,0.07363286
residual_propio_otro_1440m,0.09049132,-0.02666475,-0.08895458,0.09049132
