umbral_sube,modo_entrada,umbral_veto_baja_clave,usa_veto_baja,tipo_salida,nombre_salida,horizonte_salida,coste,operaciones_2023,precision_clasificacion_2023,porcentaje_acierto_clasificacion_2023,porcentaje_operaciones_positivas_2023,retorno_bruto_medio_2023,retorno_neto_medio_2023,retorno_neto_mediano_2023,factor_beneficio_2023,maximo_drawdown_2023,operaciones_2024,precision_clasificacion_2024,porcentaje_acierto_clasificacion_2024,porcentaje_operaciones_positivas_2024,retorno_bruto_medio_2024,retorno_neto_medio_2024,retorno_neto_mediano_2024,factor_beneficio_2024,maximo_drawdown_2024,operaciones_minimo,operaciones_medio,operaciones_diferencia,precision_clasificacion_minimo,precision_clasificacion_medio,precision_clasificacion_diferencia,porcentaje_acierto_clasificacion_minimo,porcentaje_acierto_clasificacion_medio,porcentaje_acierto_clasificacion_diferencia,porcentaje_operaciones_positivas_minimo,porcentaje_operaciones_positivas_medio,porcentaje_operaciones_positivas_diferencia,retorno_bruto_medio_minimo,retorno_bruto_medio_medio,retorno_bruto_medio_diferencia,retorno_neto_medio_minimo,retorno_neto_medio_medio,retorno_neto_medio_diferencia,retorno_neto_mediano_minimo,retorno_neto_mediano_medio,retorno_neto_mediano_diferencia,factor_beneficio_minimo,factor_beneficio_medio,factor_beneficio_diferencia,maximo_drawdown_minimo,maximo_drawdown_medio,maximo_drawdown_diferencia,umbral_veto_baja,cumple_filtros,puntuacion
0.53,creciente_3m,0.45,True,fija,fija_60m,60,0.001,21,0.3333333333333333,33.33333333333333,57.14285714285714,0.0030841287528945,0.0020841287528945,0.0010868239688902,1.563142961057145,-0.0533737838944129,28,0.3928571428571428,39.285714285714285,53.57142857142857,0.0005024367839949,-0.000497563216005,0.0005849598490397,0.9062136550539032,-0.0680966014384544,21,24.5,7,0.3333333333333333,0.363095238095238,0.05952380952380948,33.33333333333333,36.30952380952381,5.952380952380956,53.57142857142857,55.357142857142854,3.5714285714285694,0.0005024367839949,0.0017932827684447,0.0025816919688996,-0.000497563216005,0.00079328276844475,0.0025816919688995002,0.0005849598490397,0.00083589190896495,0.0005018641198505,0.9062136550539032,1.2346783080555241,0.6569293060032418,-0.0680966014384544,-0.06073519266643365,0.014722817544041505,0.45,False,0.0565908575848435
0.51,confirmacion_5m,0.4,True,fija,fija_120m,120,0.002,8,0.5,50.0,37.5,0.0021948662285175,0.0001948662285175,-0.0040763420659722,1.03689862290336,-0.0283969084358266,8,0.5,50.0,62.5,0.0050442482167445,0.0030442482167445,0.0044749152777341,2.8455676170932627,-0.0036188396812214,8,8.0,0,0.5,0.5,0.0,50.0,50.0,0.0,37.5,50.0,25.0,0.0021948662285175,0.0036195572226310002,0.0028493819882270005,0.0001948662285175,0.001619557222631,0.0028493819882269996,-0.0040763420659722,0.00019928660588094992,0.0085512573437063,1.03689862290336,1.9412331199983113,1.8086689941899026,-0.0283969084358266,-0.016007874058524,0.024778068754605198,0.4,False,0.056581537281276115
0.57,creciente_3m,0.45,True,fija,fija_120m,120,0.002,17,0.2941176470588235,29.411764705882355,47.05882352941176,0.0019895435344645,-1.0456465535499537e-05,-3.16535364293085e-05,0.9977028674986552,-0.0312435048839857,20,0.5,50.0,60.0,0.0075172276497956,0.0055172276497956,0.0047871377055238,2.1906814334550937,-0.0702180837175385,17,18.5,3,0.2941176470588235,0.39705882352941174,0.20588235294117652,29.411764705882355,39.705882352941174,20.588235294117645,47.05882352941176,53.529411764705884,12.941176470588239,0.0019895435344645,0.00475338559213005,0.0055276841153311,-1.0456465535499537e-05,0.00275338559213005,0.005527684115331099,-3.16535364293085e-05,0.002377742084547246,0.004818791241953109,0.9977028674986552,1.5941921504768746,1.1929785659564385,-0.0702180837175385,-0.0507307943007621,0.038974578833552806,0.45,False,0.056563591915911045
0.58,nivel,0.35,True,barrera,tp100_sl050_480m,480,0.001,47,0.5319148936170213,53.191489361702125,44.680851063829785,0.0017021276595744,0.0007021276595744,-0.006,1.2115384615384617,-0.0326227784361962,32,0.59375,59.375,40.625,0.0010937499999999,9.37500000000004e-05,-0.006,1.0263157894736843,-0.0416389652209653,32,39.5,15,0.5319148936170213,0.5628324468085106,0.06183510638297873,53.191489361702125,56.28324468085106,6.183510638297875,40.625,42.65292553191489,4.055851063829785,0.0010937499999999,0.00139793882978715,0.0006083776595745001,9.37500000000004e-05,0.0003979388297872002,0.0006083776595743996,-0.006,-0.006,0.0,1.0263157894736843,1.1189271255060729,0.18522267206477738,-0.0416389652209653,-0.037130871828580755,0.0090161867847691,0.35,False,0.05652265005232965
0.54,cruce,0.4,True,fija,fija_60m,60,0.0005,27,0.4074074074074074,40.74074074074074,51.85185185185185,-4.259954810344242e-06,-0.0005042599548103,0.0031527957225271,0.9096191420953236,-0.1087053281050803,26,0.4230769230769231,42.30769230769231,50.0,0.0014768434551087,0.0009768434551087,0.0006986703984656,1.2298375020869583,-0.0265625077250952,26,26.5,1,0.4074074074074074,0.41524216524216523,0.015669515669515688,40.74074074074074,41.52421652421653,1.5669515669515661,50.0,50.925925925925924,1.8518518518518476,-4.259954810344242e-06,0.0007362917501491778,0.0014811034099190441,-0.0005042599548103,0.00023629175014920005,0.0014811034099190001,0.0006986703984656,0.0019257330604963501,0.0024541253240615,0.9096191420953236,1.0697283220911409,0.3202183599916347,-0.1087053281050803,-0.06763391791508774,0.08214282037998509,0.4,False,0.05650145134833315
0.56,cruce,0.25,True,fija,fija_480m,480,0.001,4,0.5,50.0,50.0,0.000203438871878,-0.0007965611281219,0.0041202784051472,0.8953943414589401,-0.0303637906644662,1,1.0,100.0,100.0,0.0224023993429614,0.0214023993429613,0.0214023993429613,inf,0.0,1,2.5,3,0.5,0.75,0.5,50.0,75.0,50.0,50.0,75.0,50.0,0.000203438871878,0.0113029191074197,0.022198960471083398,-0.0007965611281219,0.0103029191074197,0.0221989604710832,0.0041202784051472,0.01276133887405425,0.017282120937814102,0.8953943414589401,inf,inf,-0.0303637906644662,-0.0151818953322331,0.0303637906644662,0.25,False,0.056489221146558834
0.46,confirmacion_5m,0.35,True,fija,fija_120m,120,0.002,8,0.375,37.5,37.5,0.0024439593777597,0.0004439593777597,-0.004311199569016,1.0854539329769803,-0.0173633242851974,6,0.6666666666666666,66.66666666666666,66.66666666666666,0.0044653212992437,0.0024653212992437,6.96616594008121e-05,2.410610742418193,-0.0104636829716956,6,7.0,2,0.375,0.5208333333333333,0.29166666666666663,37.5,52.08333333333333,29.166666666666657,37.5,52.08333333333333,29.166666666666657,0.0024439593777597,0.0034546403385017,0.0020213619214839995,0.0004439593777597,0.0014546403385017,0.002021361921484,-0.004311199569016,-0.002120768954807594,0.004380861228416812,1.0854539329769803,1.7480323376975866,1.3251568094412125,-0.0173633242851974,-0.0139135036284465,0.006899641313501801,0.35,False,0.0564840098329061
0.52,cruce,-1.0,False,fija,fija_60m,60,0.0005,47,0.4468085106382978,44.680851063829785,53.191489361702125,0.0008231714781201,0.0003231714781201,0.0004509919278076,1.0684593921764969,-0.0761977706965116,139,0.5251798561151079,52.51798561151079,52.51798561151079,-0.0001504616550519,-0.0006504616550519,0.0008074429611716,0.8869863556982912,-0.1520943911601893,47,93.0,92,0.4468085106382978,0.48599418337670286,0.07837134547681007,44.680851063829785,48.599418337670286,7.8371345476810035,52.51798561151079,52.85473748660645,0.6735037501913368,-0.0001504616550519,0.0003363549115341,0.0009736331331719999,-0.0006504616550519,-0.00016364508846589997,0.0009736331331719999,0.0004509919278076,0.0006292174444896,0.000356451033364,0.8869863556982912,0.977722873937394,0.18147303647820567,-0.1520943911601893,-0.11414608092835045,0.0758966204636777,,False,0.056465961913097294
0.52,confirmacion_10m,0.45,True,barrera,tp070_sl040_480m,480,0.0005,10,0.6,60.0,40.0,0.0004,-0.0001,-0.0045,0.9629629629629628,-0.0178788640899372,9,0.6666666666666666,66.66666666666666,44.44444444444444,0.0008888888888888,0.0003888888888888,-0.0045,1.1555555555555554,-0.00897975,9,9.5,1,0.6,0.6333333333333333,0.06666666666666665,60.0,63.33333333333333,6.666666666666657,40.0,42.22222222222222,4.444444444444443,0.0004,0.0006444444444444,0.0004888888888888001,-0.0001,0.0001444444444444,0.0004888888888888001,-0.0045,-0.0045,0.0,0.9629629629629628,1.0592592592592591,0.19259259259259265,-0.0178788640899372,-0.0134293070449686,0.008899114089937201,0.45,False,0.056456226669894506
0.48,creciente_3m,0.5,True,fija,fija_60m,60,0.001,27,0.4074074074074074,40.74074074074074,51.85185185185185,0.0008398691325084,-0.0001601308674915,0.0008045130647841,0.9629675366654749,-0.0434394682661788,56,0.4107142857142857,41.07142857142857,50.0,0.0004829846199215,-0.0005170153800784,0.000403354703611,0.905438680402734,-0.0947566565355204,27,41.5,29,0.4074074074074074,0.4090608465608465,0.0033068783068783136,40.74074074074074,40.90608465608466,0.3306878306878289,50.0,50.925925925925924,1.8518518518518476,0.0004829846199215,0.00066142687621495,0.00035688451258690003,-0.0005170153800784,-0.00033857312378494995,0.0003568845125869,0.000403354703611,0.00060393388419755,0.00040115836117310004,0.905438680402734,0.9342031085341045,0.057528856262740846,-0.0947566565355204,-0.0690980624008496,0.0513171882693416,0.5,False,0.056454909216824826
0.45,confirmacion_5m,0.4,True,fija,fija_240m,240,0.002,17,0.4117647058823529,41.17647058823529,47.05882352941176,0.0017232851621002,-0.0002767148378997,-0.0003947760015217,0.9498248572406928,-0.0631155055251054,20,0.5,50.0,55.00000000000001,0.0062984172012697,0.0042984172012697,0.0024593454967962,2.694193390646088,-0.0276574688403091,17,18.5,3,0.4117647058823529,0.45588235294117646,0.08823529411764708,41.17647058823529,45.588235294117645,8.82352941176471,47.05882352941176,51.029411764705884,7.941176470588246,0.0017232851621002,0.00401085118168495,0.0045751320391695,-0.0002767148378997,0.002010851181685,0.0045751320391694,-0.0003947760015217,0.00103228474763725,0.0028541214983179002,0.9498248572406928,1.8220091239433904,1.7443685334053955,-0.0631155055251054,-0.045386487182707255,0.0354580366847963,0.4,False,0.05644874551120597
0.53,nivel,0.35,True,barrera,tp070_sl040_480m,480,0.0005,66,0.5303030303030303,53.03030303030303,43.93939393939394,0.0008333333333333,0.0003333333333333,-0.0045,1.1321321321321325,-0.0316325073497703,54,0.6111111111111112,61.11111111111112,40.74074074074074,0.0004814814814814,-1.851851851851863e-05,-0.0045,0.9930555555555556,-0.0289245106804446,54,60.0,12,0.5303030303030303,0.5707070707070707,0.08080808080808088,53.03030303030303,57.07070707070707,8.08080808080809,40.74074074074074,42.340067340067336,3.198653198653197,0.0004814814814814,0.00065740740740735,0.0003518518518519,-1.851851851851863e-05,0.00015740740740739068,0.0003518518518518186,-0.0045,-0.0045,0.0,0.9930555555555556,1.062593843843844,0.1390765765765769,-0.0316325073497703,-0.030278509015107452,0.0027079966693256997,0.35,False,0.05642728740576954
0.48,cruce,0.45,True,fija,fija_120m,120,0.002,45,0.5555555555555556,55.55555555555556,62.22222222222222,0.0040884787483617,0.0020884787483617,0.002230441825922,1.5660825254983888,-0.0641011003998948,79,0.5189873417721519,51.89873417721519,54.43037974683544,0.0009482272478283,-0.0010517727521716,0.002019376474972,0.830548124166513,-0.1490632837554536,45,62.0,34,0.5189873417721519,0.5372714486638537,0.03656821378340369,51.89873417721519,53.72714486638537,3.656821378340368,54.43037974683544,58.32630098452883,7.79184247538678,0.0009482272478283,0.002518352998095,0.0031402515005334005,-0.0010517727521716,0.0005183529980950499,0.0031402515005333,0.002019376474972,0.002124909150447,0.00021106535095000026,0.830548124166513,1.198315324832451,0.7355344013318758,-0.1490632837554536,-0.1065821920776742,0.0849621833555588,0.45,False,0.05640614343840502
0.45,confirmacion_3m,0.45,True,fija,fija_120m,120,0.001,28,0.5,50.0,67.85714285714286,0.0036885582068397,0.0026885582068397,0.0026387964454828,2.0449085695920504,-0.0327335447224913,41,0.4634146341463415,46.34146341463415,48.78048780487805,0.000520606027305,-0.0004793939726949,-3.046896504354992e-05,0.9086653779129304,-0.0924543455197586,28,34.5,13,0.4634146341463415,0.4817073170731707,0.036585365853658514,46.34146341463415,48.170731707317074,3.6585365853658516,48.78048780487805,58.318815331010455,19.07665505226481,0.000520606027305,0.00210458211707235,0.0031679521795347,-0.0004793939726949,0.0011045821170724,0.0031679521795346,-3.046896504354992e-05,0.001304163740219625,0.00266926541052635,0.9086653779129304,1.4767869737524904,1.13624319167912,-0.0924543455197586,-0.06259394512112496,0.059720800797267305,0.45,False,0.05639075357822321
0.51,confirmacion_10m,0.45,True,barrera,tp070_sl040_480m,480,0.0005,13,0.6923076923076923,69.23076923076923,46.15384615384615,0.001076923076923,0.000576923076923,-0.0045,1.238095238095238,-0.0178788640899373,10,0.6,60.0,40.0,0.0004,-0.0001,-0.0045,0.9629629629629628,-0.0134393411249998,10,11.5,3,0.6,0.6461538461538461,0.09230769230769231,60.0,64.61538461538461,9.230769230769226,40.0,43.07692307692308,6.153846153846153,0.0004,0.0007384615384614999,0.0006769230769229999,-0.0001,0.0002384615384615,0.000676923076923,-0.0045,-0.0045,0.0,0.9629629629629628,1.1005291005291005,0.2751322751322751,-0.0178788640899373,-0.01565910260746855,0.004439522964937499,0.45,False,0.056362209575877405
0.47,nivel,0.3,True,barrera,tp050_sl030_240m,240,0.001,63,0.5396825396825397,53.96825396825397,52.38095238095239,0.0011904761904761,0.0001904761904761,0.004,1.1,-0.0240111632916266,40,0.625,62.5,47.5,0.0008,-0.0002,-0.004,0.9047619047619048,-0.0200288127585003,40,51.5,23,0.5396825396825397,0.5823412698412698,0.08531746031746035,53.96825396825397,58.23412698412699,8.531746031746032,47.5,49.94047619047619,4.880952380952387,0.0008,0.00099523809523805,0.0003904761904760999,-0.0002,-4.761904761950002e-06,0.0003904761904761,-0.004,0.0,0.008,0.9047619047619048,1.0023809523809524,0.19523809523809532,-0.0240111632916266,-0.02201998802506345,0.003982350533126299,0.3,False,0.05634950637109252
0.47,nivel,0.3,True,barrera,tp050_sl030_120m,120,0.001,63,0.5396825396825397,53.96825396825397,52.38095238095239,0.0011904761904761,0.0001904761904761,0.004,1.1,-0.0240111632916266,40,0.625,62.5,47.5,0.0008,-0.0002,-0.004,0.9047619047619048,-0.0200288127585003,40,51.5,23,0.5396825396825397,0.5823412698412698,0.08531746031746035,53.96825396825397,58.23412698412699,8.531746031746032,47.5,49.94047619047619,4.880952380952387,0.0008,0.00099523809523805,0.0003904761904760999,-0.0002,-4.761904761950002e-06,0.0003904761904761,-0.004,0.0,0.008,0.9047619047619048,1.0023809523809524,0.19523809523809532,-0.0240111632916266,-0.02201998802506345,0.003982350533126299,0.3,False,0.05634950637109252
0.48,confirmacion_3m,0.35,True,barrera,tp070_sl035_240m,240,0.001,8,0.375,37.5,50.0,0.00175,0.0007499999999999,0.0007499999999999,1.3333333333333333,-0.00897975,16,0.75,75.0,43.75,0.00109375,9.374999999999976e-05,-0.0045,1.0370370370370368,-0.0178788640899372,8,12.0,8,0.375,0.5625,0.375,37.5,56.25,37.5,43.75,46.875,6.25,0.00109375,0.001421875,0.0006562499999999999,9.374999999999976e-05,0.0004218749999999499,0.0006562499999999003,-0.0045,-0.0018750000000000498,0.0052499999999999,1.0370370370370368,1.1851851851851851,0.2962962962962965,-0.0178788640899372,-0.0134293070449686,0.008899114089937201,0.35,False,0.05634847204026487
0.47,creciente_5m,-1.0,False,fija,fija_240m,240,0.002,5,0.6,60.0,60.0,0.005708824179802,0.003708824179802,0.0059345301871882,1.586729275781986,-0.0179121465803501,15,0.4,40.0,46.66666666666666,0.0018851840541445,-0.0001148159458554,-0.0020936798148197,0.98287650693061,-0.0653547218831229,5,10.0,10,0.4,0.5,0.19999999999999996,40.0,50.0,20.0,46.66666666666666,53.33333333333333,13.333333333333343,0.0018851840541445,0.00379700411697325,0.0038236401256575,-0.0001148159458554,0.0017970041169733,0.0038236401256574,-0.0020936798148197,0.00192042518618425,0.0080282100020079,0.98287650693061,1.284802891356298,0.603852768851376,-0.0653547218831229,-0.0416334342317365,0.047442575302772794,,False,0.05631843830531047
0.57,cruce,0.35,True,barrera,tp070_sl035_240m,240,0.001,40,0.5,50.0,42.5,0.0009625,-3.750000000000025e-05,-0.0045,0.9855072463768112,-0.0195085484748038,22,0.7727272727272727,77.27272727272727,45.45454545454545,0.0012727272727272,0.0002727272727272,-0.0045,1.1111111111111107,-0.0134393411249998,22,31.0,18,0.5,0.6363636363636364,0.2727272727272727,50.0,63.63636363636363,27.272727272727266,42.5,43.97727272727273,2.9545454545454533,0.0009625,0.0011176136363636,0.0003102272727271999,-3.750000000000025e-05,0.00011761363636359986,0.00031022727272720025,-0.0045,-0.0045,0.0,0.9855072463768112,1.048309178743961,0.12560386473429952,-0.0195085484748038,-0.016473944799901802,0.006069207349804002,0.35,False,0.05630020961953719
0.46,confirmacion_5m,0.35,True,fija,fija_240m,240,0.002,7,0.2857142857142857,28.57142857142857,42.85714285714285,0.0025981536913819,0.0005981536913819,-0.0043339751665992,1.1106271854777423,-0.0248974162839851,6,0.6666666666666666,66.66666666666666,83.33333333333334,0.0127400244136817,0.0107400244136817,0.0089056893492938,48.26318530238723,-0.001363432152738,6,6.5,1,0.2857142857142857,0.47619047619047616,0.38095238095238093,28.57142857142857,47.61904761904761,38.09523809523809,42.85714285714285,63.095238095238095,40.476190476190496,0.0025981536913819,0.0076690890525318006,0.0101418707222998,0.0005981536913819,0.0056690890525318005,0.0101418707222998,-0.0043339751665992,0.0022858570913473,0.013239664515893,1.1106271854777423,24.686906243932484,47.15255811690949,-0.0248974162839851,-0.013130424218361551,0.0235339841312471,0.35,False,0.056292453329263865
0.46,creciente_3m,0.3,True,fija,fija_240m,240,0.001,12,0.3333333333333333,33.33333333333333,50.0,0.00081515835014,-0.0001848416498599,-0.0018959380005338,0.9590435362007794,-0.0314559337874882,5,0.4,40.0,60.0,0.0026158986425574,0.0016158986425574,0.0039385206834449,1.207565044216515,-0.0235767370242863,5,8.5,7,0.3333333333333333,0.3666666666666667,0.06666666666666671,33.33333333333333,36.666666666666664,6.666666666666671,50.0,55.0,10.0,0.00081515835014,0.0017155284963487,0.0018007402924173999,-0.0001848416498599,0.00071552849634875,0.0018007402924173001,-0.0018959380005338,0.0010212913414555497,0.0058344586839787,0.9590435362007794,1.0833042902086472,0.24852150801573547,-0.0314559337874882,-0.02751633540588725,0.007879196763201899,0.3,False,0.056275492202948925
0.52,cruce,-1.0,False,fija,fija_120m,120,0.002,43,0.4883720930232558,48.837209302325576,51.16279069767442,0.0034740272824635,0.0014740272824635,0.0008465104043209,1.2726981968465596,-0.0781661542767324,109,0.5229357798165137,52.293577981651374,56.88073394495413,0.001210042230264,-0.0007899577697359,0.0027745235440519,0.8827892390672569,-0.1399576885826453,43,76.0,66,0.4883720930232558,0.5056539364198848,0.03456368679325794,48.837209302325576,50.56539364198848,3.4563686793257986,51.16279069767442,54.02176232131427,5.717943247279713,0.001210042230264,0.00234203475636375,0.0022639850521994995,-0.0007899577697359,0.0003420347563638,0.0022639850521994,0.0008465104043209,0.0018105169741864,0.001928013139731,0.8827892390672569,1.0777437179569083,0.3899089577793027,-0.1399576885826453,-0.10906192142968885,0.06179153430591289,,False,0.0562471699413933
0.47,cruce,0.4,True,fija,fija_120m,120,0.002,42,0.5,50.0,57.14285714285714,0.0033524355089658,0.0013524355089658,0.0017934304471063,1.330031991392444,-0.0693147661474824,55,0.4545454545454545,45.45454545454545,49.09090909090909,0.0016079137398341,-0.0003920862601658,-0.001089884208429,0.9120841501914944,-0.079251654129919,42,48.5,13,0.4545454545454545,0.47727272727272724,0.045454545454545525,45.45454545454545,47.72727272727273,4.545454545454547,49.09090909090909,53.116883116883116,8.051948051948045,0.0016079137398341,0.00248017462439995,0.0017445217691317001,-0.0003920862601658,0.0004801746244,0.0017445217691316,-0.001089884208429,0.00035177311933865007,0.0028833146555353,0.9120841501914944,1.1210580707919693,0.41794784120094974,-0.079251654129919,-0.0742832101387007,0.009936887982436596,0.4,False,0.0562186448268536
0.45,nivel,0.3,True,barrera,tp050_sl030_240m,240,0.001,76,0.5,50.0,51.31578947368421,0.0011052631578947,0.0001052631578947,0.004,1.0540540540540542,-0.0277595713696116,48,0.6458333333333334,64.58333333333334,47.91666666666667,0.0008333333333333,-0.0001666666666666,-0.004,0.9200000000000004,-0.0239330804367531,48,62.0,28,0.5,0.5729166666666667,0.14583333333333337,50.0,57.29166666666667,14.583333333333343,47.91666666666667,49.61622807017544,3.399122807017541,0.0008333333333333,0.000969298245614,0.0002719298245613999,-0.0001666666666666,-3.0701754385950006e-05,0.0002719298245613,-0.004,0.0,0.008,0.9200000000000004,0.9870270270270273,0.1340540540540538,-0.0277595713696116,-0.02584632590318235,0.003826490932858497,0.3,False,0.0562145812799649
0.45,nivel,0.3,True,barrera,tp050_sl030_120m,120,0.001,76,0.5,50.0,51.31578947368421,0.0011052631578947,0.0001052631578947,0.004,1.0540540540540542,-0.0277595713696116,48,0.6458333333333334,64.58333333333334,47.91666666666667,0.0008333333333333,-0.0001666666666666,-0.004,0.9200000000000004,-0.0239330804367531,48,62.0,28,0.5,0.5729166666666667,0.14583333333333337,50.0,57.29166666666667,14.583333333333343,47.91666666666667,49.61622807017544,3.399122807017541,0.0008333333333333,0.000969298245614,0.0002719298245613999,-0.0001666666666666,-3.0701754385950006e-05,0.0002719298245613,-0.004,0.0,0.008,0.9200000000000004,0.9870270270270273,0.1340540540540538,-0.0277595713696116,-0.02584632590318235,0.003826490932858497,0.3,False,0.0562145812799649
0.48,confirmacion_3m,0.45,True,fija,fija_60m,60,0.001,21,0.3333333333333333,33.33333333333333,52.38095238095239,0.0004246736196061,-0.0005753263803938,0.0020144264308391,0.886788074888284,-0.0598537149246167,33,0.5454545454545454,54.54545454545454,57.57575757575758,0.0033937069732047,0.0023937069732047,0.0026280039603617,1.7485908274733906,-0.0203879465752038,21,27.0,12,0.3333333333333333,0.43939393939393934,0.2121212121212121,33.33333333333333,43.93939393939394,21.21212121212121,52.38095238095239,54.978354978354986,5.194805194805191,0.0004246736196061,0.0019091902964053999,0.0029690333535986,-0.0005753263803938,0.0009091902964054501,0.0029690333535985,0.0020144264308391,0.0023212151956004,0.0006135775295226004,0.886788074888284,1.3176894511808372,0.8618027525851065,-0.0598537149246167,-0.04012083074991025,0.0394657683494129,0.45,False,0.056136778732671824
0.6,cruce,-1.0,False,barrera,tp100_sl050_480m,480,0.0005,70,0.5142857142857142,51.42857142857142,47.14285714285714,0.0020714285714285,0.0015714285714285,-0.0055,1.5405405405405403,-0.0431622532266899,189,0.6507936507936508,65.07936507936508,38.095238095238095,0.0007142857142857,0.0002142857142857,-0.0055,1.0629370629370634,-0.0916404157684966,70,129.5,119,0.5142857142857142,0.5825396825396825,0.13650793650793658,51.42857142857142,58.25396825396825,13.650793650793652,38.095238095238095,42.61904761904762,9.047619047619044,0.0007142857142857,0.0013928571428571,0.0013571428571428003,0.0002142857142857,0.0008928571428571,0.0013571428571427999,-0.0055,-0.0055,0.0,1.0629370629370634,1.3017388017388019,0.477603477603477,-0.0916404157684966,-0.06740133449759325,0.0484781625418067,,False,0.05613099065714819
0.48,nivel,0.3,True,barrera,tp050_sl030_240m,240,0.001,57,0.543859649122807,54.38596491228071,54.38596491228071,0.0013508771929824,0.0003508771929824,0.004,1.1923076923076923,-0.0161246702666858,38,0.6052631578947368,60.526315789473685,47.368421052631575,0.0007894736842105,-0.0002105263157894,-0.004,0.8999999999999999,-0.0160931855005023,38,47.5,19,0.543859649122807,0.5745614035087719,0.06140350877192979,54.38596491228071,57.4561403508772,6.140350877192972,47.368421052631575,50.877192982456144,7.0175438596491375,0.0007894736842105,0.00107017543859645,0.0005614035087719,-0.0002105263157894,7.01754385965e-05,0.0005614035087718,-0.004,0.0,0.008,0.8999999999999999,1.046153846153846,0.2923076923076924,-0.0161246702666858,-0.016108927883594047,3.148476618350035e-05,0.3,False,0.05611275112007024
0.48,nivel,0.3,True,barrera,tp050_sl030_120m,120,0.001,57,0.543859649122807,54.38596491228071,54.38596491228071,0.0013508771929824,0.0003508771929824,0.004,1.1923076923076923,-0.0161246702666858,38,0.6052631578947368,60.526315789473685,47.368421052631575,0.0007894736842105,-0.0002105263157894,-0.004,0.8999999999999999,-0.0160931855005023,38,47.5,19,0.543859649122807,0.5745614035087719,0.06140350877192979,54.38596491228071,57.4561403508772,6.140350877192972,47.368421052631575,50.877192982456144,7.0175438596491375,0.0007894736842105,0.00107017543859645,0.0005614035087719,-0.0002105263157894,7.01754385965e-05,0.0005614035087718,-0.004,0.0,0.008,0.8999999999999999,1.046153846153846,0.2923076923076924,-0.0161246702666858,-0.016108927883594047,3.148476618350035e-05,0.3,False,0.05611275112007024
0.58,nivel,0.45,True,barrera,tp050_sl030_120m,120,0.0005,148,0.5540540540540541,55.4054054054054,45.94594594594595,0.0006756756756756,0.0001756756756756,-0.0035,1.092857142857143,-0.046265790580299,189,0.6137566137566137,61.37566137566137,42.32804232804233,0.0003862433862433,-0.0001137566137566,-0.0035,0.943643512450852,-0.0439285432923517,148,168.5,41,0.5540540540540541,0.583905333905334,0.059702559702559665,55.4054054054054,58.39053339053339,5.97025597025597,42.32804232804233,44.13699413699414,3.6179036179036217,0.0003862433862433,0.00053095953095945,0.0002894322894323,-0.0001137566137566,3.09595309595e-05,0.0002894322894322,-0.0035,-0.0035,0.0,0.943643512450852,1.0182503276539974,0.149213630406291,-0.046265790580299,-0.045097166936325345,0.0023372472879472986,0.45,False,0.05607948325463532
0.58,nivel,0.45,True,barrera,tp050_sl030_240m,240,0.0005,148,0.5540540540540541,55.4054054054054,45.94594594594595,0.0006756756756756,0.0001756756756756,-0.0035,1.092857142857143,-0.046265790580299,189,0.6137566137566137,61.37566137566137,42.32804232804233,0.0003862433862433,-0.0001137566137566,-0.0035,0.943643512450852,-0.0439285432923517,148,168.5,41,0.5540540540540541,0.583905333905334,0.059702559702559665,55.4054054054054,58.39053339053339,5.97025597025597,42.32804232804233,44.13699413699414,3.6179036179036217,0.0003862433862433,0.00053095953095945,0.0002894322894323,-0.0001137566137566,3.09595309595e-05,0.0002894322894322,-0.0035,-0.0035,0.0,0.943643512450852,1.0182503276539974,0.149213630406291,-0.046265790580299,-0.045097166936325345,0.0023372472879472986,0.45,False,0.05607948325463532
0.56,confirmacion_5m,-1.0,False,barrera,tp070_sl040_480m,480,0.001,19,0.5789473684210527,57.89473684210527,63.1578947368421,0.0029473684210526,0.0019473684210526,0.006,2.0571428571428574,-0.0188997543593936,52,0.6538461538461539,65.38461538461539,44.230769230769226,0.0008653846153846,-0.0001346153846153,-0.005,0.9517241379310346,-0.0376010135146558,19,35.5,33,0.5789473684210527,0.6163967611336032,0.0748987854251012,57.89473684210527,61.63967611336032,7.4898785425101195,44.230769230769226,53.69433198380567,18.927125506072876,0.0008653846153846,0.0019063765182186,0.002081983805668,-0.0001346153846153,0.00090637651821865,0.0020819838056679,-0.005,0.0005,0.011,0.9517241379310346,1.504433497536946,1.1054187192118228,-0.0376010135146558,-0.028250383937024698,0.0187012591552622,,False,0.0560701233011086
0.44,confirmacion_10m,0.4,True,fija,fija_240m,240,0.0005,13,0.2307692307692307,23.07692307692308,38.46153846153847,0.0009467386293048,0.0004467386293048,-0.0018039821203231,1.1220654867463005,-0.0344194414977674,14,0.5,50.0,71.42857142857143,0.006217654520527,0.005717654520527,0.0033050805188568,3.998953833121238,-0.0177028065523574,13,13.5,1,0.2307692307692307,0.36538461538461536,0.2692307692307693,23.07692307692308,36.53846153846154,26.92307692307692,38.46153846153847,54.94505494505495,32.967032967032964,0.0009467386293048,0.0035821965749159,0.0052709158912222,0.0004467386293048,0.0030821965749159,0.0052709158912221995,-0.0018039821203231,0.0007505491992668501,0.0051090626391799,1.1220654867463005,2.560509659933769,2.8768883463749377,-0.0344194414977674,-0.0260611240250624,0.016716634945409998,0.4,False,0.056063142542952124
