variable,coeficiente_clase_positiva,coeficiente_absoluto
volatilidad_60m,-0.38916442,0.38916442
otro_volatilidad_60m,0.33255324,0.33255324
volatilidad_240m,0.27879822,0.27879822
ratio_volatilidad_60m,0.18885462,0.18885462
cuerpo_relativo,0.16469027,0.16469027
divergencia_rendimiento_240m,-0.13742204,0.13742204
residual_propio_otro_240m,0.13074341,0.13074341
minuto_dia_coseno,-0.12684697,0.12684697
ratio_volatilidad_240m,-0.11891459,0.11891459
rendimiento_1m,-0.11316153,0.11316153
beta_propio_otro_60m,-0.111726396,0.111726396
correlacion_btc_eth_60m,0.10715862,0.10715862
dia_semana_seno,0.08953167,0.08953167
correlacion_btc_eth_240m,0.08233647,0.08233647
operaciones_relativas_60m,-0.072772734,0.072772734
divergencia_rendimiento_1m,-0.06351734,0.06351734
correlacion_btc_eth_1440m,-0.06109379,0.06109379
volumen_relativo_30m,-0.0601036,0.0601036
otro_rendimiento_1m,-0.05662359,0.05662359
desviacion_media_cierre_30m,0.05645472,0.05645472
beta_propio_otro_240m,0.05320609,0.05320609
desviacion_media_cierre_240m,0.052614275,0.052614275
otro_rendimiento_240m,0.049687326,0.049687326
residual_propio_otro_60m,-0.0496348,0.0496348
desviacion_media_cierre_60m,0.0492011,0.0492011
zscore_divergencia_1440m,0.04513029,0.04513029
divergencia_rendimiento_60m,0.03994373,0.03994373
beta_propio_otro_1440m,0.03949749,0.03949749
volumen_relativo_240m,0.039234184,0.039234184
volatilidad_5m,0.037986,0.037986
operaciones_relativas_30m,0.033499062,0.033499062
rendimiento_240m,-0.029709771,0.029709771
volatilidad_30m,0.027161825,0.027161825
mecha_superior_relativa,-0.026739076,0.026739076
rendimiento_30m,-0.022867607,0.022867607
operaciones_relativas_240m,0.022360323,0.022360323
rango_relativo,-0.021901982,0.021901982
minuto_dia_seno,-0.020358387,0.020358387
residual_propio_otro_1440m,0.020061117,0.020061117
rendimiento_60m,0.018860904,0.018860904
otro_rendimiento_30m,-0.018778568,0.018778568
volumen_relativo_15m,-0.018158277,0.018158277
otro_rendimiento_15m,-0.01709443,0.01709443
zscore_divergencia_240m,-0.016910583,0.016910583
rendimiento_15m,-0.016796252,0.016796252
rendimiento_5m,-0.015969003,0.015969003
otro_rendimiento_5m,-0.014372739,0.014372739
otro_volatilidad_240m,0.014142564,0.014142564
desviacion_media_cierre_15m,0.013166277,0.013166277
volumen_relativo_5m,0.011451792,0.011451792
desviacion_media_cierre_5m,0.0092325425,0.0092325425
mecha_inferior_relativa,0.009181101,0.009181101
proporcion_compradora_base,0.008739008,0.008739008
divergencia_rendimiento_15m,0.007353777,0.007353777
volatilidad_15m,-0.0062971013,0.0062971013
otro_rendimiento_60m,-0.006042694,0.006042694
volumen_relativo_60m,-0.005247175,0.005247175
operaciones_relativas_15m,0.0041270913,0.0041270913
operaciones_relativas_5m,-0.0040196483,0.0040196483
divergencia_rendimiento_5m,0.0032129616,0.0032129616
dia_semana_coseno,-0.002738926,0.002738926
divergencia_rendimiento_30m,0.0014750728,0.0014750728
proporcion_compradora_cotizacion,-0.0006180459,0.0006180459
