multiplicador_baja,multiplicador_neutral,multiplicador_sube,accuracy,balanced_accuracy,f1_macro,predicciones_baja,predicciones_neutral,predicciones_sube,porcentaje_predicho_baja,porcentaje_predicho_neutral,porcentaje_predicho_sube
1.4,1.0,1.05,0.4116457382039574,0.4035625355606134,0.37084347205738827,256143,225919,43538,48.733447488584474,42.98306697108067,8.283485540334855
1.6,1.0,1.25,0.3970376712328767,0.39996018064905753,0.3708307008707092,301824,165709,58067,57.42465753424657,31.527587519025875,11.047754946727549
1.4,1.0,1.45,0.4147716894977169,0.40179154244328447,0.36966683135017986,44674,193843,287083,8.499619482496195,36.88032724505327,54.620053272450534
1.65,1.0,1.3,0.3930536529680365,0.39835673026522267,0.3691888461636192,311151,152705,61744,59.19920091324201,29.053462709284627,11.747336377473363
1.45,1.0,1.5,0.41071917808219177,0.40018878276189795,0.36904434795099883,49350,179466,296784,9.389269406392694,34.14497716894977,56.465753424657535
1.35,1.0,1.4,0.41839802130898024,0.40286648212991394,0.36899907687508654,39853,208913,276834,7.582382039573821,39.74752663622527,52.67009132420092
1.35,1.0,1.0,0.414558599695586,0.4033084875714425,0.3688495915231431,242892,242741,39967,46.21232876712329,46.183599695586,7.604071537290716
1.3,1.0,1.35,0.42181126331811264,0.4035918325781964,0.3672678980403987,34967,224666,265967,6.652777777777779,42.74467275494673,50.602549467275495
1.7,1.0,1.35,0.3888736681887367,0.39656194237252596,0.366928855185739,320097,140107,65396,60.90125570776256,26.65658295281583,12.442161339421613
1.25,1.0,1.3,0.4253310502283105,0.40454758674260677,0.36560318366317074,30753,240082,254765,5.851027397260275,45.67770167427702,48.471270928462715
1.75,1.0,1.4,0.3843493150684931,0.3943932652221686,0.36370152562082797,328915,127747,68938,62.57895738203957,24.304984779299847,13.116057838660577
1.5,1.0,1.1,0.40231544901065447,0.40051295477500154,0.3608704861765481,293442,194281,37877,55.82990867579909,36.9636605783866,7.206430745814307
1.55,1.0,1.15,0.39846841704718416,0.3993706766376988,0.36051252845551796,304951,179613,41036,58.01959665144597,34.17294520547946,7.807458143074582
1.45,1.0,1.05,0.40569254185692544,0.4010156324273613,0.3601660399601903,281056,209921,34623,53.47336377473364,39.93930745814308,6.587328767123288
1.6,1.0,1.2,0.3947602739726027,0.39818723616375035,0.3597199880541862,315634,165843,44123,60.0521308980213,31.553082191780824,8.394786910197869
1.4,1.0,1.0,0.40931887366818875,0.4016325643003295,0.35941472148812686,267953,226130,31517,50.980403348554034,43.02321156773212,5.996385083713851
1.0,1.0,1.0,0.43479642313546424,0.4012804154863945,0.3592437657098159,29199,330409,165992,5.555365296803653,62.86320395738204,31.58143074581431
1.65,1.0,1.25,0.39095319634703196,0.3967931670751956,0.358382006391319,325457,152872,47271,61.92104261796043,29.08523592085236,8.993721461187215
2.0,1.0,1.75,0.3670452815829528,0.38521969472764006,0.3577450316787176,319236,75331,131033,60.73744292237443,14.33238203957382,24.93017503805175
1.7,1.0,1.3,0.38685121765601216,0.3951090570825165,0.3562294146310557,334972,140246,50382,63.73135464231354,26.683028919330287,9.585616438356166
1.75,1.0,1.35,0.38231164383561644,0.39293331226456174,0.3532250275302296,344153,127854,53593,65.47812024353121,24.325342465753426,10.196537290715373
1.0,1.0,0.75,0.4245091324200913,0.3920750086687223,0.3514879779163682,129296,356676,39628,24.599695585996955,67.86073059360731,7.539573820395738
1.5,1.0,1.05,0.4004889649923897,0.39905083538889036,0.35047124593186907,303570,194374,27656,57.75684931506849,36.98135464231355,5.26179604261796
1.45,1.0,1.0,0.4041267123287671,0.39980617802918234,0.35031096181369437,290531,210033,25036,55.27606544901066,39.96061643835617,4.763318112633181
1.55,1.0,1.1,0.39648592085235923,0.3977676445378561,0.34989381666273395,315562,179697,30341,60.038432267884325,34.18892694063927,5.772640791476408
1.6,1.0,1.15,0.3926560121765601,0.39646006722542254,0.3491044052533328,326502,165917,33181,62.11986301369863,31.567161339421613,6.312975646879757
1.35,1.0,1.45,0.41331240487062404,0.3986005900856548,0.34908268617760574,21831,196768,307001,4.153538812785388,37.43683409436834,58.40962709284627
1.4,1.0,1.5,0.4096689497716895,0.3973775320707104,0.3489411883146074,25002,182303,318295,4.756849315068493,34.68474124809741,60.55840943683409
