modelo,muestras,exactitud,exactitud_balanceada,f1_macro
SGD_logistico_balanceado,525600,0.43479642313546424,0.4012804154863945,0.3592437657098159
clase_mayoritaria,525600,0.3919767884322679,0.3333333333333333,0.1877314773683532
