modelo,muestras,accuracy,balanced_accuracy,f1_macro
SGDClassifier,525600,0.5863375190258752,0.39071257417407795,0.36847839102508134
DummyClassifier (most_frequent),525600,0.5864440639269406,0.3333333333333333,0.2464396433347125
