multiplicador_baja,multiplicador_neutral,multiplicador_sube,accuracy,balanced_accuracy,f1_macro,predicciones_baja,predicciones_neutral,predicciones_sube,porcentaje_predicho_baja,porcentaje_predicho_neutral,porcentaje_predicho_sube
2.25,1.0,2.5,0.38151255707762555,0.4043524410460842,0.30709842217088784,18182,129078,378340,3.4592846270928463,24.55821917808219,71.98249619482496
0.5,1.0,0.5,0.5935026636225267,0.35816611851747254,0.3043933193888702,4701,497478,23421,0.894406392694064,94.64954337899543,4.456050228310502
3.0,1.0,2.5,0.3156164383561644,0.3840093646867408,0.29763272878924013,383956,82366,59278,73.0509893455099,15.670852359208522,11.278158295281584
2.5,1.0,1.5,0.381839802130898,0.4001472816166393,0.2926167480012459,374219,148214,3167,71.1984398782344,28.19901065449011,0.6025494672754946
3.0,1.0,3.0,0.303677701674277,0.3776110880569714,0.2901252369483351,124569,64245,336786,23.700342465753423,12.223173515981735,64.07648401826485
2.0,1.0,2.5,0.3818550228310502,0.403396294519558,0.28998393696462005,3689,129591,392320,0.7018645357686454,24.65582191780822,74.64231354642314
2.5,1.0,1.25,0.38171993911719937,0.4001827834797928,0.2873113605593705,376903,148215,482,71.70909436834094,28.199200913242013,0.09170471841704719
2.75,1.0,2.0,0.3440582191780822,0.3907670269129612,0.2872283035484154,397167,111030,17403,75.56449771689498,21.124429223744293,3.311073059360731
2.5,1.0,1.0,0.3817123287671233,0.40021028346037185,0.2864030971778805,377326,148215,59,71.78957382039573,28.199200913242013,0.011225266362252663
2.5,1.0,0.75,0.38171613394216136,0.40022210951596743,0.2862834273319325,377381,148215,4,71.80003805175038,28.199200913242013,0.00076103500761035
2.5,1.0,0.5,0.38171613394216136,0.4002225642012276,0.28627336366941775,377385,148215,0,71.80079908675799,28.199200913242013,0.0
1.75,1.0,2.5,0.3817218417047184,0.40284546521639025,0.28594216346308526,1071,129728,394801,0.20376712328767121,24.681887366818874,75.11434550989345
1.5,1.0,2.5,0.38178272450532724,0.40283351844728377,0.28509398609209374,432,129776,395392,0.08219178082191782,24.6910197869102,75.22678843226788
1.25,1.0,2.5,0.38179033485540337,0.40280305387747206,0.2847689970670768,196,129798,395606,0.03729071537290715,24.695205479452053,75.26750380517504
1.0,1.0,2.5,0.38181126331811266,0.40282120491109114,0.28464707728426514,95,129805,395700,0.018074581430745813,24.696537290715373,75.28538812785388
0.75,1.0,2.5,0.3818245814307458,0.40283258459474336,0.28460242662638013,41,129810,395749,0.007800608828006089,24.697488584474886,75.29471080669711
0.5,1.0,2.5,0.3818321917808219,0.40284305083338934,0.28457069933318646,15,129810,395775,0.0028538812785388126,24.697488584474886,75.29965753424658
2.5,1.0,2.75,0.3421613394216134,0.3911130970542063,0.27989002595389434,22693,93857,409050,4.317541856925419,17.857115677321154,77.82534246575342
2.75,1.0,1.75,0.3426712328767123,0.3893599786107264,0.26840753261928535,409042,111070,5488,77.82382039573821,21.132039573820396,1.0441400304414004
3.0,1.0,2.25,0.3135882800608828,0.38240902560149775,0.26820418079406844,420090,82872,22638,79.92579908675799,15.767123287671234,4.307077625570777
2.25,1.0,2.75,0.3425818112633181,0.3900850135140104,0.260572053447812,4953,94381,426266,0.9423515981735161,17.956811263318112,81.10083713850838
2.75,1.0,1.5,0.34231354642313544,0.3891271785860733,0.26025134749372486,413308,111071,1221,78.63546423135465,21.1322298325723,0.23230593607305935
2.75,1.0,1.25,0.3423668188736682,0.3893068386074767,0.2582391074831064,414338,111071,191,78.83143074581432,21.1322298325723,0.036339421613394214
2.75,1.0,1.0,0.34233637747336376,0.38927315798757633,0.25782993919485325,414502,111071,27,78.86263318112633,21.1322298325723,0.005136986301369864
2.75,1.0,0.75,0.3423439878234399,0.3892881710788241,0.25778305897966086,414527,111071,2,78.8673896499239,21.1322298325723,0.000380517503805175
2.75,1.0,0.5,0.3423401826484018,0.38928225593161087,0.2577707710611044,414529,111071,0,78.8677701674277,21.1322298325723,0.0
2.0,1.0,2.75,0.34239535768645357,0.3894478034931754,0.25549228706083355,1525,94495,429580,0.29014459665144593,17.978500761035008,81.73135464231355
1.75,1.0,2.75,0.34238774733637745,0.3893133001540921,0.25415384764533305,623,94548,430429,0.11853120243531202,17.988584474885844,81.89288432267884
1.5,1.0,2.75,0.34240867579908674,0.3892907477218837,0.25374602317169304,293,94574,430733,0.05574581430745814,17.99353120243531,81.95072298325724
2.75,1.0,3.0,0.3091019786910198,0.378251314113037,0.2537017623827609,27320,66558,431722,5.197869101978691,12.66324200913242,82.13888888888889
1.25,1.0,2.75,0.34243721461187215,0.38931538535624194,0.25358528709443934,151,94581,430868,0.028729071537290717,17.99486301369863,81.97640791476408
1.0,1.0,2.75,0.342427701674277,0.38928854604505375,0.25346138745615027,81,94587,430932,0.015410958904109588,17.996004566210043,81.98858447488584
0.75,1.0,2.75,0.34244292237442925,0.38930521413521113,0.2534310605862849,37,94591,430972,0.007039573820395739,17.996765601217657,81.99619482496195
0.5,1.0,2.75,0.34245243531202435,0.3893188652900938,0.25340563931146415,12,94591,430997,0.00228310502283105,17.996765601217657,82.00095129375951
3.0,1.0,2.0,0.3119387366818874,0.38074899691222724,0.2474084083013877,434405,82903,8292,82.64935312024353,15.773021308980212,1.5776255707762556
3.0,1.0,1.75,0.31124429223744293,0.3800832461325771,0.2366094628931602,440270,82904,2426,83.76522070015221,15.773211567732115,0.46156773211567736
3.0,1.0,1.5,0.31127092846270926,0.38029538647826705,0.23286115093568294,442214,82904,482,84.13508371385083,15.773211567732115,0.09170471841704719
2.5,1.0,3.0,0.30964992389649926,0.37734564377214946,0.2327891807137609,6407,67030,452163,1.2189878234398783,12.753044140030442,86.02796803652967
3.0,1.0,1.25,0.3112690258751903,0.38032903106810495,0.2320209577808822,442600,82904,96,84.20852359208524,15.773211567732115,0.0182648401826484
3.0,1.0,1.0,0.3112633181126332,0.380327660654078,0.23183033851839416,442684,82904,12,84.22450532724505,15.773211567732115,0.00228310502283105
3.0,1.0,0.75,0.3112690258751903,0.3803381247733085,0.2318128399971513,442695,82904,1,84.22659817351598,15.773211567732115,0.0001902587519025875
3.0,1.0,0.5,0.31126712328767125,0.3803351671997019,0.2318067097207754,442696,82904,0,84.22678843226788,15.773211567732115,0.0
2.25,1.0,3.0,0.3094482496194825,0.3766029758034251,0.22666403605321248,2018,67172,456410,0.3839421613394216,12.780060882800608,86.83599695585997
2.0,1.0,3.0,0.3093816590563166,0.3763651380855649,0.2248619408990212,836,67227,457537,0.15905631659056316,12.790525114155251,87.05041856925419
1.75,1.0,3.0,0.309408295281583,0.37635725903688416,0.22431701506779667,412,67248,457940,0.07838660578386605,12.794520547945206,87.12709284627093
1.5,1.0,3.0,0.3093987823439878,0.3763067141180483,0.2240148055090161,205,67263,458132,0.03900304414003044,12.797374429223742,87.16362252663623
1.25,1.0,3.0,0.3094178082191781,0.37632867273412623,0.2239200586834508,116,67265,458219,0.022070015220700154,12.797754946727549,87.18017503805176
1.0,1.0,3.0,0.30942732115677324,0.37633533139031333,0.22385880364230015,63,67270,458267,0.011986301369863013,12.798706240487062,87.18930745814308
0.75,1.0,3.0,0.3094406392694064,0.37634972393475435,0.22384583027027524,30,67274,458296,0.005707762557077625,12.799467275494672,87.19482496194824
0.5,1.0,3.0,0.30944254185692543,0.3763513174525804,0.2238109914704017,8,67274,458318,0.0015220700152207,12.799467275494672,87.19901065449011
