multiplicador_baja,multiplicador_neutral,multiplicador_sube,accuracy,balanced_accuracy,f1_macro,predicciones_baja,predicciones_neutral,predicciones_sube,porcentaje_predicho_baja,porcentaje_predicho_neutral,porcentaje_predicho_sube
1.3,1.0,1.15,0.5688546423135464,0.4037332728967531,0.39918832377321284,76585,396230,52785,14.570966514459666,75.38622526636225,10.042808219178081
1.35,1.0,1.15,0.5647184170471842,0.40594083194184405,0.3987484149304197,94604,388024,42972,17.99923896499239,73.82496194824962,8.17579908675799
1.4,1.0,1.45,0.5515905631659056,0.41650660576242077,0.39715040012179287,29360,349661,146579,5.58599695585997,66.52606544901064,27.887937595129376
1.3,1.0,1.3,0.5649448249619482,0.4082241616828326,0.3971373371774722,36251,381316,108033,6.8970700152207005,72.54870624048706,20.554223744292237
2.0,1.0,2.0,0.45940258751902585,0.4200607968446659,0.39628270909371355,86363,217911,221326,16.431316590563167,41.45947488584475,42.10920852359209
1.25,1.0,1.15,0.5720110350076103,0.4011054763439712,0.3961201952725449,58208,403436,63956,11.074581430745814,76.75722983257229,12.168188736681888
1.4,1.0,1.15,0.5595243531202435,0.4078611305346241,0.3959365198749305,112366,378569,34665,21.37861491628615,72.02606544901066,6.595319634703197
1.25,1.0,1.2,0.5709969558599696,0.40272039691142214,0.3957842463066583,45431,398745,81424,8.643645357686454,75.86472602739725,15.491628614916287
1.5,1.0,1.2,0.5485521308980214,0.41317465871491116,0.3955750666528603,138855,356351,30394,26.418378995433788,67.79889649923896,5.782724505327245
1.35,1.0,1.4,0.5577815829528159,0.41432809331662984,0.39471936684104286,26608,361467,137525,5.062404870624048,68.7722602739726,26.165334855403348
1.3,1.0,1.1,0.5689992389649924,0.40284014821423203,0.3941388650846085,87579,398479,39542,16.662671232876715,75.81411719939118,7.523211567732116
1.25,1.0,1.1,0.5727416286149163,0.4002653476483477,0.3938090086203158,70169,406723,48708,13.350266362252663,77.3826103500761,9.267123287671234
1.25,1.0,1.25,0.5695681126331811,0.4053395671234466,0.3929044177561634,32732,392253,100615,6.2275494672754945,74.62956621004567,19.142884322678842
1.45,1.0,1.15,0.5541324200913242,0.4103066879389841,0.3924215415746037,129588,368117,27895,24.65525114155251,70.0374809741248,5.307267884322679
1.35,1.0,1.1,0.5643474124809741,0.4047551274798238,0.39170332660279455,104242,389572,31786,19.832952815829525,74.11948249619482,6.047564687975647
1.2,1.0,1.1,0.5760216894977169,0.39825303362288594,0.3911375771510686,53192,413350,59058,10.120243531202435,78.64345509893455,11.236301369863014
