mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2024-01,44640,0.5092965949820788,0.3634508146790112,0.3278826661149915,0.20677966101694914,0.04659156005346572,0.07604799750662303,10474,0.3457132298595713,0.17440343027591348,0.2318463444857497,10728,0.0528673835125448,0.12123655913978494
2024-02,41760,0.5726053639846743,0.37250698551614486,0.34618314224510044,0.25330899132816065,0.09208561473369836,0.13506935994159164,6027,0.40269086357947437,0.11095784119320631,0.17397769516728626,11599,0.05246647509578544,0.07653256704980843
2024-03,44640,0.46568100358422937,0.4064106730691628,0.3846462183419113,0.34027055150884494,0.1162976793811683,0.17334835332317275,11247,0.3943263557746707,0.34585666690295597,0.3685045317220544,14107,0.08611111111111111,0.27717293906810037
2024-04,43200,0.45782407407407405,0.39026733862500446,0.34398893624783816,0.22941176470588234,0.03444123314065511,0.05989110707803993,12456,0.35336712527154235,0.3588235294117647,0.35607442539219264,10880,0.043287037037037034,0.25574074074074077
2024-05,44640,0.5451388888888888,0.36793352329869616,0.3432000503823847,0.36152497808939527,0.09232318710832588,0.14708504189695132,8936,0.2780869923727067,0.12652410429562932,0.17391864887513697,10662,0.05112007168458781,0.10866935483870968
2024-06,43200,0.6569907407407407,0.36847510634328634,0.34429350962014843,0.49910873440285203,0.037358238825883926,0.06951340615690169,7495,0.2704381948986265,0.1184135166093929,0.164708225453097,6984,0.012986111111111111,0.07078703703703704
2024-07,44640,0.4578853046594982,0.364533705773622,0.31256092545858244,0.2375886524822695,0.03442370268881658,0.060134629768137625,11678,0.35041415134072723,0.19834710743801653,0.25331100624143704,12584,0.03790322580645161,0.15956541218637993
2024-08,44640,0.4924283154121864,0.4107334573096148,0.38186864759359646,0.3121349772874757,0.08160149291712614,0.1293793288951651,11789,0.3929983604976372,0.3443467973635288,0.3670675133990902,11834,0.06904121863799283,0.2322804659498208
2024-09,43200,0.5536111111111112,0.3857777577733767,0.354988423821141,0.32674050632911394,0.04518105240126901,0.07938491110043248,9141,0.42462017919750683,0.2082139446036294,0.2794155344783389,10470,0.02925925925925926,0.1188425925925926
2024-10,44640,0.584274193548387,0.36818703338991393,0.33981358448395943,0.3505535055350554,0.0360622548399342,0.06539697108765488,7903,0.32599118942731276,0.16122004357298475,0.21574344023323616,10098,0.01821236559139785,0.11187275985663082
2024-11,43200,0.5042129629629629,0.4084602105715361,0.38467730558179536,0.33052749719416386,0.12413066385669125,0.18048107859659873,9490,0.4361574382921948,0.24116562154186647,0.3105938242280285,13555,0.0825,0.17349537037037038
2024-12,44400,0.509527027027027,0.38230777241438113,0.34931733555461153,0.36459430979978924,0.09299408708116826,0.14819044899707332,11162,0.3455061494796594,0.16636297376093295,0.22458643379865936,10976,0.06412162162162162,0.11903153153153154
