modelo,muestras,accuracy,balanced_accuracy,f1_macro
SGDClassifier V2A,525360,0.4335141617176793,0.4059012951221588,0.3872873213353794
DummyClassifier (most_frequent),525360,0.3917123496269225,0.3333333333333333,0.1876404750507192
