variable,coeficiente_clase_positiva,coeficiente_absoluto
beta_propio_otro_240m,-0.3871707,0.3871707
ratio_volatilidad_240m,0.28700182,0.28700182
volatilidad_240m,0.2836917,0.2836917
otro_volatilidad_60m,-0.18213457,0.18213457
correlacion_btc_eth_240m,0.16384356,0.16384356
operaciones_relativas_240m,0.1102514,0.1102514
volatilidad_60m,0.097827345,0.097827345
correlacion_btc_eth_60m,0.078603745,0.078603745
beta_propio_otro_1440m,0.07616642,0.07616642
rendimiento_240m,0.075933605,0.075933605
volatilidad_30m,0.07166721,0.07166721
residual_propio_otro_1440m,0.07132543,0.07132543
minuto_dia_coseno,-0.07114944,0.07114944
residual_propio_otro_240m,-0.07085879,0.07085879
rango_relativo,0.0681874,0.0681874
divergencia_rendimiento_240m,0.067167684,0.067167684
otro_volatilidad_240m,0.053301957,0.053301957
volumen_relativo_240m,0.053257506,0.053257506
otro_rendimiento_240m,0.05113136,0.05113136
desviacion_media_cierre_60m,0.05039166,0.05039166
residual_propio_otro_60m,-0.04971202,0.04971202
operaciones_relativas_60m,-0.04860897,0.04860897
dia_semana_seno,0.044744156,0.044744156
volatilidad_5m,0.040719,0.040719
operaciones_relativas_30m,-0.03774276,0.03774276
cuerpo_relativo,0.03731062,0.03731062
correlacion_btc_eth_1440m,-0.036433727,0.036433727
minuto_dia_seno,-0.032515656,0.032515656
divergencia_rendimiento_60m,0.031477317,0.031477317
volumen_relativo_5m,-0.030071693,0.030071693
desviacion_media_cierre_5m,0.02528236,0.02528236
mecha_inferior_relativa,0.022882935,0.022882935
rendimiento_1m,-0.022532312,0.022532312
volumen_relativo_60m,0.022503449,0.022503449
rendimiento_15m,-0.021642428,0.021642428
volatilidad_15m,0.020779992,0.020779992
operaciones_relativas_15m,0.020145262,0.020145262
otro_rendimiento_1m,-0.019007465,0.019007465
desviacion_media_cierre_15m,0.018318972,0.018318972
rendimiento_5m,-0.015866278,0.015866278
ratio_volatilidad_60m,0.015108088,0.015108088
divergencia_rendimiento_1m,-0.013629437,0.013629437
rendimiento_30m,-0.0103680715,0.0103680715
dia_semana_coseno,0.010224652,0.010224652
mecha_superior_relativa,0.008742721,0.008742721
desviacion_media_cierre_30m,0.008653891,0.008653891
volumen_relativo_15m,-0.0076093664,0.0076093664
desviacion_media_cierre_240m,0.0073128063,0.0073128063
volumen_relativo_30m,0.0059923334,0.0059923334
beta_propio_otro_60m,0.0056076515,0.0056076515
operaciones_relativas_5m,0.004599037,0.004599037
rendimiento_60m,-0.0024745543,0.0024745543
