variable,coeficiente_clase_positiva,coeficiente_absoluto
beta_propio_otro_240m,-0.37634584,0.37634584
ratio_volatilidad_240m,0.28679645,0.28679645
volatilidad_240m,0.27165237,0.27165237
otro_volatilidad_60m,-0.1801029,0.1801029
correlacion_btc_eth_240m,0.16039173,0.16039173
operaciones_relativas_240m,0.11865197,0.11865197
volatilidad_60m,0.10043561,0.10043561
residual_propio_otro_240m,-0.09130509,0.09130509
divergencia_rendimiento_240m,0.08869618,0.08869618
rendimiento_240m,0.08560872,0.08560872
beta_propio_otro_1440m,0.08360276,0.08360276
correlacion_btc_eth_60m,0.081183344,0.081183344
rango_relativo,0.075927764,0.075927764
volatilidad_30m,0.073893964,0.073893964
minuto_dia_coseno,-0.07347662,0.07347662
volumen_relativo_240m,0.07317161,0.07317161
otro_volatilidad_240m,0.07009023,0.07009023
residual_propio_otro_1440m,0.06838506,0.06838506
zscore_divergencia_1440m,-0.051667117,0.051667117
otro_rendimiento_240m,0.04887454,0.04887454
operaciones_relativas_60m,-0.048574362,0.048574362
dia_semana_seno,0.04552684,0.04552684
residual_propio_otro_60m,-0.043336783,0.043336783
volatilidad_5m,0.041566536,0.041566536
desviacion_media_cierre_5m,0.039193843,0.039193843
operaciones_relativas_30m,-0.038878933,0.038878933
minuto_dia_seno,-0.035503704,0.035503704
desviacion_media_cierre_30m,0.035439406,0.035439406
zscore_divergencia_240m,0.02899169,0.02899169
volatilidad_15m,0.028715312,0.028715312
correlacion_btc_eth_1440m,-0.028622713,0.028622713
desviacion_media_cierre_60m,0.026755134,0.026755134
divergencia_rendimiento_60m,0.026576111,0.026576111
ratio_volatilidad_60m,0.02338691,0.02338691
volumen_relativo_5m,-0.023235548,0.023235548
operaciones_relativas_15m,0.022396134,0.022396134
mecha_inferior_relativa,0.02130027,0.02130027
volumen_relativo_15m,-0.021214876,0.021214876
desviacion_media_cierre_15m,-0.020958649,0.020958649
cuerpo_relativo,0.013974465,0.013974465
volumen_relativo_60m,0.0139310155,0.0139310155
otro_rendimiento_1m,-0.013402441,0.013402441
dia_semana_coseno,0.011708415,0.011708415
volumen_relativo_30m,0.011677237,0.011677237
divergencia_rendimiento_15m,-0.011363998,0.011363998
rendimiento_60m,0.010762662,0.010762662
divergencia_rendimiento_1m,0.00959436,0.00959436
divergencia_rendimiento_30m,-0.0075994735,0.0075994735
proporcion_compradora_base,0.0074913106,0.0074913106
divergencia_rendimiento_5m,-0.0066446504,0.0066446504
rendimiento_30m,-0.006503153,0.006503153
rendimiento_5m,-0.0060602995,0.0060602995
beta_propio_otro_60m,-0.0058481,0.0058481
rendimiento_1m,-0.0055842735,0.0055842735
rendimiento_15m,-0.005224596,0.005224596
otro_rendimiento_60m,-0.0039700605,0.0039700605
operaciones_relativas_5m,0.0037231378,0.0037231378
otro_rendimiento_5m,-0.0032889298,0.0032889298
otro_rendimiento_30m,-0.003271017,0.003271017
mecha_superior_relativa,0.003075352,0.003075352
proporcion_compradora_cotizacion,0.002816322,0.002816322
desviacion_media_cierre_240m,-0.0010712824,0.0010712824
otro_rendimiento_15m,0.0008088065,0.0008088065
