simbolo,detector,variante,grupo,variables,potencia_peso_positivo,pliegues,prevalencia_media,pr_auc_media,pr_auc_minimo,pr_auc_lift_medio,pr_auc_lift_minimo,roc_auc_media,roc_auc_minimo,precision_050_media,recall_050_media,f1_050_media,mejor_f1_medio,mejor_f1_minimo,desviacion_pr_auc,desviacion_mejor_f1,puntuacion
BTCUSDT,SUBE,v4_63_moderado,pesos,63,0.5,2,0.21729580614785785,0.30192156816170995,0.2617913938243926,1.399931761817569,1.3399529878602856,0.6199945196382779,0.6164261618000263,0.39191223842572676,0.07456817620789205,0.12306850368560915,0.38675367493749047,0.3423078018628763,0.05675263680823094,0.06285595649363247,1.546549379101473
BTCUSDT,SUBE,v4_52_balanceado,base,52,1.0,2,0.21729580614785785,0.3034305670486199,0.2653977641997224,1.4088349913791411,1.3376480979053091,0.6219666436611153,0.616751566512239,0.3154040233404847,0.35214233393709893,0.33185889237951205,0.3883071884077902,0.3450426859779402,0.05378650560397305,0.061185246105617694,1.5455471224140267
BTCUSDT,SUBE,v4_63_balanceado,base,63,1.0,2,0.21729580614785785,0.303869919301043,0.266456515711612,1.411434459681621,1.3369427820274231,0.6222554665658366,0.6163314821357513,0.3172270053465178,0.3439212928017515,0.32909493209412255,0.3885062374200657,0.3455375694045006,0.05291054277071164,0.06076687306471918,1.5450395993622896
BTCUSDT,SUBE,v4_63_sin_pesos,pesos,63,0.0,2,0.21729580614785785,0.292859990715274,0.2464594157609555,1.3517143952659376,1.329018835895665,0.6105179806343878,0.6084925042621135,0.5323073629627868,0.00895141125918365,0.017509521150619,0.3808021376487384,0.3331517360889749,0.06562032240230656,0.06738784413834163,1.5303337869258924
