umbral,prevalencia_validacion_2023,verdaderos_positivos_validacion_2023,falsos_positivos_validacion_2023,falsos_negativos_validacion_2023,verdaderos_negativos_validacion_2023,senales_validacion_2023,cobertura_validacion_2023,precision_validacion_2023,recall_validacion_2023,especificidad_validacion_2023,balanced_accuracy_validacion_2023,f1_validacion_2023,precision_lift_validacion_2023,retorno_bruto_medio_todas_senales_validacion_2023,retorno_bruto_mediano_todas_senales_validacion_2023,operaciones_no_solapadas_validacion_2023,operaciones_no_solapadas_por_dia_validacion_2023,precision_objetivo_no_solapada_validacion_2023,tasa_retorno_positivo_no_solapada_validacion_2023,retorno_bruto_medio_no_solapado_validacion_2023,retorno_neto_medio_no_solapado_validacion_2023,retorno_neto_mediano_no_solapado_validacion_2023,factor_beneficio_no_solapado_validacion_2023,maximo_drawdown_no_solapado_validacion_2023,coste_operacion_validacion_2023,pr_auc_validacion_2023,pr_auc_lift_validacion_2023,prevalencia_validacion_2024,verdaderos_positivos_validacion_2024,falsos_positivos_validacion_2024,falsos_negativos_validacion_2024,verdaderos_negativos_validacion_2024,senales_validacion_2024,cobertura_validacion_2024,precision_validacion_2024,recall_validacion_2024,especificidad_validacion_2024,balanced_accuracy_validacion_2024,f1_validacion_2024,precision_lift_validacion_2024,retorno_bruto_medio_todas_senales_validacion_2024,retorno_bruto_mediano_todas_senales_validacion_2024,operaciones_no_solapadas_validacion_2024,operaciones_no_solapadas_por_dia_validacion_2024,precision_objetivo_no_solapada_validacion_2024,tasa_retorno_positivo_no_solapada_validacion_2024,retorno_bruto_medio_no_solapado_validacion_2024,retorno_neto_medio_no_solapado_validacion_2024,retorno_neto_mediano_no_solapado_validacion_2024,factor_beneficio_no_solapado_validacion_2024,maximo_drawdown_no_solapado_validacion_2024,coste_operacion_validacion_2024,pr_auc_validacion_2024,pr_auc_lift_validacion_2024,simbolo,detector,variante,variables,precision_minimo,precision_medio,precision_diferencia,recall_minimo,recall_medio,recall_diferencia,f1_minimo,f1_medio,f1_diferencia,precision_lift_minimo,precision_lift_medio,precision_lift_diferencia,operaciones_no_solapadas_minimo,operaciones_no_solapadas_medio,operaciones_no_solapadas_diferencia,precision_objetivo_no_solapada_minimo,precision_objetivo_no_solapada_medio,precision_objetivo_no_solapada_diferencia,tasa_retorno_positivo_no_solapada_minimo,tasa_retorno_positivo_no_solapada_medio,tasa_retorno_positivo_no_solapada_diferencia,retorno_neto_medio_no_solapado_minimo,retorno_neto_medio_no_solapado_medio,retorno_neto_medio_no_solapado_diferencia,factor_beneficio_no_solapado_minimo,factor_beneficio_no_solapado_medio,factor_beneficio_no_solapado_diferencia,maximo_drawdown_no_solapado_minimo,maximo_drawdown_no_solapado_medio,maximo_drawdown_no_solapado_diferencia,pr_auc_minimo,pr_auc_medio,pr_auc_diferencia,pr_auc_lift_minimo,pr_auc_lift_medio,pr_auc_lift_diferencia
0.05,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.06,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.07,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.08,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.09,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.1,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.11,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.12,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.13,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
0.14,0.1900317181290125,99455,423905,0,0,523360,1.0,0.1900317181290125,1.0,0.0,0.5,0.319372526352127,1.0,-0.0003595599620896,-8.517729305945743e-05,2182,5.980824540932963,0.1929422548120989,0.495417048579285,-0.0003577515174623,-0.0003577515174623,-4.326593969550263e-05,0.8935188370128918,-0.6121241711987524,0.0,0.2360257794373965,1.24203360239662,0.2692350037965072,141833,384967,0,0,526800,1.0,0.2692350037965072,1.0,0.0,0.5,0.4242476814635234,1.0,-0.0002640153654936,-0.0003007208948118,2195,6.0000113895432605,0.267881548974943,0.483371298405467,-0.000267798472289,-0.000267798472289,-0.0003823637993778,0.942495093623751,-0.6260611608444413,0.0,0.3093983047620205,1.1491756287227404,ETHUSDT,BAJA,v4_52_balanceado,52,0.1900317181290125,0.22963336096275988,0.07920328566749471,1.0,1.0,0.0,0.319372526352127,0.3718101039078252,0.10487515511139639,1.0,1.0,0.0,2182,2188.5,13,0.1929422548120989,0.23041190189352095,0.07493929416284409,0.483371298405467,0.489394173492376,0.012045750173817982,-0.0003577515174623,-0.00031277499487565,8.995304517330003e-05,0.8935188370128918,0.9180069653183214,0.04897625661085914,-0.6260611608444413,-0.6190926660215968,0.013936989645688902,0.2360257794373965,0.2727120420997085,0.07337252532462402,1.1491756287227404,1.1956046155596802,0.09285797367387971
