simbolo,detector,variante,grupo,variables,potencia_peso_positivo,pliegues,prevalencia_media,pr_auc_media,pr_auc_minimo,pr_auc_lift_medio,pr_auc_lift_minimo,roc_auc_media,roc_auc_minimo,precision_050_media,recall_050_media,f1_050_media,mejor_f1_medio,mejor_f1_minimo,desviacion_pr_auc,desviacion_mejor_f1,puntuacion
ETHUSDT,BAJA,v4_63_moderado,pesos,63,0.5,2,0.22963336096275988,0.2715407042572448,0.2323431416135246,1.1884035429141762,1.1541525526741192,0.5804556105320142,0.5742245054428151,0.26884108845280835,0.02337785745579715,0.04252743226228675,0.3869983732299638,0.3397050188531784,0.05543372470271811,0.06688290316976682,1.353639612618882
ETHUSDT,BAJA,v4_52_balanceado,base,52,1.0,2,0.22963336096275988,0.2727120420997085,0.2360257794373965,1.1956046155596802,1.1491756287227404,0.5831673924989353,0.5732090509527838,0.28974450396384976,0.3303381189002417,0.2981551217637157,0.3889860786047285,0.3421168792095906,0.05188221020982333,0.06628305744217287,1.3497096730680322
ETHUSDT,BAJA,v4_63_balanceado,base,63,1.0,2,0.22963336096275988,0.27221532182044517,0.2355602827774812,1.1933993769928875,1.147214725084035,0.5830008228616539,0.5726025514814539,0.2864934004135385,0.3448094154273673,0.30173515482866264,0.3891441424782892,0.3423242009324382,0.051838053343874896,0.06621339632365802,1.347734772798219
ETHUSDT,BAJA,v4_63_sin_pesos,pesos,63,0.0,2,0.22963336096275988,0.26720039984565114,0.2247853575590957,1.166432743956094,1.1499821262699546,0.5695460538335572,0.5694359861276267,0.3176162052150633,0.001876371444455,0.00372883779486615,0.38190882004707793,0.3334800534997012,0.059983928050275054,0.06848861846030065,1.3461171501089666
