periodo,variante,umbral,operaciones,precision_clasificacion,porcentaje_acierto_clasificacion,porcentaje_operaciones_positivas,retorno_bruto_medio,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,maximo_drawdown
confirmacion_2025,v41_control_63,0.44,82,0.43902439024390244,43.90243902439025,53.65853658536586,0.0038656904771809685,0.0028656904771809676,0.0018109203706505603,1.332242489180756,-0.12618382528836203
confirmacion_2025,v45_spot_90,0.42,88,0.4318181818181818,43.18181818181818,51.13636363636363,0.0014877216763664691,0.0004877216763664682,0.000658439560242475,1.0515268686356154,-0.15145644321027485
confirmacion_2026,v41_control_63,0.44,42,0.4523809523809524,45.23809523809524,52.38095238095239,0.0025197612261266345,0.0015197612261266338,0.002540611820189943,1.2675434617278045,-0.09694199470703257
confirmacion_2026,v45_spot_90,0.42,67,0.47761194029850745,47.76119402985074,64.17910447761194,0.004547482777291705,0.0035474827772917043,0.003519331598122678,1.721444954843481,-0.09602867181618135
