variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,-0.015184736,-0.1902303,0.11986913,0.1902303
cuerpo_relativo,0.11478663,-0.06283371,-0.074187085,0.11478663
mecha_superior_relativa,-0.02508157,-0.028136695,0.034701798,0.034701798
mecha_inferior_relativa,-0.00065130217,-0.012790465,0.016209936,0.016209936
rendimiento_1m,-0.06810546,0.043731537,0.039223623,0.06810546
rendimiento_5m,-0.023512334,0.016596157,-0.002372472,0.023512334
volatilidad_5m,0.022510828,-0.034168012,0.039896563,0.039896563
desviacion_media_cierre_5m,0.024603978,-0.0064926166,-0.0022444248,0.024603978
volumen_relativo_5m,-0.00046164994,0.012630737,0.0251373,0.0251373
operaciones_relativas_5m,-0.007317945,0.025117015,-0.048221856,0.048221856
rendimiento_15m,-0.023554182,0.001497185,0.0074444893,0.023554182
volatilidad_15m,-0.00065552036,-0.11467813,0.05212966,0.11467813
desviacion_media_cierre_15m,-0.012458901,0.0032383888,-0.0023857653,0.012458901
volumen_relativo_15m,0.044855442,0.008320864,-0.054697484,0.054697484
operaciones_relativas_15m,-0.046084914,0.02357221,-0.011776933,0.046084914
rendimiento_30m,-0.03758346,0.035373688,0.0017553922,0.03758346
volatilidad_30m,0.064381145,-0.14596124,0.06050793,0.14596124
desviacion_media_cierre_30m,0.073591284,0.029278325,-0.08178842,0.08178842
volumen_relativo_30m,-0.04053285,0.014277423,0.01164643,0.04053285
operaciones_relativas_30m,0.0696314,-0.051554743,0.025318166,0.0696314
rendimiento_60m,-0.00081195496,0.027231995,-0.03364568,0.03364568
volatilidad_60m,-0.3906485,0.07403726,0.16722818,0.3906485
desviacion_media_cierre_60m,0.045322504,-0.06903374,0.043939594,0.06903374
volumen_relativo_60m,-0.0630236,0.015222646,0.0021553738,0.0630236
operaciones_relativas_60m,-0.0685906,0.010309646,0.03809625,0.0685906
rendimiento_240m,-0.018216128,0.022842074,-0.009225528,0.022842074
volatilidad_240m,0.27009672,-0.13303876,-0.26505324,0.27009672
desviacion_media_cierre_240m,0.03794496,-0.027052503,-0.006255103,0.03794496
volumen_relativo_240m,0.05994502,-0.10882099,-0.039620124,0.10882099
operaciones_relativas_240m,0.051058784,-0.035460748,-0.019750196,0.051058784
minuto_dia_seno,-0.034807656,0.041519314,-0.038052768,0.041519314
minuto_dia_coseno,-0.12080647,0.16036826,-0.107707664,0.16036826
dia_semana_seno,0.08870301,-0.12803712,0.11820173,0.12803712
dia_semana_coseno,-0.007171848,-0.03015709,0.024381006,0.03015709
otro_rendimiento_1m,-0.044078182,0.029217899,0.026930034,0.044078182
divergencia_rendimiento_1m,-0.019570308,0.010825528,0.008322919,0.019570308
divergencia_rendimiento_60m,0.024663776,0.004926483,-0.032651037,0.032651037
otro_rendimiento_240m,0.053244904,-0.008670446,-0.039238613,0.053244904
divergencia_rendimiento_240m,-0.12710077,0.05010904,0.0601589,0.12710077
otro_volatilidad_60m,0.3375088,-0.25488603,-0.053056665,0.3375088
ratio_volatilidad_60m,0.260359,-0.08293877,-0.0060816244,0.260359
otro_volatilidad_240m,0.053965267,-0.369393,0.39392704,0.39392704
ratio_volatilidad_240m,-0.15703842,-0.012658182,0.25255886,0.25255886
correlacion_btc_eth_60m,0.13276544,-0.056007337,0.09122359,0.13276544
beta_propio_otro_60m,-0.19037452,0.06429973,-0.016912859,0.19037452
residual_propio_otro_60m,-0.006649025,-0.017401638,0.034476828,0.034476828
correlacion_btc_eth_240m,0.068083875,-0.03890538,0.082023166,0.082023166
beta_propio_otro_240m,0.09139234,-0.069981836,-0.07054696,0.09139234
residual_propio_otro_240m,0.11642631,-0.047481395,-0.07578815,0.11642631
correlacion_btc_eth_1440m,-0.059321932,-0.018130014,0.10250642,0.10250642
beta_propio_otro_1440m,0.061951097,-0.026136344,-0.05359791,0.061951097
residual_propio_otro_1440m,0.036076266,-0.06379822,0.06832607,0.06832607
