mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2024-01,44640,0.46225358422939067,0.35382149004794466,0.2974676853780924,0.28999251310207136,0.09568511198945981,0.14389201907002663,12144,0.3447842480100545,0.07056503472519934,0.11715302491103202,11663,0.08976254480286738,0.05347222222222222
2024-02,41760,0.47404214559386976,0.37108140983241994,0.3339189171331529,0.30488974113135187,0.17296709273864563,0.22071837584591358,7354,0.35803151783245785,0.09185048585006028,0.1461955294648905,14099,0.09990421455938697,0.0866139846743295
2024-03,44640,0.3941532258064516,0.3738067891019377,0.3307658934514892,0.3432780391185937,0.20370234334827003,0.2556820801253976,13613,0.3721811635398901,0.13441007391185328,0.19749610337372417,14612,0.18095878136200716,0.11821236559139785
2024-04,43200,0.3796759259259259,0.34785172508670636,0.3007594358338681,0.3182775119617225,0.12578473640420543,0.1803100943293939,13221,0.3222896790980052,0.13804888921910988,0.19330004161464837,13459,0.12094907407407407,0.13344907407407408
2024-05,44640,0.4636200716845878,0.3646864693324441,0.333479535118949,0.29019980970504283,0.14065670540490685,0.1894762999316643,10842,0.31741515952042265,0.12439276897348092,0.1787389861540222,12557,0.11771953405017921,0.11023745519713261
2024-06,43200,0.581087962962963,0.35425656321545057,0.3270440355976047,0.34686971235194586,0.07054370268410186,0.11724335144409494,8718,0.2118817676324261,0.08841128342899011,0.12476305359296916,8189,0.041041666666666664,0.07909722222222222
2024-07,44640,0.42134856630824374,0.3590704048580046,0.3014594004811077,0.33789586688137413,0.09454791228597176,0.14775261119586902,13316,0.3823227132579651,0.11641370677515256,0.17848146815401222,12782,0.08346774193548387,0.08718637992831542
2024-08,44640,0.42083333333333334,0.38613961649009565,0.355724236675772,0.3889797458799849,0.21960227272727273,0.2807208679467974,14080,0.3641025641025641,0.1628440366972477,0.22503961965134706,13080,0.17806899641577062,0.1310483870967742
2024-09,43200,0.45590277777777777,0.3519903328966314,0.304713659907407,0.28416637539321915,0.07321026564610536,0.11642560504081341,11105,0.31740765317407654,0.1211379368563228,0.17535284413759394,11846,0.06622685185185186,0.10465277777777778
2024-10,44640,0.4859767025089606,0.35684944668863006,0.3152350533787386,0.41075697211155376,0.09176680017801513,0.15001818843215714,11235,0.27702536321103177,0.10090591084402188,0.14792899408284024,11149,0.05622759856630825,0.09097222222222222
2024-11,43200,0.37002314814814813,0.37059215841289544,0.35107537826879803,0.3346176898707081,0.32870720834384726,0.33163611676849963,11889,0.3702599570713093,0.19268958669479955,0.253469387755102,16114,0.27034722222222224,0.19412037037037036
2024-12,44400,0.3849324324324324,0.3695516731051606,0.3351079779509343,0.3372340425531915,0.17714445375803298,0.23227697380472614,14316,0.35702043506921555,0.19278137680643553,0.2503698224852071,14047,0.16936936936936936,0.17083333333333334
