variable,coeficiente_clase_positiva,coeficiente_absoluto
otro_volatilidad_60m,0.29250225,0.29250225
volatilidad_240m,0.21782936,0.21782936
beta_propio_otro_240m,0.16500644,0.16500644
rango_relativo,0.15858081,0.15858081
residual_propio_otro_240m,0.15604296,0.15604296
ratio_volatilidad_240m,-0.13098675,0.13098675
divergencia_rendimiento_240m,-0.12534359,0.12534359
cuerpo_relativo,-0.10683721,0.10683721
volatilidad_30m,0.10663051,0.10663051
dia_semana_seno,0.09703275,0.09703275
volatilidad_60m,-0.09508915,0.09508915
minuto_dia_coseno,-0.09203827,0.09203827
beta_propio_otro_60m,0.091770895,0.091770895
otro_volatilidad_240m,-0.078244194,0.078244194
operaciones_relativas_30m,0.07590654,0.07590654
volatilidad_15m,0.07404454,0.07404454
volumen_relativo_30m,-0.06952128,0.06952128
rendimiento_240m,-0.06782802,0.06782802
residual_propio_otro_60m,0.066784844,0.066784844
residual_propio_otro_1440m,-0.0648541,0.0648541
ratio_volatilidad_60m,-0.056379553,0.056379553
divergencia_rendimiento_60m,-0.05577108,0.05577108
desviacion_media_cierre_240m,-0.054051783,0.054051783
volumen_relativo_60m,0.05351308,0.05351308
minuto_dia_seno,-0.05336574,0.05336574
rendimiento_1m,0.0485155,0.0485155
volatilidad_5m,0.04648483,0.04648483
operaciones_relativas_240m,-0.045024715,0.045024715
desviacion_media_cierre_30m,-0.044806,0.044806
otro_rendimiento_1m,0.04218486,0.04218486
beta_propio_otro_1440m,0.041337386,0.041337386
divergencia_rendimiento_1m,0.027486438,0.027486438
correlacion_btc_eth_1440m,0.025101433,0.025101433
mecha_superior_relativa,0.024863748,0.024863748
rendimiento_60m,-0.021957682,0.021957682
operaciones_relativas_60m,0.021850472,0.021850472
volumen_relativo_5m,0.021752652,0.021752652
operaciones_relativas_15m,-0.020169752,0.020169752
desviacion_media_cierre_15m,-0.019588258,0.019588258
rendimiento_15m,0.016464537,0.016464537
dia_semana_coseno,0.015870381,0.015870381
correlacion_btc_eth_240m,-0.015695319,0.015695319
operaciones_relativas_5m,-0.015629455,0.015629455
rendimiento_5m,0.014215443,0.014215443
desviacion_media_cierre_5m,-0.012718272,0.012718272
volumen_relativo_15m,0.011246887,0.011246887
volumen_relativo_240m,-0.011051204,0.011051204
mecha_inferior_relativa,0.009065553,0.009065553
desviacion_media_cierre_60m,0.009001933,0.009001933
correlacion_btc_eth_60m,-0.005540942,0.005540942
otro_rendimiento_240m,-0.0015227059,0.0015227059
rendimiento_30m,0.00050699245,0.00050699245
