umbral,coste,senales,cobertura,precision,recall,f1,precision_lift,operaciones_no_solapadas,operaciones_por_dia,tasa_retorno_positivo,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,maximo_drawdown
0.05,0.0005,517250,0.9908263558852882,0.2151087481875302,0.9970518128214778,0.35387154842854507,1.006283095821192,4339,11.890408560570451,0.394100023046785,-0.00046940998037650573,-0.001067279290407896,0.7168053182321287,-0.8763329243951952
0.06,0.0005,514566,0.9856849775591479,0.21573325870733784,0.994757782676488,0.3545707167497125,1.0092045687251998,4332,11.871226062316477,0.3958910433979686,-0.00046244243328849013,-0.001188859319780022,0.7228775357797542,-0.8684410153089687
0.07,0.0005,510826,0.9785207618587883,0.21678418874528704,0.992338297757944,0.3558336814369718,1.014120840801485,4326,11.85478392095593,0.39297272306981046,-0.0004754185673268515,-0.0012088446582201868,0.7170996241470521,-0.877823330754262
0.08,0.0005,505702,0.9687054032361567,0.21822535801717216,0.9889151746509669,0.3575497006298437,1.020862659945217,4313,11.819159281341406,0.3867377695339671,-0.0005132539373216448,-0.0012468436378985643,0.6965588515320388,-0.895737192643804
0.09,0.0005,499106,0.9560703319100681,0.21998333019438757,0.9838790615982939,0.3595709841165875,1.0290864895186829,4296,11.772573214153184,0.4036312849162011,-0.0004193538828485301,-0.0011163012876641005,0.746054559826646,-0.8420844668024299
0.1,0.0005,491322,0.9411595685379828,0.22209671050756938,0.9778393103571876,0.3619774562293918,1.0389729255753986,4273,11.709545005604411,0.4034636087058273,-0.00040259679326166455,-0.0010835772608406842,0.755922484289816,-0.8376000042883677
0.11,0.0005,482081,0.9234578259478698,0.22442286669667547,0.9694965679158377,0.3644755126963406,1.0498547315040752,4243,11.627334298801665,0.39806740513787414,-0.0004454802319323175,-0.0011684610852971673,0.7341501291551741,-0.8583640100170276
0.12,0.0005,471498,0.9031853941946866,0.22674963626568936,0.9580443393013961,0.36670714055414927,1.0607394068364269,4195,11.495797167917273,0.3930870083432658,-0.00048691965099660145,-0.0012722950540482998,0.7121045996862201,-0.8735414864976869
0.13,0.0005,459392,0.8799955558875869,0.22916811786012817,0.943401975016578,0.36875860353844053,1.0720531128876414,4158,11.394403962860553,0.3876863876863877,-0.0005128269670220298,-0.0013599602151662111,0.7001109935267068,-0.8877853772258636
0.14,0.0005,445417,0.8532255252960028,0.23170646832069725,0.9248346685305662,0.37057077867402977,1.0839275679307891,4094,11.219021121681362,0.3935026868588178,-0.0004904390487431081,-0.0013714381547179073,0.7147298495283743,-0.8719075016963251
0.15,0.0005,430200,0.8240763621108768,0.2348465829846583,0.9053443733534061,0.3729498665544469,1.0986170881474635,4026,11.032676852928471,0.39841033283656235,-0.0004785013337800107,-0.00128561544069089,0.7195196128811382,-0.8642645311223294
0.16,0.0005,413216,0.7915423943421852,0.23818051575931232,0.8819470580855602,0.37506907261675654,1.1142132934250555,3951,10.827150085921607,0.3981270564414072,-0.00046804991891050417,-0.0012989471196196973,0.7274535744543251,-0.8562467721532133
0.17,0.0005,394908,0.7564722175929385,0.24171452591489664,0.8553775292578454,0.37691855116070616,1.130745464756947,3859,10.57503725172652,0.38377818087587456,-0.00055219556241905,-0.0016055972427129746,0.6889418621005945,-0.8894504550911903
0.18,0.0005,375307,0.7189252143996905,0.24533515228865968,0.8250981235550299,0.37821240868266853,1.147682828517838,3775,10.344847272678832,0.38834437086092716,-0.0005310187044666037,-0.0015674558579921723,0.699477113766646,-0.8738616940231496
0.19,0.0005,354209,0.6785106093606034,0.24918621491831094,0.79093858092729,0.3789756613847485,1.1656981777670854,3668,10.051629085082373,0.3944929116684842,-0.000486469681586471,-0.0015141063830815256,0.7237047917015917,-0.8441364789947771
0.2,0.0005,332163,0.6362800480423877,0.25364956361786234,0.7549957883040307,0.37972584094448086,1.1865778136952276,3529,9.670719476896318,0.3910456219892321,-0.0005124904990063104,-0.001636737409979105,0.7128155186903843,-0.8505779707744918
0.21,0.0005,309063,0.5920304804813433,0.258481280515623,0.7158718210656487,0.37982013849763585,1.209180683541188,3400,9.317213437644511,0.3985294117647059,-0.0004347265976275462,-0.0015184294078499079,0.7537378052504975,-0.7854547783118173
0.22,0.0005,285014,0.5459630410754752,0.2638010764383504,0.6737548613724752,0.37915019364208485,1.234066796985501,3254,8.917121331204482,0.3967424708051629,-0.0004712689875342043,-0.0019150780043564737,0.738803832948261,-0.8056473259109782
0.23,0.0005,261172,0.5002921237685307,0.2687079778843061,0.6288778966611108,0.37653112140055695,1.257021381675944,3096,8.484144942043356,0.3850129198966408,-0.0005216253802101384,-0.0020496042906306684,0.716163412761005,-0.8143860375626892
