variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.06517996,-0.055755388,-0.048610333,0.06517996
cuerpo_relativo,-0.025236286,0.08449855,-0.0888474,0.0888474
mecha_superior_relativa,-0.11499407,-0.052195307,-0.08861934,0.11499407
mecha_inferior_relativa,0.057212092,0.062324613,0.0297311,0.062324613
rendimiento_1m,-0.0070604878,0.04866946,0.04811698,0.04866946
rendimiento_5m,-0.14201085,-0.05612457,0.037298236,0.14201085
volatilidad_5m,0.061459765,-0.11036697,0.13549675,0.13549675
desviacion_media_cierre_5m,0.08065218,0.059643637,-0.14085339,0.14085339
volumen_relativo_5m,0.043889504,0.06715624,0.22196588,0.22196588
operaciones_relativas_5m,-0.096919544,-0.03006967,-0.03431101,0.096919544
rendimiento_15m,0.008275022,0.0313934,0.009771652,0.0313934
volatilidad_15m,-0.14841038,-0.081560135,0.02098541,0.14841038
desviacion_media_cierre_15m,0.15343922,-0.15007256,-0.1309924,0.15343922
volumen_relativo_15m,-0.0076733017,0.05845356,0.045822155,0.05845356
operaciones_relativas_15m,-0.15999517,-0.040650573,-0.014559106,0.15999517
rendimiento_30m,-0.14292139,0.0010290885,0.04217322,0.14292139
volatilidad_30m,-0.076459005,-0.015004737,0.05015464,0.076459005
desviacion_media_cierre_30m,0.033599906,0.010484107,-0.024265008,0.033599906
volumen_relativo_30m,-0.013751903,-0.124284826,0.07525483,0.124284826
operaciones_relativas_30m,-0.014297612,0.017573936,0.0035686856,0.017573936
rendimiento_60m,-0.03884647,0.14454684,0.1447731,0.1447731
volatilidad_60m,-0.22304082,-0.010362461,0.0023213017,0.22304082
desviacion_media_cierre_60m,0.07040948,-0.013809066,0.17891808,0.17891808
volumen_relativo_60m,-0.0013056371,0.009726617,0.079111084,0.079111084
operaciones_relativas_60m,0.06744549,0.015924348,0.07085365,0.07085365
rendimiento_240m,0.025729649,-0.005813919,-0.074014984,0.074014984
volatilidad_240m,0.35737893,-0.059479143,-0.4139966,0.4139966
desviacion_media_cierre_240m,0.10798505,0.21532813,-0.04005877,0.21532813
volumen_relativo_240m,0.011764223,-0.03649942,-0.04434984,0.04434984
operaciones_relativas_240m,0.10430836,0.012958473,-0.052876495,0.10430836
minuto_dia_seno,0.009690497,0.13038422,0.043790057,0.13038422
minuto_dia_coseno,-0.07804622,-0.018170157,-0.056270976,0.07804622
dia_semana_seno,-0.061156295,-0.015519206,-0.0317396,0.061156295
dia_semana_coseno,-0.038540564,0.09368106,0.13516259,0.13516259
otro_rendimiento_1m,-0.07394703,0.10357493,0.013938708,0.10357493
divergencia_rendimiento_1m,0.0848728,-0.12962846,0.05592497,0.12962846
divergencia_rendimiento_60m,-0.11173959,0.07351874,-0.079316676,0.11173959
otro_rendimiento_240m,0.025406905,0.018167078,-0.014309954,0.025406905
divergencia_rendimiento_240m,-0.07947988,-0.035107993,0.029053103,0.07947988
otro_volatilidad_60m,0.17776018,-0.21059468,-0.042396948,0.21059468
ratio_volatilidad_60m,0.2512547,-0.120739505,-0.10063933,0.2512547
otro_volatilidad_240m,-0.1094675,-0.2877749,0.49668598,0.49668598
ratio_volatilidad_240m,-0.10654527,0.0087911775,0.11375157,0.11375157
correlacion_btc_eth_60m,-0.016795494,-0.066603445,0.07687273,0.07687273
beta_propio_otro_60m,-0.34868625,0.08696981,-0.01779618,0.34868625
residual_propio_otro_60m,0.08651289,0.07950349,-0.062390164,0.08651289
correlacion_btc_eth_240m,-0.05037036,0.017829817,0.05426555,0.05426555
beta_propio_otro_240m,0.05274125,-0.12823877,0.066920616,0.12823877
residual_propio_otro_240m,0.038823955,0.06998165,-5.2988442e-05,0.06998165
correlacion_btc_eth_1440m,0.08102892,0.029641945,0.061327986,0.08102892
beta_propio_otro_1440m,-0.0853965,0.031287193,0.039197303,0.0853965
residual_propio_otro_1440m,-0.0715558,0.044072226,0.018209005,0.0715558
