variable,coeficiente_clase_positiva,coeficiente_absoluto
volatilidad_240m,0.3315701,0.3315701
otro_volatilidad_240m,-0.2730949,0.2730949
ratio_volatilidad_60m,-0.1678027,0.1678027
otro_volatilidad_60m,0.14457874,0.14457874
cuerpo_relativo,-0.14068298,0.14068298
desviacion_media_cierre_240m,-0.13564028,0.13564028
beta_propio_otro_60m,0.12683226,0.12683226
volatilidad_30m,0.117168285,0.117168285
rango_relativo,0.09666538,0.09666538
dia_semana_seno,0.090837315,0.090837315
residual_propio_otro_60m,0.08658897,0.08658897
minuto_dia_coseno,-0.08582571,0.08582571
divergencia_rendimiento_240m,-0.08551635,0.08551635
correlacion_btc_eth_1440m,0.08418815,0.08418815
operaciones_relativas_30m,0.077650815,0.077650815
desviacion_media_cierre_30m,-0.071785465,0.071785465
volumen_relativo_30m,-0.062727004,0.062727004
residual_propio_otro_240m,0.06272232,0.06272232
divergencia_rendimiento_60m,-0.058382288,0.058382288
operaciones_relativas_240m,-0.057396214,0.057396214
rendimiento_1m,0.05244808,0.05244808
volatilidad_15m,0.05098423,0.05098423
correlacion_btc_eth_60m,-0.047124106,0.047124106
otro_rendimiento_1m,0.040739354,0.040739354
volumen_relativo_5m,0.03824677,0.03824677
divergencia_rendimiento_1m,0.038141705,0.038141705
rendimiento_240m,-0.037420556,0.037420556
minuto_dia_seno,-0.034812655,0.034812655
beta_propio_otro_1440m,0.030362966,0.030362966
volumen_relativo_60m,-0.030110262,0.030110262
operaciones_relativas_60m,0.029148126,0.029148126
volumen_relativo_15m,0.02898471,0.02898471
mecha_superior_relativa,0.02866952,0.02866952
operaciones_relativas_5m,-0.028074138,0.028074138
dia_semana_coseno,0.025713602,0.025713602
rendimiento_60m,-0.023831777,0.023831777
operaciones_relativas_15m,-0.020850739,0.020850739
desviacion_media_cierre_60m,0.019806975,0.019806975
zscore_divergencia_1440m,0.01955594,0.01955594
zscore_divergencia_240m,-0.01907835,0.01907835
mecha_inferior_relativa,0.018842965,0.018842965
correlacion_btc_eth_240m,0.016863056,0.016863056
divergencia_rendimiento_15m,0.014939248,0.014939248
desviacion_media_cierre_15m,-0.014354345,0.014354345
volatilidad_60m,-0.0133767165,0.0133767165
volatilidad_5m,0.012469757,0.012469757
proporcion_compradora_cotizacion,0.012125945,0.012125945
rendimiento_15m,0.011799146,0.011799146
volumen_relativo_240m,-0.010619411,0.010619411
otro_rendimiento_240m,0.010279502,0.010279502
proporcion_compradora_base,0.009677829,0.009677829
residual_propio_otro_1440m,-0.009510207,0.009510207
otro_rendimiento_60m,0.008608222,0.008608222
beta_propio_otro_240m,0.008202721,0.008202721
rendimiento_5m,0.006069972,0.006069972
desviacion_media_cierre_5m,0.0054062884,0.0054062884
otro_rendimiento_15m,0.0052674133,0.0052674133
otro_rendimiento_5m,0.0051506283,0.0051506283
divergencia_rendimiento_5m,0.0039494988,0.0039494988
rendimiento_30m,0.0026209077,0.0026209077
divergencia_rendimiento_30m,0.002099075,0.002099075
otro_rendimiento_30m,0.0019838484,0.0019838484
ratio_volatilidad_240m,-0.0014856927,0.0014856927
