variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.082617484,-0.16792966,0.1759119,0.1759119
cuerpo_relativo,-0.0074797315,-0.056459155,-0.05126601,0.056459155
mecha_superior_relativa,-0.051041998,0.0041330126,-0.018795926,0.051041998
mecha_inferior_relativa,-0.025501123,0.0044702822,-0.016798778,0.025501123
rendimiento_1m,-0.03096349,-0.07593262,0.0025765023,0.07593262
rendimiento_5m,-0.08767688,-0.04919323,0.063579984,0.08767688
volatilidad_5m,0.034778494,0.024049312,-0.010718468,0.034778494
desviacion_media_cierre_5m,0.108880825,0.052859303,0.026619576,0.108880825
volumen_relativo_5m,0.07325545,-0.08384612,-0.009916681,0.08384612
operaciones_relativas_5m,-0.0467499,0.028574169,0.04747221,0.04747221
rendimiento_15m,0.07437839,0.0360201,-0.086049505,0.086049505
volatilidad_15m,-0.034970656,-0.040382087,-0.0007341697,0.040382087
desviacion_media_cierre_15m,0.038541757,0.025202371,-0.07385523,0.07385523
volumen_relativo_15m,-0.030099794,-0.03912467,0.08530777,0.08530777
operaciones_relativas_15m,-0.036045264,-0.030827725,0.028810075,0.036045264
rendimiento_30m,0.009177061,-0.042493913,0.004274665,0.042493913
volatilidad_30m,0.04815996,-0.13217871,0.03507909,0.13217871
desviacion_media_cierre_30m,-0.06375097,0.09033297,-0.042177293,0.09033297
volumen_relativo_30m,-0.118015565,-0.04453831,-0.021583995,0.118015565
operaciones_relativas_30m,-0.08805527,0.020680247,-0.020306157,0.08805527
rendimiento_60m,-0.07181056,-0.07763947,0.08898739,0.08898739
volatilidad_60m,0.10875979,-0.04172771,-0.17401695,0.17401695
desviacion_media_cierre_60m,-0.05301317,-0.0041841893,-0.053001624,0.05301317
volumen_relativo_60m,-0.06589614,-0.002266268,-0.012181019,0.06589614
operaciones_relativas_60m,-0.124702595,0.071607545,0.13689294,0.13689294
rendimiento_240m,0.02764523,-0.017884336,0.046202835,0.046202835
volatilidad_240m,0.2853396,-0.38444543,0.15688115,0.38444543
desviacion_media_cierre_240m,-0.0869415,0.04274273,0.005200817,0.0869415
volumen_relativo_240m,0.0619372,0.03727649,-0.11958645,0.11958645
operaciones_relativas_240m,0.14738381,-0.035772108,-0.12484069,0.14738381
minuto_dia_seno,-0.025051992,-0.027602723,0.019366013,0.027602723
minuto_dia_coseno,-0.11704772,0.07765557,-0.01772893,0.11704772
dia_semana_seno,0.092822574,-0.024411367,-0.00040740924,0.092822574
dia_semana_coseno,-0.021396518,0.0019421597,-0.0055763964,0.021396518
otro_rendimiento_1m,0.0064850845,-0.049148418,-0.0012697025,0.049148418
divergencia_rendimiento_1m,-0.03429713,-0.08164464,0.03311644,0.08164464
divergencia_rendimiento_60m,0.03048233,-0.02882263,-0.008421921,0.03048233
otro_rendimiento_240m,0.059898056,-0.07506374,0.061297473,0.07506374
divergencia_rendimiento_240m,-0.00821766,0.12837903,-0.026120093,0.12837903
otro_volatilidad_60m,-0.20939372,0.020799788,0.21384917,0.21384917
ratio_volatilidad_60m,-0.028779779,0.03523885,0.018260226,0.03523885
otro_volatilidad_240m,-0.0020184815,-0.047560576,-0.13583732,0.13583732
ratio_volatilidad_240m,0.12733386,0.016360544,-0.219383,0.219383
correlacion_btc_eth_60m,0.046136,0.02119686,0.038258463,0.046136
beta_propio_otro_60m,0.018034717,-0.017110027,0.040892564,0.040892564
residual_propio_otro_60m,0.0065501756,0.005651893,-0.009576566,0.009576566
correlacion_btc_eth_240m,0.01938166,0.028337931,0.089363,0.089363
beta_propio_otro_240m,-0.24377638,0.0024073462,0.20055296,0.24377638
residual_propio_otro_240m,-0.049069453,0.0038294327,0.065928645,0.065928645
correlacion_btc_eth_1440m,0.053906955,0.058226604,-0.019173909,0.058226604
beta_propio_otro_1440m,0.023549434,-0.021502178,0.06830103,0.06830103
residual_propio_otro_1440m,0.016002113,-0.0677695,-0.105626576,0.105626576
