rejilla_minutos,variante,semilla,margen_ev,aprobada_dos_pliegues,operaciones_2023,operaciones_2024,precision_tp_2023,porcentaje_acierto_tp_2023,precision_tp_2024,porcentaje_acierto_tp_2024,retorno_neto_medio_2023,retorno_neto_medio_2024,retorno_neto_mediano_2023,retorno_neto_mediano_2024,factor_beneficio_2023,factor_beneficio_2024,drawdown_2023,drawdown_2024,concentracion_2023,concentracion_2024,retorno_medio_promedio,peor_retorno_medio,peor_pf
30,macro_vix,42,0.0005,False,893,1042,0.2270773638968481,22.70773638968481,0.2774427020506634,27.744270205066343,-0.0006857603916629,-0.0008378964145717,-0.0059999998882412,-0.0059999998882412,0.7967788557521944,0.7736998474383905,-0.4726376363685225,-0.6204219251809604,0.1258819188848781,0.1136570044450926,-0.0007618284031172999,-0.0008378964145717,0.7736998474383905
30,macro_nasdaq100,42,0.0005,False,431,1011,0.2616822429906542,26.168224299065415,0.25,25.0,-0.000840099278862,-0.0007936355828482,-0.0059999998882412,-0.0059999998882412,0.7555689076903478,0.7860021089965601,-0.3512616104486078,-0.6114973030019116,0.1251355735247586,0.1310518570488894,-0.0008168674308551001,-0.000840099278862,0.7555689076903478
30,macro_dolar,42,0.0,False,1210,1576,0.2250196695515342,22.50196695515342,0.2685393258426966,26.853932584269664,-0.0008415167634763,-0.0008139771243925,-0.0059999998882412,-0.0059999998882412,0.759643086962664,0.7797577162121855,-0.6583561593135074,-0.7721366209832752,0.123185674894556,0.1071945738534297,-0.0008277469439344,-0.0008415167634763,0.759643086962664
30,macro_vix,42,0.001,False,651,622,0.2270773638968481,22.70773638968481,0.2774427020506634,27.744270205066343,-0.0008492689019831,-0.0007349013036068,-0.0059999998882412,-0.0059999998882412,0.7488531095145717,0.7990963698197625,-0.4456136374597701,-0.4304851425912848,0.1421880344778025,0.1308778028491146,-0.00079208510279495,-0.0008492689019831,0.7488531095145717
15,macro_reservas_fed,42,0.00025,False,1339,1377,0.2243985522674047,22.439855226740477,0.2876782077393075,28.76782077393075,-0.0008262238693125,-0.0008545779594708,-0.0059999998882412,-0.0059999998882412,0.7631304915348057,0.772046252363514,-0.6931830508674638,-0.7069481338002188,0.131527800314437,0.1111821698684551,-0.00084040091439165,-0.0008545779594708,0.7631304915348057
30,control_63_eventos,42,0.001,False,804,515,0.2310513447432763,23.10513447432763,0.2824207492795389,28.24207492795389,-0.0007417365994643,-0.0008558600131536,-0.0059999998882412,-0.0059999998882412,0.7749780386196843,0.7693450102101285,-0.4707271500652211,-0.376717373373999,0.1413537899372764,0.1372724395915439,-0.0007987983063089501,-0.0008558600131536,0.7693450102101285
15,macro_nasdaq100,42,0.001,False,687,746,0.2394185549380077,23.94185549380077,0.2806603773584906,28.066037735849054,-0.0008586956834643,-0.0006049787208825,-0.0059999998882412,-0.0059999998882412,0.7444475915431877,0.8323987818675692,-0.509120994773465,-0.4579278160219697,0.1350115242081571,0.1289703702967022,-0.0007318372021734,-0.0008586956834643,0.7444475915431877
10,macro_vix,42,0.001,False,925,878,0.2263444520081688,22.634445200816884,0.2906746031746032,29.06746031746032,-0.0007726513103957,-0.0008593911623692,-0.0059999998882412,-0.0059999998882412,0.7705964888089365,0.76909410020864,-0.5231866099058672,-0.5434367493983832,0.1071192460799815,0.1262109394883601,-0.00081602123638245,-0.0008593911623692,0.76909410020864
15,macro_vix,42,0.00025,False,1434,1577,0.2299692744032143,22.99692744032144,0.28171404327535,28.171404327535004,-0.0007833681005039,-0.0008619727463957,-0.0059999998882412,-0.0059999998882412,0.7734720959268057,0.7702787268531532,-0.6882727754400024,-0.7591864774194836,0.1321553401927013,0.1114054167163423,-0.0008226704234498,-0.0008619727463957,0.7702787268531532
15,control_63_eventos,42,0.0005,False,1182,839,0.2489403786380333,24.894037863803334,0.2916328188464663,29.16328188464663,-0.0008662092370116,-0.0007361759849286,-0.0059999998882412,-0.0059999998882412,0.747432468812461,0.8001142681224258,-0.6566173510887698,-0.4814977750809545,0.1231389379486978,0.1214620761092486,-0.0008011926109701,-0.0008662092370116,0.747432468812461
