mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2024-01,44640,0.5186827956989247,0.36634059058557816,0.32256209254695173,0.35382955771305286,0.03131563872446057,0.05753881238487852,10474,0.3589941972920696,0.17300521998508575,0.23348848911812806,10728,0.020766129032258066,0.11581541218637993
2024-02,41760,0.5784722222222223,0.3629632466173875,0.3245629712279172,0.3072348860257681,0.051435208229633315,0.08811824900511654,6027,0.42466281310211945,0.09500819036123803,0.15527687755389602,11599,0.024161877394636017,0.062140804597701146
2024-03,44640,0.45898297491039425,0.3926616244283451,0.3576520195008957,0.3145438898450947,0.06499510980705966,0.10772971778056149,11247,0.383220702159222,0.3296235911249734,0.3544072253344004,14107,0.052060931899641574,0.2718189964157706
2024-04,43200,0.4524768518518518,0.3809682134765476,0.3298817117645323,0.2641843971631206,0.023924213230571614,0.04387514723203769,12456,0.34467271858576204,0.33152573529411766,0.3379714218786601,10880,0.026111111111111113,0.24224537037037036
2024-05,44640,0.5461021505376344,0.3608303039241427,0.3265127855827414,0.29887482419127986,0.047560429722470904,0.0820621741648967,8936,0.3108454312553373,0.13655974488838868,0.1897562882835918,10662,0.03185483870967742,0.10492831541218638
2024-06,43200,0.6487962962962963,0.3547105548259206,0.32147808756553004,0.43333333333333335,0.01561040693795864,0.03013522215067611,7495,0.23513782796413152,0.1013745704467354,0.14167083541770886,6984,0.00625,0.06969907407407408
2024-07,44640,0.4533826164874552,0.35613513603642,0.2956271752738432,0.23202301054650049,0.020722726494262718,0.038047323323638076,11678,0.340080971659919,0.17355371900826447,0.22982216142270862,12584,0.02336469534050179,0.1438620071684588
2024-08,44640,0.48275089605734767,0.39533756125413816,0.36283909166222666,0.2982520029133285,0.06947154126728305,0.11269349845201239,11789,0.38277771745032035,0.2978705425046476,0.335028275436012,11834,0.06151433691756272,0.20629480286738353
2024-09,43200,0.5398842592592593,0.36997771260619067,0.3313670447956361,0.37168141592920356,0.027568099770265836,0.051329055912007336,9141,0.362629246676514,0.18758357211079274,0.24726173989676445,10470,0.015694444444444445,0.12537037037037038
2024-10,44640,0.5810707885304659,0.35608370551711294,0.31717569784469263,0.2397094430992736,0.012526888523345565,0.023809523809523808,7903,0.3108138238573021,0.13804713804713806,0.19118151272029074,10098,0.00925179211469534,0.10047043010752688
2024-11,43200,0.4941435185185185,0.3898639900431407,0.35285007799668905,0.35905916942300625,0.10295047418335089,0.16001965440995825,9490,0.452362358453729,0.17093323496864626,0.24811265192482732,13555,0.06298611111111112,0.11856481481481482
2024-12,44400,0.501981981981982,0.36846576053668284,0.32655155489643417,0.3682581786030062,0.07462820283103387,0.12410607866507747,11162,0.33059922533606745,0.1321975218658892,0.18887081028311098,10976,0.050945945945945946,0.09885135135135135
