objetivo,variante,umbral,operaciones_minimas,retorno_minimo,retorno_mediano_minimo,factor_minimo,drawdown_peor,positivas_minimas,precision_operaciones_minima,pr_auc_minimo,pr_auc_lift_minimo,concentracion_mensual_maxima,aprobado
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.26,4487,-0.0010694983050363,-0.0045000001080334,0.6100729746828817,-0.9921643364605072,33.94250055716515,0.2554045018943615,0.2349982432323634,1.1220491573392843,0.1840936208750567,False
corto_tp070_sl035_240m,histgb_63_moderado,0.33,1259,-0.001069876083884,-0.0045000001080334,0.6070247344052172,-0.8390333502636356,34.312946783161244,0.2260348583877995,0.2546630584100841,1.177292561863839,0.1488466719798478,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.38,3006,-0.0010710115902004,-0.0045000001080334,0.6343122771143255,-0.978080954547942,33.13373253493014,0.2725563909774436,0.2534349875428584,1.1928374949472378,0.1927286903024566,False
corto_tp070_sl035_240m,sgd_101_moderado,0.28,2346,-0.0010732695207609,-0.0045000001080334,0.5937869823556615,-0.9444587754192364,33.80809595202399,0.2327586206896551,0.2406606673297599,1.1490856070573323,0.1578023419246612,False
corto_tp070_sl035_240m,histgb_101_moderado,0.38,2220,-0.0010793811569263,-0.0045000001080334,0.6200222953032443,-0.9109852695181544,33.648648648648646,0.2658280922431866,0.2686801098646919,1.1834678990494,0.146098939461424,False
corto_tp070_sl035_240m,histgb_101_moderado,0.34,1505,-0.0010814235486378,-0.0045000001080334,0.6090942328708058,-0.8729962624262909,33.48837209302326,0.2382367508667657,0.2686801098646919,1.1834678990494,0.1768762908078867,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.2,3195,-0.0010829353888551,-0.0045000001080334,0.6027230216512561,-0.9696929837511264,33.80281690140845,0.2497652582159624,0.2349982432323634,1.1220491573392843,0.1415462465133427,False
corto_tp070_sl035_240m,sgd_101_moderado,0.3,2996,-0.0010833094131199,-0.0045000001080334,0.611472055170776,-0.9661710765616798,33.04405874499333,0.2422664624808576,0.2406606673297599,1.1490856070573323,0.1452272385911845,False
corto_tp070_sl035_240m,sgd_101_moderado,0.21,694,-0.0010843736991632,-0.0045000001080334,0.5826919200768406,-0.6297645711159674,33.223322332233224,0.2146974063400576,0.2406606673297599,1.1490856070573323,0.1432602377877102,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.37,2979,-0.0010865712576749,-0.0045000001080334,0.6217075780501821,-0.9794069994724748,32.997650218194025,0.2607636068237206,0.2534349875428584,1.1928374949472378,0.1669251290686594,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.12,948,-0.0010889231584606,-0.0045000001080334,0.6048223803489327,-0.6730958537722991,33.6283185840708,0.2546705998033431,0.2349982432323634,1.1220491573392843,0.1904623274777447,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.61,9,-0.0010910743013868,-0.0045000001080334,0.6397861392483215,-0.1935051434547505,32.298136645962735,0.2222222222222222,0.2534349875428584,1.1928374949472378,0.4867145898782616,False
corto_tp070_sl035_240m,histgb_63_moderado,0.43,2532,-0.001091767298148,-0.0045000001080334,0.6127126515135962,-0.9752928704851096,33.36201950659782,0.2701421800947867,0.2546630584100841,1.177292561863839,0.1628050255058539,False
corto_tp070_sl035_240m,histgb_101_moderado,0.33,1361,-0.001097056140233,-0.0045000001080334,0.598875614315409,-0.8715036771327107,32.99044819985305,0.2267773741567202,0.2686801098646919,1.1834678990494,0.1893120628979529,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.19,2816,-0.0011015863296616,-0.0045000001080334,0.5960179793548416,-0.9566532965208778,33.66477272727273,0.2475142045454545,0.2349982432323634,1.1220491573392843,0.1444717228025341,False
corto_tp070_sl035_240m,histgb_63_moderado,0.09,130,-0.0011055572610132,-0.001137969298521,0.4144841789575192,-0.218128715583432,32.863849765258216,0.0615384615384615,0.2546630584100841,1.177292561863839,0.3419632161413128,False
corto_tp070_sl035_240m,sgd_101_moderado,0.56,84,-0.0011058032052031,-0.0045000001080334,0.5791733579263559,-0.4216944214390978,30.952380952380956,0.238095238095238,0.2406606673297599,1.1490856070573323,0.3401607749526016,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.47,366,-0.0011058968361471,-0.0045000001080334,0.6237951753350918,-0.7299262887017173,32.240437158469945,0.3005464480874317,0.2534349875428584,1.1928374949472378,0.2826175625083801,False
corto_tp070_sl035_240m,histgb_63_moderado,0.42,2622,-0.0011071700659747,-0.0045000001080334,0.6058162282465633,-0.9664675328868232,33.29519450800915,0.2639206712433257,0.2546630584100841,1.177292561863839,0.1591346613773302,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.32,1815,-0.0011084217633946,-0.0045000001080334,0.5769459454133451,-0.8685822063681068,33.88429752066116,0.2220385674931129,0.2534349875428584,1.1928374949472378,0.1643425185073019,False
corto_tp070_sl035_240m,sgd_101_moderado,0.13,104,-0.0011137511038111,-0.0045000001080334,0.5830673098813343,-0.2534036868290629,31.66023166023166,0.2307692307692307,0.2406606673297599,1.1490856070573323,0.1723792996847819,False
corto_tp070_sl035_240m,histgb_63_moderado,0.38,2193,-0.0011194103985902,-0.0045000001080334,0.6105030602513709,-0.9168738278363608,32.69493844049248,0.2573221757322175,0.2546630584100841,1.177292561863839,0.1364194122645967,False
corto_tp070_sl035_240m,sgd_101_moderado,0.49,727,-0.0011200580673063,-0.0045000001080334,0.5973914494549228,-0.7643610316809824,31.63686382393397,0.2640990371389271,0.2406606673297599,1.1490856070573323,0.1947598418827668,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.6,9,-0.0011217020378615,-0.0045000001080334,0.6313889412156679,-0.2069073888203527,32.02247191011236,0.2222222222222222,0.2534349875428584,1.1928374949472378,0.4873864029432455,False
corto_tp070_sl035_240m,sgd_101_moderado,0.79,1,-0.0011229803043922,-0.0045000001080334,0.6256732408558855,-0.050157141517525,33.33333333333333,0.0,0.2406606673297599,1.1490856070573323,1.0,False
corto_tp070_sl035_240m,sgd_101_moderado,0.31,3273,-0.0011232585073745,-0.0045000001080334,0.6070324278467568,-0.976782846347737,32.81393217231897,0.2434635929153781,0.2406606673297599,1.1490856070573323,0.1353513255513941,False
corto_tp070_sl035_240m,histgb_63_moderado,0.06,52,-0.0011286544729358,-0.0011242001926584,0.3949636542662194,-0.1438092417258447,27.27272727272727,0.0681818181818181,0.2546630584100841,1.177292561863839,0.469526576439136,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.13,27,-0.0011300818855977,-0.001711239001248,0.4681179147626862,-0.0348262802465392,28.57142857142857,0.1111111111111111,0.2534349875428584,1.1928374949472378,0.5995380742417011,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.66,5,-0.0011346153887705,-0.0045000001080334,0.6289308251595679,-0.1083644795880884,32.05128205128205,0.3205128205128205,0.2534349875428584,1.1928374949472378,0.6969131504473595,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.11,770,-0.0011417270209186,-0.0045000001080334,0.5919360651306154,-0.6266961306528792,32.077922077922075,0.2502857142857143,0.2349982432323634,1.1220491573392843,0.1866190530566302,False
corto_tp070_sl035_240m,histgb_101_moderado,0.6,159,-0.0011427068808008,-0.0045000001080334,0.5857283883468697,-0.24470378872068,32.98969072164948,0.2371134020618556,0.2686801098646919,1.1834678990494,0.3092109919582658,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.31,1436,-0.0011434799302834,-0.0045000001080334,0.5609579380678272,-0.8090160980210013,33.14763231197772,0.213091922005571,0.2534349875428584,1.1928374949472378,0.14813833737891,False
corto_tp070_sl035_240m,histgb_101_moderado,0.32,1248,-0.0011438449411566,-0.0045000001080334,0.5832567392949145,-0.855625753748235,32.69230769230769,0.2260310658810926,0.2686801098646919,1.1834678990494,0.2083083640070592,False
corto_tp070_sl035_240m,histgb_63_moderado,0.29,824,-0.0011439236858802,-0.0045000001080334,0.573854848650788,-0.7806958266685443,32.88834951456311,0.2099411379986919,0.2546630584100841,1.177292561863839,0.1582012611106513,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.58,13,-0.0011443299013622,-0.0045000001080334,0.626262633780103,-0.2174893306445932,31.95876288659793,0.3076923076923077,0.2534349875428584,1.1928374949472378,0.4872049819184998,False
corto_tp070_sl035_240m,sgd_101_moderado,0.12,76,-0.0011453485168847,-0.0045000001080334,0.5550265998144882,-0.2248579594239026,30.26315789473684,0.2236842105263158,0.2406606673297599,1.1490856070573323,0.2634260432402858,False
corto_tp070_sl035_240m,sgd_101_moderado,0.48,950,-0.0011484114002883,-0.0045000001080334,0.5910876044495842,-0.817100435448814,31.473684210526315,0.2663157894736842,0.2406606673297599,1.1490856070573323,0.2143170015687754,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.1,586,-0.0011494300054637,-0.0045000001080334,0.5888526245129347,-0.5741235905769516,32.25255972696246,0.2474402730375426,0.2349982432323634,1.1220491573392843,0.1957597673333569,False
corto_tp070_sl035_240m,sgd_101_moderado,0.06,17,-0.0011501575159902,-0.0045000001080334,0.5702351671042136,-0.10653102847117,29.268292682926827,0.2439024390243902,0.2406606673297599,1.1490856070573323,0.2600911182866672,False
corto_tp070_sl035_240m,histgb_101_moderado,0.19,359,-0.0011502372030996,-0.0023937600888311,0.5137871140950792,-0.6531844691527906,34.10041841004184,0.1420612813370473,0.2686801098646919,1.1834678990494,0.1448609600635212,False
corto_tp070_sl035_240m,histgb_63_moderado,0.13,214,-0.0011510637464923,-0.0016172387511469,0.4693386489178928,-0.3635484566275033,33.177570093457945,0.0981308411214953,0.2546630584100841,1.177292561863839,0.1914163557668663,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.29,919,-0.0011523800868075,-0.0045000001080334,0.5505523493047579,-0.7087059789501045,32.64417845484222,0.2056583242655059,0.2534349875428584,1.1928374949472378,0.1735152472701605,False
corto_tp070_sl035_240m,histgb_63_moderado,0.3,919,-0.0011525412478946,-0.0045000001080334,0.5725920396021522,-0.8135616220838822,33.07943416757345,0.2114673242909987,0.2546630584100841,1.177292561863839,0.147173691123474,False
corto_tp070_sl035_240m,histgb_63_moderado,0.07,80,-0.0011539974907069,-0.0013048599464818,0.3851942573783494,-0.1715961857706776,27.741935483870968,0.0709677419354838,0.2546630584100841,1.177292561863839,0.4192423784838781,False
corto_tp070_sl035_240m,sgd_101_moderado,0.64,10,-0.0011552389968489,-0.0045000001080334,0.6215650172398903,-0.1569822561127408,30.0,0.2,0.2406606673297599,1.1490856070573323,0.3713490271433178,False
corto_tp070_sl035_240m,sgd_101_moderado,0.27,2056,-0.0011590109082291,-0.0045000001080334,0.5648524987498068,-0.9368392192750794,32.67033432077867,0.2238679644519678,0.2406606673297599,1.1490856070573323,0.152979202940185,False
corto_tp070_sl035_240m,histgb_63_moderado,0.45,2196,-0.0011601893962508,-0.0045000001080334,0.5923567507559936,-0.9404477136762284,32.83242258652095,0.2632058287795992,0.2546630584100841,1.177292561863839,0.1752167020208763,False
corto_tp070_sl035_240m,histgb_101_moderado,0.61,151,-0.0011603527596322,-0.0045000001080334,0.5790970708598803,-0.1911945115296679,32.450331125827816,0.23841059602649,0.2686801098646919,1.1834678990494,0.3346071323553999,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.3,1155,-0.0011689677994883,-0.0045000001080334,0.5486669028188269,-0.7532235191817594,32.20779220779221,0.2069264069264069,0.2534349875428584,1.1928374949472378,0.1815070313272827,False
corto_tp070_sl035_240m,sgd_101_moderado,0.11,63,-0.0011705916278845,-0.0045000001080334,0.5563491831183125,-0.2110353341352416,31.746031746031743,0.2222222222222222,0.2406606673297599,1.1490856070573323,0.2625565888728065,False
corto_tp070_sl035_240m,sgd_101_moderado,0.46,1510,-0.0011714464087173,-0.0045000001080334,0.5877710661129424,-0.915750002620988,31.72185430463576,0.2682119205298013,0.2406606673297599,1.1490856070573323,0.1598978954716023,False
corto_tp070_sl035_240m,sgd_101_moderado,0.23,1056,-0.0011744640741167,-0.0045000001080334,0.5608083653955994,-0.7848323208786719,32.67045454545455,0.2233307751343054,0.2406606673297599,1.1490856070573323,0.1565330227886435,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.48,257,-0.0011749570750944,-0.0045000001080334,0.6031595124670035,-0.6088317866636634,31.90661478599221,0.2879377431906614,0.2534349875428584,1.1928374949472378,0.2600296917762693,False
baja_cierre_4h,sgd_101_moderado,0.17,291,-0.0011751510481159,-0.0016129351095296,0.711700370635266,-0.5009822088656493,39.73288814691152,0.0934891485809682,0.2134340416009038,1.2949335330643534,0.2088816628951401,False
baja_cierre_4h,control_v4_63_moderado,0.14,17,-0.0011761024717369,-0.001741648080293,0.1674780801180662,-0.0644505641033672,29.03225806451613,0.0,0.2281181756111706,1.2833197447562892,0.6941710081163135,False
corto_tp070_sl035_240m,sgd_101_moderado,0.47,1205,-0.0011796924432521,-0.0045000001080334,0.5832250326288558,-0.8573392914160985,31.70124481327801,0.2639004149377593,0.2406606673297599,1.1490856070573323,0.185583017728758,False
corto_tp070_sl035_240m,sgd_101_moderado,0.26,1780,-0.0011935552859101,-0.0045000001080334,0.5542365401016275,-0.9147673859361424,32.07823960880196,0.2224938875305623,0.2406606673297599,1.1490856070573323,0.1564124962314572,False
corto_tp070_sl035_240m,histgb_63_moderado,0.12,195,-0.0011938076726324,-0.0015541808786801,0.4417218567901205,-0.3540572037498349,31.63841807909605,0.1073446327683615,0.2546630584100841,1.177292561863839,0.1892891563881134,False
corto_tp070_sl035_240m,histgb_63_moderado,0.11,171,-0.0011990559382763,-0.0016055371195543,0.4206965551167365,-0.3118209088340584,30.4635761589404,0.0927152317880794,0.2546630584100841,1.177292561863839,0.2242066893091539,False
corto_tp070_sl035_240m,histgb_101_moderado,0.3,1024,-0.0012012112204849,-0.0045000001080334,0.560243074601843,-0.8243722364155759,31.73828125,0.2143684820393974,0.2686801098646919,1.1834678990494,0.1679630558658705,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.21,147,-0.0012040531803841,-0.0045000001080334,0.5261952865633538,-0.214294856368166,31.29251700680272,0.1875,0.2534349875428584,1.1928374949472378,0.2979552392828702,False
corto_tp070_sl035_240m,histgb_101_moderado,0.59,175,-0.001209576976146,-0.0045000001080334,0.5665201257265811,-0.2828620892443598,32.44444444444444,0.2355555555555555,0.2686801098646919,1.1834678990494,0.3139083189225508,False
corto_tp070_sl035_240m,sgd_101_moderado,0.17,286,-0.0012113877491012,-0.0045000001080334,0.556543384016141,-0.4241152044091287,31.858407079646017,0.2345132743362832,0.2406606673297599,1.1490856070573323,0.1936881041483825,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.1,13,-0.0012133132647941,-0.0045000001080334,0.5329689898207949,-0.018666323960802,23.07692307692308,0.2307692307692307,0.2534349875428584,1.1928374949472378,0.6893240920132017,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.17,74,-0.0012157764371273,-0.0045000001080334,0.519242367650254,-0.0879047433220544,29.72972972972973,0.1891891891891892,0.2534349875428584,1.1928374949472378,0.3557124918913822,False
corto_tp070_sl035_240m,histgb_63_moderado,0.25,547,-0.0012159537096044,-0.0045000001080334,0.5344215548723916,-0.7091346072920064,32.90676416819013,0.1898222940226171,0.2546630584100841,1.177292561863839,0.1767400113081849,False
corto_tp070_sl035_240m,histgb_63_moderado,0.63,122,-0.0012165504783683,-0.0045000001080334,0.516070003029317,-0.177095462765129,30.87248322147651,0.1879194630872483,0.2546630584100841,1.177292561863839,0.3822040454315603,False
corto_tp070_sl035_240m,sgd_101_moderado,0.85,0,-0.001218750006752,-0.0045000001080334,0.0,-0.020950688332584,0.0,0.0,0.2406606673297599,1.1490856070573323,0.6153846230556274,False
corto_tp070_sl035_240m,histgb_63_moderado,0.85,0,-0.0012213729603681,-0.0012213729603681,0.0,0.0,0.0,0.0,0.2546630584100841,1.177292561863839,1.0,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.28,703,-0.0012214661403116,-0.0045000001080334,0.5266207672575811,-0.6596800136740196,31.863442389758177,0.2019914651493599,0.2534349875428584,1.1928374949472378,0.1490356205055981,False
corto_tp070_sl035_240m,sgd_101_moderado,0.14,128,-0.0012251780522612,-0.0045000001080334,0.5236950711237109,-0.2913895784879245,31.25,0.1953125,0.2406606673297599,1.1490856070573323,0.2511894724162629,False
corto_tp070_sl035_240m,sgd_101_moderado,0.22,859,-0.0012271488913076,-0.0045000001080334,0.5414643316379556,-0.7376646494309032,31.79297597042514,0.2190388170055452,0.2406606673297599,1.1490856070573323,0.143931847967157,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.57,14,-0.0012279069837789,-0.0045000001080334,0.603603610849088,-0.2574825145058271,31.16279069767442,0.2857142857142857,0.2534349875428584,1.1928374949472378,0.7037249540443217,False
corto_tp070_sl035_240m,histgb_101_moderado,0.63,105,-0.001228125800883,-0.0045000001080334,0.5508488203348105,-0.1438682819024378,31.428571428571427,0.2285714285714285,0.2686801098646919,1.1834678990494,0.431845283452279,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.09,463,-0.0012327401485738,-0.0045000001080334,0.5651764976626394,-0.5372874760905992,32.41935483870968,0.2403225806451613,0.2349982432323634,1.1220491573392843,0.1614911978207114,False
corto_tp070_sl035_240m,histgb_101_moderado,0.12,183,-0.0012351652076525,-0.0016445586914196,0.4181264262268334,-0.3780446293457776,34.55377574370709,0.0765027322404371,0.2686801098646919,1.1834678990494,0.212537163884016,False
corto_tp070_sl035_240m,histgb_63_moderado,0.75,16,-0.0012396447453065,-0.0028215996678918,0.4809480565828964,-0.023022971022078,25.0,0.1875,0.2546630584100841,1.177292561863839,0.4954895282723326,False
corto_tp070_sl035_240m,sgd_101_moderado,0.25,1506,-0.0012418606493159,-0.0045000001080334,0.5406649676976796,-0.893880196386392,31.76996091568956,0.2205471803461753,0.2406606673297599,1.1490856070573323,0.1640694662380229,False
corto_tp070_sl035_240m,histgb_101_moderado,0.11,165,-0.0012462413175125,-0.0016633048178628,0.4163341549717353,-0.3773805181101605,32.631578947368425,0.0787878787878787,0.2686801098646919,1.1834678990494,0.2281489799067552,False
corto_tp070_sl035_240m,histgb_63_moderado,0.26,617,-0.0012462593035033,-0.0045000001080334,0.5277097167890223,-0.7461117374036988,33.22528363047002,0.195084485407066,0.2546630584100841,1.177292561863839,0.174046842658104,False
corto_tp070_sl035_240m,histgb_63_moderado,0.24,501,-0.0012477065184442,-0.0045000001080334,0.5176104195699617,-0.6988511582152256,32.33532934131736,0.1816367265469061,0.2546630584100841,1.177292561863839,0.1818733225872465,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.37,33,-0.001249789431109,-0.0045000001080334,0.5968421286758496,-0.3771647902091449,31.11111111111111,0.2727272727272727,0.2349982432323634,1.1220491573392843,0.3842122537414305,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.18,87,-0.0012519894778011,-0.0045000001080334,0.5147770490314197,-0.1035941640505053,29.88505747126437,0.1909090909090909,0.2534349875428584,1.1928374949472378,0.3110227396933269,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.49,174,-0.0012529430801942,-0.0045000001080334,0.5819204679440794,-0.569567429022154,30.45977011494253,0.2873563218390804,0.2534349875428584,1.1928374949472378,0.2246576313170249,False
corto_tp070_sl035_240m,histgb_101_moderado,0.64,84,-0.0012564303806052,-0.0045000001080334,0.5393630684581417,-0.1193630658850222,29.761904761904763,0.2261904761904762,0.2686801098646919,1.1834678990494,0.3699769302667695,False
corto_tp070_sl035_240m,histgb_101_moderado,0.2,386,-0.0012625401836426,-0.0038660047100856,0.4898016999857867,-0.6571300199232208,34.93621197252208,0.1373056994818652,0.2686801098646919,1.1834678990494,0.1450351726650181,False
corto_tp070_sl035_240m,histgb_63_moderado,0.27,673,-0.0012633391045661,-0.0045000001080334,0.5279304076350978,-0.7635040243303932,31.946508172362552,0.1976225854383358,0.2546630584100841,1.177292561863839,0.1703510928129968,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.08,362,-0.0012645497297296,-0.0045000001080334,0.5577166064108079,-0.4887511639777609,31.87022900763359,0.2385496183206107,0.2349982432323634,1.1220491573392843,0.2772750404336316,False
corto_tp070_sl035_240m,histgb_101_moderado,0.27,740,-0.0012657536957645,-0.0045000001080334,0.5258666536943789,-0.7873678668283703,32.567567567567565,0.1959459459459459,0.2686801098646919,1.1834678990494,0.1445748774922637,False
corto_tp070_sl035_240m,histgb_63_moderado,0.65,90,-0.0012661759578092,-0.0045000001080334,0.4991008707610975,-0.1223113317199188,30.097087378640776,0.174757281553398,0.2546630584100841,1.177292561863839,0.4831224271094043,False
corto_tp070_sl035_240m,sgd_101_moderado,0.16,207,-0.0012690052100557,-0.0045000001080334,0.5422879272266774,-0.4002883677015206,31.34715025906736,0.217391304347826,0.2406606673297599,1.1490856070573323,0.2394724193827698,False
corto_tp070_sl035_240m,sgd_101_moderado,0.88,0,-0.001269230777541,-0.0045000001080334,0.0,-0.0266980669938725,0.0,0.0,0.2406606673297599,1.1490856070573323,0.4615384547197845,False
corto_tp070_sl035_240m,histgb_63_moderado,0.67,75,-0.0012821727063676,-0.0045000001080334,0.4849548279861692,-0.0950063667998032,28.205128205128204,0.1794871794871795,0.2546630584100841,1.177292561863839,0.3701864425493905,False
corto_tp070_sl035_240m,sgd_101_moderado,0.52,294,-0.0012835891217895,-0.0045000001080334,0.5394621535858665,-0.5960681995070771,29.25170068027211,0.238095238095238,0.2406606673297599,1.1490856070573323,0.2203998615125968,False
corto_tp070_sl035_240m,histgb_63_moderado,0.68,69,-0.0012868865450854,-0.0030236794371157,0.468948897015065,-0.0936096073531507,30.434782608695656,0.1594202898550724,0.2546630584100841,1.177292561863839,0.4402895965553354,False
corto_tp070_sl035_240m,sgd_101_moderado,0.58,48,-0.0012886452947721,-0.0045000001080334,0.5870435778268223,-0.361829660927073,27.08333333333333,0.25,0.2406606673297599,1.1490856070573323,0.3502472641057509,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.14,38,-0.0012895662841374,-0.0045000001080334,0.4477230191099021,-0.0592369962433922,26.31578947368421,0.1136363636363636,0.2534349875428584,1.1928374949472378,0.4716391075513419,False
corto_tp070_sl035_240m,histgb_63_moderado,0.15,256,-0.0012909331409455,-0.0020493432055227,0.4470423467814681,-0.4538534526173527,33.203125,0.109375,0.2546630584100841,1.177292561863839,0.1897583411884982,False
corto_tp070_sl035_240m,histgb_101_moderado,0.06,66,-0.0012916813544824,-0.0013463544417172,0.326006811163316,-0.1934075292513076,25.153374233128837,0.0303030303030303,0.2686801098646919,1.1834678990494,0.3791592935447044,False
corto_tp070_sl035_240m,sgd_101_moderado,0.5,564,-0.001291706257111,-0.0045000001080334,0.5470301498479433,-0.7063373744524796,29.9645390070922,0.2464539007092198,0.2406606673297599,1.1490856070573323,0.2011053834008902,False
corto_tp070_sl035_240m,sgd_101_moderado,0.51,409,-0.0012965396833242,-0.0045000001080334,0.5446159033740265,-0.6536385525266843,29.3398533007335,0.2469437652811736,0.2406606673297599,1.1490856070573323,0.2304147743873076,False
corto_tp070_sl035_240m,histgb_63_moderado,0.05,39,-0.0012989455907699,-0.0012381729136686,0.3032308278716349,-0.1467674528303894,26.44628099173553,0.0495867768595041,0.2546630584100841,1.177292561863839,0.4411853050806045,False
baja_cierre_4h,histgb_63_moderado,0.1,124,-0.0013004230059146,-0.0012094754308927,0.6295352335810831,-0.3242386794116481,40.32258064516129,0.0769230769230769,0.2352851491426881,1.3038575879510876,0.2492606954881303,False
corto_tp070_sl035_240m,histgb_101_moderado,0.28,827,-0.0013004631933099,-0.0045000001080334,0.5203606313178077,-0.8050448802554393,31.559854897218862,0.1995163240628778,0.2686801098646919,1.1834678990494,0.1625889964263054,False
corto_tp070_sl035_240m,histgb_63_moderado,0.28,756,-0.0013006252973208,-0.0045000001080334,0.5259333311874587,-0.7715375904606359,30.55555555555556,0.2008310249307479,0.2546630584100841,1.177292561863839,0.1567638371650296,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.38,20,-0.0013007812592841,-0.0045000001080334,0.4660981007017323,-0.293821337560093,25.0,0.15,0.2349982432323634,1.1220491573392843,0.3941351275752401,False
corto_tp070_sl035_240m,histgb_101_moderado,0.22,465,-0.0013082784259247,-0.0045000001080334,0.486996249722861,-0.741247156378114,33.87372013651877,0.1526881720430107,0.2686801098646919,1.1834678990494,0.1458973962738015,False
corto_tp070_sl035_240m,sgd_101_moderado,0.24,1281,-0.0013142452966569,-0.0045000001080334,0.5171843972952775,-0.865967983339681,31.027667984189723,0.2121212121212121,0.2406606673297599,1.1490856070573323,0.1529998537274787,False
corto_tp070_sl035_240m,histgb_101_moderado,0.09,123,-0.0013143605758229,-0.0016399459671229,0.3603541963963603,-0.3128693479376907,29.496402877697843,0.0755395683453237,0.2686801098646919,1.1834678990494,0.2997797097864835,False
corto_tp070_sl035_240m,histgb_63_moderado,0.1,149,-0.0013147426413092,-0.0017478138431906,0.3731185138645578,-0.2963388461232392,29.01960784313726,0.0705882352941176,0.2546630584100841,1.177292561863839,0.2775330499290379,False
corto_tp070_sl035_240m,histgb_101_moderado,0.62,126,-0.0013184630588207,-0.0045000001080334,0.5320577957978453,-0.1727991206207687,30.15873015873016,0.2301587301587301,0.2686801098646919,1.1834678990494,0.2887198647238416,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.56,20,-0.0013193430755504,-0.0045000001080334,0.5794066387176835,-0.3258291202321922,30.29197080291971,0.3,0.2534349875428584,1.1928374949472378,0.3774012569708954,False
corto_tp070_sl035_240m,control_v4_63_moderado,0.27,564,-0.0013199856443251,-0.0045000001080334,0.4998410789214216,-0.6218456487195669,29.78723404255319,0.200354609929078,0.2534349875428584,1.1928374949472378,0.1654706035912208,False
corto_tp070_sl035_240m,sgd_63_sin_pesos,0.57,1,-0.0013279474783792,-0.0045000001080334,0.5573508511671247,-0.0208557738045039,33.33333333333333,0.0,0.2349982432323634,1.1220491573392843,1.0,False
corto_tp070_sl035_240m,histgb_101_moderado,0.29,904,-0.001330274971533,-0.0045000001080334,0.5185026947577902,-0.8191805787235961,31.30530973451328,0.202433628318584,0.2686801098646919,1.1834678990494,0.1637607396935302,False
corto_tp070_sl035_240m,histgb_101_moderado,0.18,334,-0.001330383609427,-0.0034727234849706,0.4613482086020247,-0.5687733979369421,33.83233532934132,0.1347305389221557,0.2686801098646919,1.1834678990494,0.1690787847170579,False
corto_tp070_sl035_240m,histgb_101_moderado,0.07,83,-0.0013362119194723,-0.0014301079607103,0.3380322461698921,-0.2412276658253892,27.63819095477387,0.036144578313253,0.2686801098646919,1.1834678990494,0.2783195462544311,False
corto_tp070_sl035_240m,sgd_101_moderado,0.07,18,-0.0013390362780576,-0.0045000001080334,0.5251105110544498,-0.1457176093167967,28.30188679245283,0.2264150943396226,0.2406606673297599,1.1490856070573323,0.2228635091193079,False
baja_cierre_4h,histgb_63_moderado,0.09,112,-0.0013464929725109,-0.0012406507119303,0.5811589599830421,-0.2874672117555283,39.83739837398374,0.08130081300813,0.2352851491426881,1.3038575879510876,0.2752157006633259,False
corto_tp070_sl035_240m,histgb_101_moderado,0.1,147,-0.0013501883029519,-0.001459753209725,0.370583754829396,-0.3304169896850429,31.48148148148148,0.0544217687074829,0.2686801098646919,1.1834678990494,0.3090500034259279,False
corto_tp070_sl035_240m,histgb_101_moderado,0.13,207,-0.0013540549756235,-0.0016003584130667,0.378663843277617,-0.4453071534521616,33.13840155945419,0.072463768115942,0.2686801098646919,1.1834678990494,0.2197066605234725,False
corto_tp070_sl035_240m,sgd_101_moderado,0.1,43,-0.0013557100473784,-0.0045000001080334,0.5360447577039252,-0.1777680832620215,27.906976744186046,0.2558139534883721,0.2406606673297599,1.1490856070573323,0.365324915386115,False
