variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,-0.0488344,-0.1552262,0.08593142,0.1552262
cuerpo_relativo,0.14220688,-0.096782476,-0.06035619,0.14220688
mecha_superior_relativa,-0.027114052,-0.009730483,0.028196242,0.028196242
mecha_inferior_relativa,-0.0071980706,-0.010137225,0.010234926,0.010234926
rendimiento_1m,-0.08265681,0.073553085,0.03157295,0.08265681
volatilidad_5m,0.024834294,-0.028303692,0.02268782,0.028303692
operaciones_relativas_5m,0.011166325,0.026023151,-0.015809722,0.026023151
volatilidad_15m,0.0028985105,-0.096082464,0.04341534,0.096082464
desviacion_media_cierre_15m,0.009735296,-0.0003308806,0.005443541,0.009735296
volumen_relativo_15m,0.032411028,0.03465474,-0.0074281604,0.03465474
operaciones_relativas_15m,-0.05760545,0.016796261,-0.05197669,0.05760545
volatilidad_30m,0.05088235,-0.14711232,0.051432945,0.14711232
desviacion_media_cierre_30m,0.015640302,0.05273759,-0.087481685,0.087481685
operaciones_relativas_30m,0.04434406,-0.053623524,0.033703107,0.053623524
rendimiento_60m,-0.01421806,0.0069079273,-0.01667192,0.01667192
volatilidad_60m,-0.30338874,0.07893807,0.07996293,0.30338874
desviacion_media_cierre_60m,-0.0022897562,-0.047554325,0.081316754,0.081316754
volumen_relativo_60m,-0.124970995,0.0425814,0.010550578,0.124970995
operaciones_relativas_60m,-0.018257009,0.004579869,0.005711796,0.018257009
rendimiento_240m,-0.067191295,0.05752007,0.04338504,0.067191295
volatilidad_240m,0.45845452,-0.13708009,-0.4599463,0.4599463
desviacion_media_cierre_240m,0.06941932,0.04017681,-0.124569535,0.124569535
volumen_relativo_240m,0.09732638,-0.137584,-0.0805187,0.137584
operaciones_relativas_240m,-0.00066444103,-0.049098328,0.046014395,0.049098328
minuto_dia_seno,-0.039857823,0.028660921,-0.0075823027,0.039857823
minuto_dia_coseno,-0.06721256,0.111550845,-0.06199036,0.111550845
dia_semana_seno,0.05382026,-0.100069426,0.10594383,0.10594383
dia_semana_coseno,0.0036375148,-0.03219311,0.019669255,0.03219311
otro_rendimiento_1m,-0.05228939,0.04209015,0.02485118,0.05228939
divergencia_rendimiento_1m,-0.023974096,0.029664967,2.2414712e-05,0.029664967
divergencia_rendimiento_60m,0.0007893269,0.0026616673,-0.015243181,0.015243181
otro_rendimiento_240m,0.03621243,0.00580526,-0.031348344,0.03621243
divergencia_rendimiento_240m,-0.16586216,0.07256596,0.122118615,0.16586216
otro_volatilidad_60m,0.21938117,-0.24114808,-0.0076056565,0.24114808
ratio_volatilidad_60m,0.28873444,-0.09366333,0.008670874,0.28873444
otro_volatilidad_240m,-0.20324646,-0.36106333,0.5363467,0.5363467
ratio_volatilidad_240m,-0.093944184,0.08930577,0.10248737,0.10248737
correlacion_btc_eth_60m,0.113066964,-0.02290502,0.07628291,0.113066964
beta_propio_otro_60m,-0.24913338,0.06457388,-0.024833208,0.24913338
residual_propio_otro_60m,0.022657758,-0.01661284,0.0027440812,0.022657758
correlacion_btc_eth_240m,0.078648016,0.05225346,-0.027084481,0.078648016
beta_propio_otro_240m,-0.011632339,-0.21602865,0.1409186,0.21602865
residual_propio_otro_240m,0.14309844,-0.08699186,-0.100665085,0.14309844
correlacion_btc_eth_1440m,-0.031171508,-0.06978988,0.17124608,0.17124608
beta_propio_otro_1440m,0.054068606,-0.0046982314,-0.0670963,0.0670963
residual_propio_otro_1440m,0.013896016,-0.048294485,0.058859013,0.058859013
