variable,coeficiente,coeficiente_absoluto
ratio_semivolatilidad_60m,-0.4106673,0.4106673
semivolatilidad_negativa_60m,-0.34899083,0.34899083
ratio_volatilidad_240m,0.3139449,0.3139449
distancia_minimo_240m,-0.30989376,0.30989376
semivolatilidad_negativa_240m,0.30485857,0.30485857
correlacion_btc_eth_240m,0.288181,0.288181
beta_propio_otro_240m,-0.2858576,0.2858576
cuerpos_positivos_acumulados_60m,0.24067777,0.24067777
volatilidad_15m,-0.22555277,0.22555277
desviacion_media_cierre_30m,-0.2245918,0.2245918
cuerpos_negativos_acumulados_15m,0.21296969,0.21296969
posicion_rango_1440m,0.2042252,0.2042252
correlacion_btc_eth_60m,0.17564785,0.17564785
semivolatilidad_positiva_60m,0.16842912,0.16842912
aceleracion_15m_60m,0.16674834,0.16674834
porcentaje_velas_positivas_60m,0.16036901,0.16036901
distancia_maximo_1440m,-0.1570724,0.1570724
divergencia_rendimiento_60m,-0.13961513,0.13961513
desviacion_media_cierre_240m,0.13559689,0.13559689
posicion_rango_240m,0.13552153,0.13552153
operaciones_relativas_60m,0.13404661,0.13404661
semivolatilidad_positiva_240m,0.13296369,0.13296369
distancia_maximo_240m,-0.13025789,0.13025789
desviacion_media_cierre_60m,0.12548114,0.12548114
rendimiento_60m,-0.12153841,0.12153841
volatilidad_240m,-0.11742538,0.11742538
dia_semana_seno,0.11395147,0.11395147
minuto_dia_seno,-0.099540465,0.099540465
residual_propio_otro_60m,0.099190466,0.099190466
beta_propio_otro_60m,-0.09691635,0.09691635
cuerpos_negativos_acumulados_60m,0.09485572,0.09485572
operaciones_relativas_30m,-0.09341862,0.09341862
rendimiento_240m,0.09278903,0.09278903
expansion_volatilidad_60m_240m,0.083360665,0.083360665
otro_volatilidad_60m,-0.0832494,0.0832494
volatilidad_60m,0.080021426,0.080021426
pendiente_log_15m,0.079116136,0.079116136
expansion_volatilidad_15m_60m,0.072662815,0.072662815
distancia_minimo_60m,-0.072252735,0.072252735
distancia_minimo_1440m,0.07067596,0.07067596
desviacion_media_cierre_15m,-0.06899639,0.06899639
operaciones_relativas_240m,0.06790539,0.06790539
divergencia_rendimiento_240m,0.06584231,0.06584231
aceleracion_5m_15m,0.06114072,0.06114072
pendiente_log_60m,-0.05726396,0.05726396
residual_propio_otro_240m,-0.054864913,0.054864913
volumen_relativo_60m,-0.051890172,0.051890172
ratio_volatilidad_60m,0.05073098,0.05073098
minuto_dia_coseno,-0.04543978,0.04543978
r2_tendencia_240m,0.044435963,0.044435963
mecha_superior_relativa,-0.040829554,0.040829554
operaciones_relativas_5m,-0.03973445,0.03973445
otro_rendimiento_240m,0.037926678,0.037926678
ratio_semivolatilidad_240m,0.035895508,0.035895508
beta_propio_otro_1440m,-0.035302326,0.035302326
dia_semana_coseno,0.03520564,0.03520564
rendimiento_5m,-0.035038397,0.035038397
volatilidad_30m,0.030102253,0.030102253
ruptura_maximo_60m,-0.029287942,0.029287942
divergencia_rendimiento_15m,0.028719122,0.028719122
volumen_relativo_15m,0.02601374,0.02601374
rendimiento_1m,0.023640791,0.023640791
cuerpos_positivos_acumulados_15m,-0.023301031,0.023301031
otro_rendimiento_60m,-0.022552066,0.022552066
desviacion_media_cierre_5m,0.021886919,0.021886919
otro_rendimiento_5m,-0.02146176,0.02146176
otro_rendimiento_1m,0.020265603,0.020265603
proporcion_compradora_base,0.019396184,0.019396184
ruptura_maximo_240m,0.01898514,0.01898514
volumen_relativo_240m,-0.01886889,0.01886889
otro_volatilidad_240m,0.018547649,0.018547649
operaciones_relativas_15m,-0.018263077,0.018263077
zscore_divergencia_1440m,-0.017544515,0.017544515
velas_positivas_consecutivas,-0.01754327,0.01754327
mecha_inferior_relativa,-0.016154274,0.016154274
distancia_maximo_60m,0.016146215,0.016146215
volatilidad_5m,-0.0152574135,0.0152574135
rango_relativo,-0.012398053,0.012398053
divergencia_rendimiento_5m,-0.012376884,0.012376884
correlacion_btc_eth_1440m,-0.012367554,0.012367554
aceleracion_60m_240m,0.012209335,0.012209335
pendiente_log_240m,0.010793597,0.010793597
proporcion_compradora_cotizacion,0.010244473,0.010244473
ruptura_minimo_240m,0.009819336,0.009819336
otro_rendimiento_30m,0.009818864,0.009818864
cuerpo_relativo,-0.009588847,0.009588847
rendimiento_30m,0.008932335,0.008932335
r2_tendencia_60m,0.008520603,0.008520603
zscore_divergencia_240m,0.008348588,0.008348588
rendimiento_15m,0.008343156,0.008343156
otro_rendimiento_15m,-0.008191474,0.008191474
porcentaje_velas_positivas_15m,0.007993278,0.007993278
volumen_relativo_5m,0.00690047,0.00690047
divergencia_rendimiento_30m,-0.0054042856,0.0054042856
ruptura_minimo_60m,0.0040335655,0.0040335655
volumen_relativo_30m,0.003609707,0.003609707
velas_negativas_consecutivas,0.0036059462,0.0036059462
residual_propio_otro_1440m,-0.0026630573,0.0026630573
r2_tendencia_15m,-0.0026036694,0.0026036694
divergencia_rendimiento_1m,-0.0025304256,0.0025304256
posicion_rango_60m,0.002144285,0.002144285
