id_entrenamiento,fecha_utc,simbolo,etiqueta,modelo,horizonte,umbral_clase,umbral_porcentaje,variables,epocas,tamano_lote,muestras_entrenamiento,entrenamiento_baja,entrenamiento_neutral,entrenamiento_sube,peso_baja,peso_neutral,peso_sube,muestras_validacion,accuracy,balanced_accuracy,f1_macro,dummy_accuracy,dummy_balanced_accuracy,dummy_f1_macro,mejora_accuracy,mejora_balanced_accuracy,mejora_f1_macro,precision_baja,recall_baja,f1_baja,support_baja,precision_neutral,recall_neutral,f1_neutral,support_neutral,precision_sube,recall_sube,f1_sube,support_sube,cm_baja_baja,cm_baja_neutral,cm_baja_sube,cm_neutral_baja,cm_neutral_neutral,cm_neutral_sube,cm_sube_baja,cm_sube_neutral,cm_sube_sube,notas,huella_resultados
20260704T162425Z_BTCUSDT_sgd_base_v2,2026-07-04T16:24:25+00:00,BTCUSDT,sgd_base_v2,SGDClassifier,4h,0.005,0.5,36,3,100000,2099167,508979,1053523,536665,1.3747567843336037,0.6641737611170647,1.3038344839580247,525600,0.5863375190258752,0.3907125741740779,0.3684783910250813,0.5864440639269406,0.3333333333333333,0.2464396433347125,-0.0001065449010654,0.0573792408407445,0.1220387476903687,0.2982216142270862,0.0541563156888973,0.0916662623518186,104660,0.6341085447978031,0.9027203270232128,0.7449400299850075,308235,0.3578899231438729,0.2152610798101237,0.2688288807384179,112705,5668,77829,21163,7620,278250,22365,5718,82726,24261,Segundo entrenamiento del modelo base,15980e5abb6e2c5407d76bed3074fb5db1deee3b38f7c891696239bdaba43578
20260704T162443Z_ETHUSDT_sgd_base_v1,2026-07-04T16:24:43+00:00,ETHUSDT,sgd_base_v1,SGDClassifier,4h,0.005,0.5,36,3,100000,2099167,587760,881868,629539,1.19048988249172,0.793454727162493,1.1114836941529171,525600,0.4347964231354642,0.4012804154863945,0.3592437657098159,0.3919767884322679,0.3333333333333333,0.1877314773683532,0.042819634703196274,0.06794708215306117,0.17151228834146273,0.3629918832836741,0.06875056757002193,0.1156054863250893,154166,0.4632712789300534,0.7429704450473976,0.5706930235332717,206023,0.3907477468793677,0.39212023384176387,0.3914327872710869,165411,10599,87477,56090,7913,153069,45041,10687,89863,64861,Primer entrenamiento base registrado de ETHUSDT,49a67ae1eb47563d764097594478e511fcc9ab48008462a131976b9253f85dbf
