umbral,prevalencia,verdaderos_positivos,falsos_positivos,falsos_negativos,verdaderos_negativos,senales,cobertura,precision,recall,especificidad,balanced_accuracy,f1,precision_lift,retorno_bruto_medio_todas_senales,retorno_bruto_mediano_todas_senales,operaciones_no_solapadas,operaciones_no_solapadas_por_dia,precision_objetivo_no_solapada,tasa_retorno_positivo_no_solapada,retorno_bruto_medio_no_solapado,retorno_neto_medio_no_solapado,retorno_neto_mediano_no_solapado,factor_beneficio_no_solapado,maximo_drawdown_no_solapado,coste_operacion
0.05,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.06,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.07,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.08,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.09,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.1,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.11,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.12,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.13,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.14,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.15,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.16,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.17,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.18,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.19,0.19003171812901254,99455,423905,0,0,523360,1.0,0.19003171812901254,1.0,0.0,0.5,0.31937252635212704,1.0,-0.0003595599620896839,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.2,0.19003171812901254,99455,423899,0,6,523354,0.9999885356160195,0.1900338967505742,1.0,1.4154114719099799e-05,0.5000070770573596,0.31937560311427743,1.0000114645154141,-0.000359564796663739,-8.517729305945743e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
0.21,0.19003171812901254,99455,423853,0,52,523308,0.9999006420055029,0.1900506011755983,1.0,0.00012266899423219826,0.5000613344971161,0.3193991935937106,1.000099367867489,-0.00035959500534672706,-8.533352951090034e-05,3,3.0,0.0,0.3333333333333333,-0.009626465067982667,-0.009626465067982667,-0.005813982037545351,0.06999876778017253,-0.030906332362652722,0.0
