umbral,coste,senales,cobertura,precision,recall,f1,precision_lift,operaciones_no_solapadas,operaciones_por_dia,tasa_retorno_positivo,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,maximo_drawdown
0.05,0.0005,482231,0.9237451608021623,0.22782235069914625,0.9844884133555567,0.37001810297646615,1.0657575867576359,4142,11.350558252565754,0.40511830033800095,-0.00043665800419782224,-0.0012423380739055574,0.741491882935526,-0.847757172141824
0.06,0.0005,473441,0.9069073383406221,0.23092845782262203,0.9797211319604997,0.37375883494149925,1.080288019008762,4091,11.210800051001087,0.3930579320459545,-0.0004766900496809069,-0.0013008569711819291,0.721683718766211,-0.8666254111340891
0.07,0.0005,464875,0.8904986025948253,0.2335918257596128,0.9730899510726383,0.37674532368609587,1.0927473083474246,4048,11.09296470458382,0.40019762845849804,-0.0004649950690772574,-0.0012666073215659708,0.7278429040391688,-0.8577954419878598
0.08,0.0005,455684,0.8728926382894765,0.23655647334556404,0.9659569510905605,0.38004294190855276,1.1066159900070336,4006,10.977869715059974,0.39915127309036447,-0.00046941673926381087,-0.0013153309754561633,0.725709523693894,-0.8573522316691409
0.09,0.0005,445963,0.8542714241656275,0.23952435515950876,0.9572109611627865,0.3831679989669218,1.1204998014509275,3954,10.835371156601882,0.39858371269600407,-0.000442357065785947,-0.001368423463543877,0.7426393843567624,-0.8420823440876537
0.1,0.0005,436226,0.8356195609906539,0.24239270469894045,0.9475240604333567,0.3860319082910445,1.1339179988917878,3905,10.701093668824065,0.40512163892445585,-0.0003981309453150794,-0.001253571162931621,0.76651974370071,-0.8077660717279249
0.11,0.0005,426365,0.8167301676694653,0.24505763840840594,0.9362868971450078,0.38844595963632916,1.1463846129459097,3852,10.555854753472547,0.40342679127725856,-0.0004198350305424081,-0.0012863309874664992,0.7553009060089175,-0.8199872512495665
0.12,0.0005,416818,0.7984422619765956,0.2477628125464831,0.9254260981773214,0.39087681581796024,1.15903947254291,3813,10.448980834628978,0.40597954366640443,-0.00040690521736413715,-0.0012339684525504708,0.7624604348894553,-0.8100762340035887
0.13,0.0005,407790,0.7811485348795779,0.2502734250472057,0.9145563381543811,0.39300016943148036,1.1707841688461584,3754,10.28729977791691,0.3945125199786894,-0.000477196215251498,-0.0014165763040073216,0.7283663120666872,-0.8445051504772816
0.14,0.0005,398792,0.7639122747534188,0.2531344660875845,0.9046006057673351,0.39557511373744575,1.1841681769799142,3704,10.150281933245669,0.3982181425485961,-0.0004785268771841337,-0.0014831098723225296,0.7290163132118962,-0.8408872425718987
0.15,0.0005,389717,0.7465285160687228,0.2560832604171745,0.8943133143358962,0.39815603487655365,1.1979626967840686,3653,10.010523731681001,0.40213523131672596,-0.0004398092659845339,-0.0015663002030923963,0.7511854513528331,-0.8126023000981346
0.16,0.0005,380717,0.7292884248111731,0.258961380763139,0.8834793985339714,0.40052324648443766,1.2114266022564684,3597,9.857063745649208,0.39755351681957185,-0.0004837813350837513,-0.0016189051438122988,0.7297885721536487,-0.8324035311811431
0.17,0.0005,371716,0.7120464179879281,0.26161639531255043,0.8714357402727745,0.40242080652169415,1.2238468142782635,3540,9.700863402723991,0.3997175141242938,-0.000473688558476617,-0.0017262563104741275,0.7353817609378537,-0.8221644471764853
0.18,0.0005,362324,0.6940554249778274,0.2641696382243517,0.8577074036238508,0.4039306377896598,1.2357909365109445,3489,9.561105201159323,0.4006878761822872,-0.000444324610346726,-0.0016120598064735532,0.750924058933419,-0.796164260153482
0.19,0.0005,353165,0.6765107587747275,0.2671499157617544,0.845457641091815,0.4060082752566384,1.2497327354011014,3453,9.46245235299603,0.40341731827396465,-0.0004348248150259747,-0.0016879910016432405,0.7569597111614123,-0.7856089969138546
0.2,0.0005,344159,0.6592591741230062,0.26976484706196846,0.8319622918794918,0.4074224415418001,1.2619654371685123,3396,9.306252010070812,0.4095995288574794,-0.000405007398965534,-0.0017057626736350358,0.773625979075391,-0.7573707547023554
0.21,0.0005,335019,0.6417509036681167,0.2725218569693062,0.8181443446780293,0.4088550937836561,1.274862785547607,3342,9.15827273782587,0.4042489527229204,-0.0004432952053437323,-0.0020292299794964492,0.7560238817377967,-0.7859659228636519
0.22,0.0005,325688,0.6238767601654283,0.27572400579695905,0.8047027617972292,0.41071894109522,1.2898425028427936,3283,8.996591681113804,0.4042034724337496,-0.00046420791392629294,-0.002274671720340848,0.747321551312413,-0.7995806227976243
0.23,0.0005,316266,0.605828300184469,0.27895189492389316,0.7905711776618815,0.41239190389379704,1.3049426337811556,3227,8.843131695082011,0.39975209172606135,-0.0004875139429591093,-0.0024649944733828306,0.7380454570063273,-0.8061052209288835
0.24,0.0005,307119,0.5883066207697126,0.281946086044823,0.775946735487571,0.4136055006651334,1.3189495206978277,3171,8.68967170905022,0.41028066855881423,-0.0004187820706069963,-0.0021014245338737965,0.7705687917020195,-0.7538403253338279
0.25,0.0005,298044,0.5709228620850166,0.28514246218679123,0.7615552807498611,0.41492732607814703,1.3339022332520594,3106,8.511548510977605,0.40309079201545395,-0.00044406189855478607,-0.0022268157680518925,0.7590299183590006,-0.765248821970653
0.26,0.0005,288924,0.5534529029440329,0.28857761902784124,0.7471459039016435,0.41634583214736914,1.3499719667694967,3041,8.33342531290499,0.4041433738901677,-0.0004336316497926245,-0.0022681950703263283,0.7645292892057625,-0.749833424973297
0.27,0.0005,279801,0.5359771971059634,0.2917537821523154,0.7315178235388999,0.4171386962020465,1.3648301224170887,2989,8.190926754446895,0.40481766477082637,-0.00039979843692102414,-0.002181779627688229,0.7817662025761749,-0.7180768940659175
0.28,0.0005,270420,0.5180072753185107,0.2952518304859108,0.7154685735792247,0.4180056228305769,1.3811940636148394,2936,8.045687839095379,0.39952316076294275,-0.00045246429554199184,-0.003500000026077032,0.7583310235346942,-0.7536743034631455
0.29,0.0005,261037,0.5000335223996675,0.2986971195654256,0.6987024391992401,0.41848906827397614,1.3973111959497395,2871,7.867564641022763,0.40717520027864856,-0.0004239248577394629,-0.003500000026077032,0.7733648591507153,-0.7273377538896122
0.3,0.0005,251318,0.48141613940720906,0.3017849895351706,0.6796422746742656,0.4179746054139847,1.4117563144250669,2804,7.683960729163298,0.409058487874465,-0.0004086199262853453,-0.003500000026077032,0.7823575436515624,-0.711186829845993
0.31,0.0005,241368,0.46235626073914016,0.3047545656425044,0.6591573023639263,0.4168040752262283,1.4256480518078694,2729,7.4784339621564335,0.40197874679369733,-0.00045127732190713976,-0.003500000026077032,0.7625583178269825,-0.7234416084065931
0.32,0.0005,231290,0.4430511896620751,0.30814129447879285,0.6386544079430794,0.41570910278694834,1.441491238134797,2669,7.3140125485509415,0.4035219183214687,-0.0004095163336088204,-0.003500000026077032,0.7828782044491837,-0.6862332457919889
0.33,0.0005,220755,0.4228707050622655,0.3120427623383389,0.6172822911626074,0.4145341192541575,1.4597423840739117,2599,7.122187566011202,0.4051558291650635,-0.00037805919781210365,-0.003500000026077032,0.7987013608209562,-0.6426169993744244
0.34,0.0005,210121,0.40250057945862283,0.316241594129097,0.5954531605641881,0.4130923332763471,1.479384604526764,2524,6.916660799004338,0.39342313787638666,-0.00044412012858352517,-0.003500000026077032,0.7684197327473361,-0.6818210576913271
0.35,0.0005,199347,0.3818622746576405,0.32112346812342296,0.5736419520762766,0.4117501390939117,1.5022221102898328,2452,6.719355102677748,0.39804241435562804,-0.00039589476213601157,-0.003500000026077032,0.791354453145693,-0.6373503877934763
0.36,0.0005,187342,0.3588659084857645,0.3256610904121873,0.5467139810384071,0.40818101533438594,1.5234491995778257,2381,6.524789763244583,0.41369172616547667,-0.00029851186894616996,-0.003500000026077032,0.8388734139036268,-0.5331243385195767
0.37,0.0005,175170,0.3355496428427761,0.3314665753268254,0.5203057512052619,0.4049532019360868,1.5506073759972814,2292,6.2808979997297705,0.4131762652705061,-0.000329162904844876,-0.003500000026077032,0.8234651780081914,-0.5628907367750747
0.38,0.0005,162284,0.31086566329335547,0.33711271597939413,0.49024141082853917,0.39950634954249703,1.577020136720316,2211,6.058929091362358,0.41338760741745817,-0.00032508079809188793,-0.003500000026077032,0.8263844830499794,-0.5583328701303272
0.39,0.0005,149034,0.2854844178308517,0.34286807037320344,0.45790096241733425,0.3921221050692942,1.6039438015444984,2116,5.798595186486996,0.4045368620037807,-0.00035911672575931255,-0.003500000026077032,0.8118240340738111,-0.5859188159043234
0.4,0.0005,135536,0.2596281120759177,0.3484535473970015,0.4232127175296163,0.3822117913648687,1.6300727765792362,1995,5.467012002382589,0.4130325814536341,-0.0003084112970803732,-0.003500000026077032,0.8377042901270203,-0.5175928315951244
0.41,0.0005,121566,0.23286765931280995,0.35338828290804997,0.38496693370611323,0.368502316006176,1.6531575695918732,1888,5.173793814786129,0.4194915254237288,-0.00023682180673133225,-0.003500000026077032,0.8740154538529586,-0.41374902950954084
0.42,0.0005,107021,0.20500575627491432,0.35735977051232937,0.34271555818413174,0.3498845001486632,1.671736269319909,1778,4.872354556509395,0.41226096737907764,-0.00029133081076303447,-0.003500000026077032,0.8488610272212698,-0.44635816367638437
0.43,0.0005,92055,0.17633740007930443,0.3609255336483624,0.29773106080972095,0.3262967164091157,1.6884169817396766,1660,4.548992443085262,0.4036144578313253,-0.00035277841267334134,-0.003500000026077032,0.8211394565325677,-0.4829461597937279
0.44,0.0005,76647,0.14682236384637928,0.366224379297298,0.25153682097603813,0.2982347097603604,1.7132050893774053,1531,4.195486403833455,0.3964728935336381,-0.0003965510293631554,-0.003500000026077032,0.8006512943036053,-0.49833192685679106
0.45,0.0005,61495,0.1177977124314467,0.37032279047077,0.20407011129630626,0.2631363056000092,1.732377540141677,1387,3.800875011180276,0.4030281182408075,-0.0003542783518802794,-0.003500000026077032,0.8213715350927379,-0.44384286020443997
0.46,0.0005,47180,0.09037638950346621,0.374099194573972,0.15816262523074717,0.22232859284265685,1.7500436352868594,1223,3.3514564806585994,0.41128372853638595,-0.0002823550767262502,-0.003500000026077032,0.8560566662054365,-0.3447258697418867
0.47,0.0005,35019,0.06708119508312597,0.37542476941089126,0.11781099342258544,0.179342895923281,1.7562447013145175,1054,2.8883361656697986,0.40132827324478176,-0.0003685804170886852,-0.003500000026077032,0.8158965166679959,-0.3786760484098525
0.48,0.0005,25540,0.04892354785753555,0.3774079874706343,0.08637561159202108,0.1405778289847886,1.7655222357042715,889,2.4361772782546973,0.40382452193475815,-0.0003515300919374103,-0.003500000026077032,0.8236980096695031,-0.3132655710741251
0.49,0.0005,18371,0.03519085738804955,0.3905067769854662,0.06428661039123967,0.11039895356442118,1.826798639270174,722,1.9785376770527463,0.425207756232687,-0.00018972632106942176,-0.003500000026077032,0.901344551906472,-0.16446113359766534
