version,pliegue,rejilla_minutos,variante,semilla,margen_ev,columnas,coste,usa_2025_seleccion,usa_2026_seleccion,promocion_automatica,accuracy_multiclase,precision_tp,porcentaje_acierto_tp,recall_tp,f1_tp,pr_auc_tp,prevalencia_tp,matriz_confusion,roc_auc_tp,pr_auc_lift_tp,operaciones,porcentaje_positivas,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,drawdown,retorno_compuesto,concentracion_mensual,duracion_media
baja_v2_eventos_macro,validacion_2023,10,control_63_eventos,42,0.0005,63,0.001,False,False,False,0.5344675633214546,0.2446148229280759,24.46148229280759,0.1226432363170419,0.1633747866374055,0.2530878097598795,0.2093344062535923,"[[20468, 3118, 3157], [8754, 1340, 832], [7417, 1020, 6088]]",0.5967401401386057,1.2090120028013136,1315,36.12167300380228,-0.0009179244520321,-0.0059999998882412,0.7358918271700204,-0.7177445072116164,-0.7090526455755262,0.1201687825708388,198.97566539923957
baja_v2_eventos_macro,validacion_2023,10,control_63_eventos,42,0.001,63,0.001,False,False,False,0.5344675633214546,0.2446148229280759,24.46148229280759,0.1226432363170419,0.1633747866374055,0.2530878097598795,0.2093344062535923,"[[20468, 3118, 3157], [8754, 1340, 832], [7417, 1020, 6088]]",0.5967401401386057,1.2090120028013136,997,37.81344032096289,-0.0007510665391316,-0.0059999998882412,0.7767294424375556,-0.562410215548989,-0.5367763690676253,0.1341313384080024,212.96890672016048
baja_v2_eventos_macro,validacion_2024,10,control_63_eventos,42,0.0,63,0.001,False,False,False,0.6031989981785064,0.2902621722846442,29.026217228464414,0.0443332141580264,0.0769183053160473,0.3042469331956895,0.2653498785670917,"[[28764, 1240, 1906], [12914, 620, 451], [4126, 276, 2407]]",0.5723964393007481,1.1465877988663296,1494,34.20348058902275,-0.0010057931861784,-0.0059999998882412,0.735401657904442,-0.8002862311371033,-0.7851515081239523,0.1098212389252307,142.41767068273091
baja_v2_eventos_macro,validacion_2024,10,control_63_eventos,42,0.00025,63,0.001,False,False,False,0.6031989981785064,0.2902621722846442,29.026217228464414,0.0443332141580264,0.0769183053160473,0.3042469331956895,0.2653498785670917,"[[28764, 1240, 1906], [12914, 620, 451], [4126, 276, 2407]]",0.5723964393007481,1.1465877988663296,1194,35.42713567839196,-0.0008549983993724,-0.0059999998882412,0.7703321987552982,-0.6657552905257111,-0.6497142272981704,0.116597901830296,149.7571189279732
baja_v2_eventos_macro,validacion_2024,10,control_63_eventos,42,0.0005,63,0.001,False,False,False,0.6031989981785064,0.2902621722846442,29.026217228464414,0.0443332141580264,0.0769183053160473,0.3042469331956895,0.2653498785670917,"[[28764, 1240, 1906], [12914, 620, 451], [4126, 276, 2407]]",0.5723964393007481,1.1465877988663296,902,36.25277161862528,-0.0007783317781665,-0.0059999998882412,0.7892191015561268,-0.5220291689403669,-0.5148816960971945,0.1277174231582964,156.78270509977827
baja_v2_eventos_macro,validacion_2024,10,control_63_eventos,42,0.001,63,0.001,False,False,False,0.6031989981785064,0.2902621722846442,29.026217228464414,0.0443332141580264,0.0769183053160473,0.3042469331956895,0.2653498785670917,"[[28764, 1240, 1906], [12914, 620, 451], [4126, 276, 2407]]",0.5723964393007481,1.1465877988663296,547,36.92870201096892,-0.0008144498796441,-0.0059999998882412,0.7786635061553906,-0.3694544964090807,-0.3675969094244908,0.1501598894641678,165.14990859232176
baja_v2_eventos_macro,validacion_2023,15,control_63_eventos,42,0.0,63,0.001,False,False,False,0.5371727447768486,0.2489403786380333,24.894037863803334,0.1210164835164835,0.1628616323135225,0.2516367555567013,0.2092134379400523,"[[13811, 1991, 1990], [5825, 881, 574], [5058, 667, 4000]]",0.594541226662279,1.2027752998772712,1567,35.290363752393105,-0.0009721350417311,-0.0059999998882412,0.7219641374144873,-0.7930055575111967,-0.7890348488980008,0.1406744131785834,194.81238034460756
baja_v2_eventos_macro,validacion_2023,15,control_63_eventos,42,0.00025,63,0.001,False,False,False,0.5371727447768486,0.2489403786380333,24.894037863803334,0.1210164835164835,0.1628616323135225,0.2516367555567013,0.2092134379400523,"[[13811, 1991, 1990], [5825, 881, 574], [5058, 667, 4000]]",0.594541226662279,1.2027752998772712,1362,36.04992657856094,-0.0008875503563543,-0.0059999998882412,0.7437017730382429,-0.7169344710616105,-0.7098740054282409,0.1346844659557947,199.935389133627
baja_v2_eventos_macro,validacion_2023,15,control_63_eventos,42,0.0005,63,0.001,False,False,False,0.5371727447768486,0.2489403786380333,24.894037863803334,0.1210164835164835,0.1628616323135225,0.2516367555567013,0.2092134379400523,"[[13811, 1991, 1990], [5825, 881, 574], [5058, 667, 4000]]",0.594541226662279,1.2027752998772712,1182,36.97123519458545,-0.0008662092370116,-0.0059999998882412,0.747432468812461,-0.6566173510887698,-0.6495204470163474,0.1231389379486978,204.178510998308
baja_v2_eventos_macro,validacion_2023,15,control_63_eventos,42,0.001,63,0.001,False,False,False,0.5371727447768486,0.2489403786380333,24.894037863803334,0.1210164835164835,0.1628616323135225,0.2516367555567013,0.2092134379400523,"[[13811, 1991, 1990], [5825, 881, 574], [5058, 667, 4000]]",0.594541226662279,1.2027752998772712,880,37.84090909090909,-0.0007680605590496,-0.0059999998882412,0.7714313649890387,-0.5344776421473759,-0.5004371668710208,0.137714447173968,216.56704545454545
baja_v2_eventos_macro,validacion_2024,15,control_63_eventos,42,0.0,63,0.001,False,False,False,0.6045935792349727,0.2916328188464663,29.16328188464663,0.0384121549325914,0.0678831426680533,0.3038657007231659,0.2659949908925318,"[[19357, 710, 1175], [8709, 359, 278], [2859, 162, 1527]]",0.5717423199628732,1.1423737706622257,1434,36.47140864714086,-0.0007242672571996,-0.0059999998882412,0.803395132242887,-0.6764736084481533,-0.6579495388095538,0.1053076361933241,146.99302649930266
baja_v2_eventos_macro,validacion_2024,15,control_63_eventos,42,0.00025,63,0.001,False,False,False,0.6045935792349727,0.2916328188464663,29.16328188464663,0.0384121549325914,0.0678831426680533,0.3038657007231659,0.2659949908925318,"[[19357, 710, 1175], [8709, 359, 278], [2859, 162, 1527]]",0.5717423199628732,1.1423737706622257,1114,36.35547576301616,-0.0007066096958606,-0.0059999998882412,0.8074110289544253,-0.5774454454637341,-0.5567838310811417,0.1161142343115277,150.53859964093357
baja_v2_eventos_macro,validacion_2024,15,control_63_eventos,42,0.0005,63,0.001,False,False,False,0.6045935792349727,0.2916328188464663,29.16328188464663,0.0384121549325914,0.0678831426680533,0.3038657007231659,0.2659949908925318,"[[19357, 710, 1175], [8709, 359, 278], [2859, 162, 1527]]",0.5717423199628732,1.1423737706622257,839,36.23361144219309,-0.0007361759849286,-0.0059999998882412,0.8001142681224258,-0.4814977750809545,-0.4714388161023239,0.1214620761092486,155.10250297973778
baja_v2_eventos_macro,validacion_2024,15,control_63_eventos,42,0.001,63,0.001,False,False,False,0.6045935792349727,0.2916328188464663,29.16328188464663,0.0384121549325914,0.0678831426680533,0.3038657007231659,0.2659949908925318,"[[19357, 710, 1175], [8709, 359, 278], [2859, 162, 1527]]",0.5717423199628732,1.1423737706622257,470,35.319148936170215,-0.0008025381626924,-0.0059999998882412,0.7845856446624059,-0.3652275413266371,-0.321835241822864,0.1409552184076213,160.12978723404257
baja_v2_eventos_macro,validacion_2023,30,control_63_eventos,42,0.0,63,0.001,False,False,False,0.5378470027013047,0.2310513447432763,23.10513447432763,0.1037321624588364,0.1431818181818182,0.2530508609577023,0.209437323984137,"[[6904, 951, 1051], [2956, 378, 310], [2466, 307, 2076]]",0.5963349720947697,1.2082414736012796,1391,36.8080517613228,-0.0009222186920113,-0.0059999998882412,0.7312941101478007,-0.7367000598493156,-0.7305679684369808,0.1219224949305979,209.15528396836808
baja_v2_eventos_macro,validacion_2023,30,control_63_eventos,42,0.00025,63,0.001,False,False,False,0.5378470027013047,0.2310513447432763,23.10513447432763,0.1037321624588364,0.1431818181818182,0.2530508609577023,0.209437323984137,"[[6904, 951, 1051], [2956, 378, 310], [2466, 307, 2076]]",0.5963349720947697,1.2082414736012796,1252,37.53993610223642,-0.0008673159543759,-0.0059999998882412,0.7457341961730667,-0.6773367833227076,-0.6710158850799374,0.1239761012257122,209.3817891373802
baja_v2_eventos_macro,validacion_2023,30,control_63_eventos,42,0.0005,63,0.001,False,False,False,0.5378470027013047,0.2310513447432763,23.10513447432763,0.1037321624588364,0.1431818181818182,0.2530508609577023,0.209437323984137,"[[6904, 951, 1051], [2956, 378, 310], [2466, 307, 2076]]",0.5963349720947697,1.2082414736012796,1091,38.221814848762605,-0.0007663662641981,-0.0059999998882412,0.7719849865938383,-0.5870874764361387,-0.5762945710253647,0.1284213330476294,210.0009165902841
baja_v2_eventos_macro,validacion_2023,30,control_63_eventos,42,0.001,63,0.001,False,False,False,0.5378470027013047,0.2310513447432763,23.10513447432763,0.1037321624588364,0.1431818181818182,0.2530508609577023,0.209437323984137,"[[6904, 951, 1051], [2956, 378, 310], [2466, 307, 2076]]",0.5963349720947697,1.2082414736012796,804,38.55721393034826,-0.0007417365994643,-0.0059999998882412,0.7749780386196843,-0.4707271500652211,-0.4581017222975023,0.1413537899372764,222.25870646766168
