variable,coeficiente_clase_positiva,coeficiente_absoluto
beta_propio_otro_240m,-0.32852095,0.32852095
ratio_volatilidad_240m,0.24250095,0.24250095
volatilidad_240m,0.21750803,0.21750803
otro_volatilidad_60m,-0.20083603,0.20083603
correlacion_btc_eth_240m,0.1455449,0.1455449
residual_propio_otro_240m,-0.10512915,0.10512915
volatilidad_60m,0.10143489,0.10143489
correlacion_btc_eth_60m,0.09362684,0.09362684
divergencia_rendimiento_240m,0.09046449,0.09046449
operaciones_relativas_240m,0.087174475,0.087174475
beta_propio_otro_1440m,0.08694056,0.08694056
rendimiento_240m,0.08469151,0.08469151
minuto_dia_coseno,-0.07671558,0.07671558
otro_volatilidad_240m,0.072817825,0.072817825
residual_propio_otro_1440m,0.0685432,0.0685432
dia_semana_seno,0.04991423,0.04991423
desviacion_media_cierre_60m,0.047449198,0.047449198
otro_rendimiento_240m,0.046523247,0.046523247
operaciones_relativas_60m,-0.04595884,0.04595884
zscore_divergencia_1440m,-0.044882264,0.044882264
operaciones_relativas_30m,-0.041233063,0.041233063
desviacion_media_cierre_30m,0.039222486,0.039222486
residual_propio_otro_60m,-0.038159437,0.038159437
rango_relativo,0.03707272,0.03707272
volumen_relativo_240m,0.03320744,0.03320744
minuto_dia_seno,-0.032301087,0.032301087
volatilidad_30m,0.02897806,0.02897806
zscore_divergencia_240m,0.028126432,0.028126432
correlacion_btc_eth_1440m,-0.027671278,0.027671278
volatilidad_5m,0.026082113,0.026082113
divergencia_rendimiento_60m,0.02404374,0.02404374
volumen_relativo_15m,-0.018848177,0.018848177
rendimiento_30m,-0.018087866,0.018087866
cuerpo_relativo,0.017831115,0.017831115
mecha_inferior_relativa,0.017203428,0.017203428
volatilidad_15m,0.016876603,0.016876603
operaciones_relativas_15m,0.016733669,0.016733669
desviacion_media_cierre_5m,0.016252682,0.016252682
divergencia_rendimiento_30m,-0.015714252,0.015714252
otro_rendimiento_30m,-0.012648261,0.012648261
mecha_superior_relativa,0.012261976,0.012261976
divergencia_rendimiento_15m,-0.012076358,0.012076358
otro_rendimiento_1m,-0.011995245,0.011995245
rendimiento_15m,-0.010174776,0.010174776
divergencia_rendimiento_5m,-0.008718345,0.008718345
dia_semana_coseno,0.008339404,0.008339404
rendimiento_60m,0.008290721,0.008290721
divergencia_rendimiento_1m,0.008174753,0.008174753
rendimiento_5m,-0.0069134906,0.0069134906
volumen_relativo_5m,-0.006756221,0.006756221
ratio_volatilidad_60m,0.006695223,0.006695223
otro_rendimiento_60m,-0.005429462,0.005429462
rendimiento_1m,-0.0052228025,0.0052228025
proporcion_compradora_cotizacion,-0.005117643,0.005117643
otro_rendimiento_15m,-0.0049816095,0.0049816095
volumen_relativo_30m,-0.004543016,0.004543016
desviacion_media_cierre_240m,0.003251452,0.003251452
otro_rendimiento_5m,-0.0030133845,0.0030133845
volumen_relativo_60m,0.0020712984,0.0020712984
proporcion_compradora_base,0.001311523,0.001311523
operaciones_relativas_5m,-0.0011098966,0.0011098966
desviacion_media_cierre_15m,0.0010280131,0.0010280131
beta_propio_otro_60m,0.0005495777,0.0005495777
