variable,coeficiente_clase_positiva,coeficiente_absoluto
volatilidad_240m,0.55356616,0.55356616
volatilidad_60m,-0.32586068,0.32586068
otro_volatilidad_240m,-0.29782468,0.29782468
otro_volatilidad_60m,0.25682303,0.25682303
divergencia_rendimiento_240m,-0.217665,0.217665
ratio_volatilidad_60m,0.18789822,0.18789822
cuerpo_relativo,0.18317917,0.18317917
residual_propio_otro_240m,0.17776948,0.17776948
beta_propio_otro_60m,-0.12783164,0.12783164
volumen_relativo_240m,0.11664287,0.11664287
rendimiento_1m,-0.11646377,0.11646377
correlacion_btc_eth_240m,0.09809921,0.09809921
rendimiento_240m,-0.091947064,0.091947064
desviacion_media_cierre_30m,0.09029816,0.09029816
desviacion_media_cierre_240m,0.084329635,0.084329635
zscore_divergencia_1440m,0.0801514,0.0801514
minuto_dia_coseno,-0.0770027,0.0770027
ratio_volatilidad_240m,-0.07415706,0.07415706
volatilidad_30m,0.0726625,0.0726625
zscore_divergencia_240m,-0.07083847,0.07083847
correlacion_btc_eth_60m,0.0657041,0.0657041
otro_rendimiento_1m,-0.062131606,0.062131606
correlacion_btc_eth_1440m,-0.058748364,0.058748364
dia_semana_seno,0.05719644,0.05719644
divergencia_rendimiento_1m,-0.055413213,0.055413213
volatilidad_5m,0.05343913,0.05343913
operaciones_relativas_30m,0.05231277,0.05231277
beta_propio_otro_240m,-0.05135604,0.05135604
volumen_relativo_60m,-0.050335117,0.050335117
desviacion_media_cierre_15m,0.046851587,0.046851587
otro_rendimiento_240m,0.04461618,0.04461618
mecha_superior_relativa,-0.03340967,0.03340967
rendimiento_60m,0.03315453,0.03315453
volumen_relativo_30m,-0.03315161,0.03315161
beta_propio_otro_1440m,0.032888446,0.032888446
volumen_relativo_5m,-0.032081,0.032081
operaciones_relativas_60m,-0.03086001,0.03086001
rendimiento_30m,-0.028926522,0.028926522
otro_rendimiento_30m,-0.028746935,0.028746935
residual_propio_otro_60m,-0.027880784,0.027880784
minuto_dia_seno,-0.027293624,0.027293624
divergencia_rendimiento_60m,0.025387177,0.025387177
rendimiento_15m,-0.022557547,0.022557547
otro_rendimiento_15m,-0.022126865,0.022126865
divergencia_rendimiento_5m,0.02133436,0.02133436
otro_rendimiento_5m,-0.018192118,0.018192118
desviacion_media_cierre_60m,-0.0151838595,0.0151838595
volumen_relativo_15m,0.014551571,0.014551571
operaciones_relativas_15m,-0.013968729,0.013968729
operaciones_relativas_240m,-0.013767296,0.013767296
rango_relativo,-0.013288554,0.013288554
operaciones_relativas_5m,0.012472434,0.012472434
divergencia_rendimiento_30m,0.012366598,0.012366598
otro_rendimiento_60m,0.012307314,0.012307314
rendimiento_5m,-0.009162113,0.009162113
divergencia_rendimiento_15m,0.0089105815,0.0089105815
residual_propio_otro_1440m,0.0074102706,0.0074102706
dia_semana_coseno,0.007059643,0.007059643
proporcion_compradora_base,0.006404044,0.006404044
proporcion_compradora_cotizacion,-0.0059717637,0.0059717637
desviacion_media_cierre_5m,-0.005819038,0.005819038
mecha_inferior_relativa,0.004351141,0.004351141
volatilidad_15m,-0.0018629795,0.0018629795
