variable,coeficiente_clase_positiva,coeficiente_absoluto
otro_volatilidad_240m,0.45874166,0.45874166
volatilidad_240m,-0.2484432,0.2484432
ratio_volatilidad_240m,0.23400794,0.23400794
rango_relativo,0.1687743,0.1687743
volatilidad_60m,0.16550754,0.16550754
correlacion_btc_eth_1440m,0.11628701,0.11628701
dia_semana_seno,0.10957134,0.10957134
minuto_dia_coseno,-0.10415577,0.10415577
desviacion_media_cierre_30m,-0.09983374,0.09983374
residual_propio_otro_240m,-0.08279635,0.08279635
divergencia_rendimiento_240m,0.082388036,0.082388036
correlacion_btc_eth_60m,0.07931657,0.07931657
volatilidad_15m,0.07612316,0.07612316
mecha_superior_relativa,0.07213139,0.07213139
residual_propio_otro_1440m,0.07122528,0.07122528
volatilidad_30m,0.06320758,0.06320758
correlacion_btc_eth_240m,0.0601059,0.0601059
beta_propio_otro_240m,-0.05803596,0.05803596
residual_propio_otro_60m,0.057660237,0.057660237
desviacion_media_cierre_60m,0.057141077,0.057141077
zscore_divergencia_1440m,-0.05330506,0.05330506
divergencia_rendimiento_60m,-0.049158636,0.049158636
operaciones_relativas_60m,0.047693554,0.047693554
rendimiento_60m,-0.047473304,0.047473304
otro_rendimiento_240m,-0.045532346,0.045532346
cuerpo_relativo,-0.041841097,0.041841097
beta_propio_otro_1440m,-0.038425338,0.038425338
minuto_dia_seno,-0.035815503,0.035815503
desviacion_media_cierre_240m,-0.034345474,0.034345474
operaciones_relativas_15m,-0.032649662,0.032649662
operaciones_relativas_30m,0.032214098,0.032214098
operaciones_relativas_5m,-0.03075911,0.03075911
mecha_inferior_relativa,0.029981535,0.029981535
dia_semana_coseno,0.02958476,0.02958476
volumen_relativo_15m,-0.027239053,0.027239053
divergencia_rendimiento_1m,0.025711372,0.025711372
volumen_relativo_240m,-0.02471619,0.02471619
desviacion_media_cierre_15m,0.0211446,0.0211446
beta_propio_otro_60m,-0.019453533,0.019453533
operaciones_relativas_240m,-0.019082006,0.019082006
otro_volatilidad_60m,-0.018547066,0.018547066
divergencia_rendimiento_30m,-0.016677167,0.016677167
rendimiento_1m,0.015954591,0.015954591
otro_rendimiento_30m,0.012859362,0.012859362
otro_rendimiento_60m,-0.011628969,0.011628969
volumen_relativo_5m,0.011377847,0.011377847
zscore_divergencia_240m,0.011310199,0.011310199
desviacion_media_cierre_5m,-0.010189649,0.010189649
divergencia_rendimiento_15m,0.008350896,0.008350896
volumen_relativo_60m,0.0082706,0.0082706
otro_rendimiento_15m,-0.0075779385,0.0075779385
proporcion_compradora_cotizacion,0.0059814937,0.0059814937
ratio_volatilidad_60m,0.005954314,0.005954314
rendimiento_30m,0.0053811013,0.0053811013
volatilidad_5m,-0.0051390673,0.0051390673
divergencia_rendimiento_5m,-0.004414459,0.004414459
rendimiento_15m,-0.004127781,0.004127781
volumen_relativo_30m,-0.0031265705,0.0031265705
otro_rendimiento_5m,0.0030743997,0.0030743997
rendimiento_240m,-0.0021998663,0.0021998663
otro_rendimiento_1m,-0.0010145762,0.0010145762
rendimiento_5m,0.0009852268,0.0009852268
proporcion_compradora_base,-0.0009212711,0.0009212711
