variable,coeficiente,coeficiente_absoluto
ratio_volatilidad_240m,0.40648648,0.40648648
volatilidad_60m,-0.33919936,0.33919936
beta_propio_otro_240m,-0.32512543,0.32512543
distancia_minimo_240m,-0.27012312,0.27012312
cuerpos_negativos_acumulados_60m,0.2579881,0.2579881
aceleracion_60m_240m,0.25192595,0.25192595
otro_volatilidad_240m,0.24604443,0.24604443
correlacion_btc_eth_240m,0.2458841,0.2458841
posicion_rango_1440m,0.23413603,0.23413603
divergencia_rendimiento_240m,0.22400224,0.22400224
ratio_volatilidad_60m,0.2202951,0.2202951
rendimiento_240m,0.1905741,0.1905741
residual_propio_otro_240m,-0.18532808,0.18532808
aceleracion_15m_60m,0.18218902,0.18218902
volatilidad_15m,-0.18174766,0.18174766
cuerpos_negativos_acumulados_15m,0.17462161,0.17462161
distancia_maximo_1440m,-0.16037898,0.16037898
dia_semana_seno,0.13750567,0.13750567
desviacion_media_cierre_30m,-0.132946,0.132946
posicion_rango_240m,-0.13180153,0.13180153
distancia_maximo_240m,0.12562934,0.12562934
desviacion_media_cierre_240m,0.12401485,0.12401485
cuerpos_positivos_acumulados_60m,-0.12333448,0.12333448
otro_volatilidad_60m,0.12093103,0.12093103
beta_propio_otro_60m,-0.11634861,0.11634861
semivolatilidad_negativa_60m,0.10990512,0.10990512
ratio_semivolatilidad_240m,0.10071439,0.10071439
distancia_minimo_60m,-0.10029676,0.10029676
volumen_relativo_240m,-0.096693814,0.096693814
volumen_relativo_60m,-0.09469518,0.09469518
semivolatilidad_positiva_60m,-0.09434634,0.09434634
rango_relativo,-0.09374823,0.09374823
correlacion_btc_eth_60m,0.09164415,0.09164415
expansion_volatilidad_60m_240m,0.085309304,0.085309304
volumen_relativo_15m,0.07555521,0.07555521
residual_propio_otro_60m,0.075028665,0.075028665
distancia_maximo_60m,0.07288416,0.07288416
expansion_volatilidad_15m_60m,0.0650248,0.0650248
dia_semana_coseno,0.063493215,0.063493215
minuto_dia_coseno,-0.061555777,0.061555777
zscore_divergencia_1440m,-0.059521157,0.059521157
semivolatilidad_negativa_240m,0.05945285,0.05945285
divergencia_rendimiento_60m,-0.05917665,0.05917665
desviacion_media_cierre_5m,0.05859747,0.05859747
operaciones_relativas_240m,0.053195134,0.053195134
ruptura_maximo_60m,-0.05306791,0.05306791
desviacion_media_cierre_15m,-0.04973491,0.04973491
volatilidad_240m,0.041762155,0.041762155
zscore_divergencia_240m,0.0407948,0.0407948
minuto_dia_seno,-0.03980764,0.03980764
r2_tendencia_60m,0.037899595,0.037899595
porcentaje_velas_positivas_15m,0.037502307,0.037502307
divergencia_rendimiento_30m,-0.037130825,0.037130825
rendimiento_5m,-0.036585532,0.036585532
rendimiento_15m,-0.035793778,0.035793778
operaciones_relativas_15m,-0.033812728,0.033812728
operaciones_relativas_60m,-0.031226953,0.031226953
residual_propio_otro_1440m,0.030714624,0.030714624
porcentaje_velas_positivas_60m,0.030623963,0.030623963
posicion_rango_60m,0.030259488,0.030259488
velas_positivas_consecutivas,-0.029392451,0.029392451
rendimiento_60m,-0.027897328,0.027897328
otro_rendimiento_240m,0.027860627,0.027860627
volatilidad_30m,0.02762291,0.02762291
semivolatilidad_positiva_240m,-0.02598037,0.02598037
otro_rendimiento_30m,0.025092494,0.025092494
ratio_semivolatilidad_60m,-0.022809224,0.022809224
divergencia_rendimiento_5m,-0.022121005,0.022121005
ruptura_maximo_240m,-0.020953117,0.020953117
divergencia_rendimiento_15m,-0.020646341,0.020646341
aceleracion_5m_15m,0.019583283,0.019583283
r2_tendencia_240m,0.018655365,0.018655365
volumen_relativo_30m,0.018265057,0.018265057
otro_rendimiento_15m,-0.017161027,0.017161027
otro_rendimiento_5m,-0.017160468,0.017160468
rendimiento_1m,0.01622775,0.01622775
volumen_relativo_5m,0.016185364,0.016185364
cuerpo_relativo,-0.015497586,0.015497586
pendiente_log_240m,0.014140302,0.014140302
distancia_minimo_1440m,-0.012415696,0.012415696
mecha_superior_relativa,0.012089342,0.012089342
operaciones_relativas_5m,-0.012030971,0.012030971
volatilidad_5m,-0.011090055,0.011090055
pendiente_log_15m,-0.010400788,0.010400788
proporcion_compradora_cotizacion,-0.009811627,0.009811627
pendiente_log_60m,0.009450078,0.009450078
otro_rendimiento_60m,0.009360084,0.009360084
otro_rendimiento_1m,0.009225717,0.009225717
rendimiento_30m,0.007718171,0.007718171
velas_negativas_consecutivas,-0.0077171493,0.0077171493
mecha_inferior_relativa,-0.0074156155,0.0074156155
divergencia_rendimiento_1m,0.0066465503,0.0066465503
correlacion_btc_eth_1440m,0.006595894,0.006595894
operaciones_relativas_30m,-0.005994318,0.005994318
proporcion_compradora_base,-0.0052728555,0.0052728555
ruptura_minimo_240m,0.0051451563,0.0051451563
beta_propio_otro_1440m,-0.0037712336,0.0037712336
cuerpos_positivos_acumulados_15m,-0.003770216,0.003770216
r2_tendencia_15m,0.0036483682,0.0036483682
ruptura_minimo_60m,0.0010711666,0.0010711666
desviacion_media_cierre_60m,0.0010389584,0.0010389584
