umbral,coste,senales,cobertura,precision,recall,f1,precision_lift,operaciones_no_solapadas,operaciones_por_dia,tasa_retorno_positivo,retorno_neto_medio,retorno_neto_mediano,factor_beneficio,maximo_drawdown
0.05,0.0005,520101,0.9969847069242477,0.2268309424515623,0.9998050814420584,0.3697702080711614,1.0028289044939431,1088,2.9835522995740016,0.3851102941176471,-0.0004354404911454211,-0.004579811275005341,0.852046323050759,-0.47420065436038505
0.06,0.0005,519116,0.9950965545532268,0.22722089089914393,0.9996271123239376,0.37027596317142614,1.0045528825820778,1088,2.9835522995740016,0.38327205882352944,-0.0004946394045914936,-0.0054999998882412915,0.8335208820486446,-0.4789841184410638
0.07,0.0005,518035,0.9930243792100047,0.22766415396643083,0.9994915168053696,0.3708549713615488,1.006512566791673,1088,2.9835522995740016,0.3851102941176471,-0.0004930598667707972,-0.0054999998882412915,0.8338629427879899,-0.47063928229934404
0.08,0.0005,516687,0.9904403899753486,0.22821359933576807,0.9992965982474279,0.37157014897153706,1.0089416873157806,1085,2.9753255928656173,0.37880184331797234,-0.0004581199440152082,-0.004661231685429812,0.8446339065266807,-0.4605161174170689
0.09,0.0005,515089,0.9873771742505856,0.22881676758773725,0.9988389633722605,0.37233745125077594,1.0116083189085006,1085,2.9753255928656173,0.376036866359447,-0.0005082236263618812,-0.0054999998882412915,0.8290670207923102,-0.4843022594972206
0.1,0.0005,513064,0.9834954396807202,0.2295113280214554,0.9979321683418363,0.37319312523967535,1.0146789990869738,1085,2.9753255928656173,0.38341013824884795,-0.0003718552029685136,-0.004661231685429812,0.8729684312089188,-0.44214272567802015
0.11,0.0005,510271,0.9781415213332464,0.23029135498588005,0.9958728114035831,0.37407861919018764,1.0181275303047848,1085,2.9753255928656173,0.3824884792626728,-0.00034755043275524935,-0.003634190570563078,0.8804553709812306,-0.4293215335116193
0.12,0.0005,506735,0.9713633418571752,0.2311898724185225,0.9928303869557111,0.3750466199160281,1.022099912744795,1084,2.972583357296156,0.38837638376383765,-0.0004028173993588018,-0.004177821718156338,0.8618070283709724,-0.44447505968919976
0.13,0.0005,502356,0.9629692106564636,0.23225362093813948,0.9887794708384888,0.3761529707231677,1.02680278860051,1083,2.9698411217266947,0.4118190212373038,-0.00014248184351791006,-0.0026811630576848984,0.9494142139351026,-0.29989693520819083
0.14,0.0005,497317,0.95330992152187,0.2334446640673856,0.9838810827302158,0.37735468824910817,1.0320684391488781,1083,2.9698411217266947,0.39704524469067404,-0.0002514740691386622,-0.0033514789883047342,0.91253012802865,-0.3767757689707566
0.15,0.0005,491293,0.9417624800162554,0.2348924165416564,0.9779911523924134,0.3788042167043334,1.038469012245564,1081,2.9643566505877716,0.3940795559666975,-0.00022018173188674054,-0.003566297387704253,0.923578983220889,-0.38857749336516045
0.16,0.0005,484236,0.9282348746535193,0.2364425610652657,0.9703045814335837,0.38023094013290515,1.0453222647939917,1073,2.9424187660320804,0.3718546132339236,-0.0006063041977948089,-0.0054999998882412915,0.7994647866819385,-0.5513727620514344
0.17,0.0005,476040,0.9125239134018563,0.23792958574909673,0.9598806759436601,0.381335874135998,1.0518964619406623,1069,2.931449823754235,0.37418147801683815,-0.0006366965913796339,-0.0054999998882412915,0.7932600447469248,-0.5564749303437286
0.18,0.0005,466853,0.8949132983434098,0.2397585535489758,0.9485923490228648,0.3827709963734353,1.0599824036348786,1068,2.9287075881847735,0.37734082397003743,-0.0005806247146918344,-0.0054999998882412915,0.8103948913777481,-0.5347834554282519
0.19,0.0005,456456,0.8749832270728463,0.24170347196662986,0.9349904235665011,0.3841108252357891,1.0685809677682645,1065,2.920480881476389,0.40187793427230045,-0.00023043065804892134,-0.005096105311065913,0.9205076129326343,-0.39276435472211046
0.2,0.0005,445034,0.8530883271928446,0.2432847827357011,0.9175579247105883,0.3845962574063286,1.0755720075667734,1057,2.8985429969206984,0.3718070009460738,-0.0005896831248496822,-0.0054999998882412915,0.8057295913601407,-0.505204335478552
0.21,0.0005,432559,0.8291749253365128,0.24514343708025957,0.8986508245902473,0.3852062547565466,1.0837891946931926,1048,2.8738628767955454,0.3788167938931298,-0.0004771154216324003,-0.0054999998882412915,0.8404779725239453,-0.4747425987377596
