variable,coeficiente_clase_positiva,coeficiente_absoluto
beta_propio_otro_240m,-0.29979262,0.29979262
otro_volatilidad_60m,-0.20949012,0.20949012
volatilidad_240m,0.2086502,0.2086502
ratio_volatilidad_240m,0.20763464,0.20763464
correlacion_btc_eth_240m,0.1337448,0.1337448
residual_propio_otro_240m,-0.10170552,0.10170552
correlacion_btc_eth_60m,0.09037737,0.09037737
minuto_dia_coseno,-0.08308954,0.08308954
beta_propio_otro_1440m,0.08299888,0.08299888
divergencia_rendimiento_240m,0.07982819,0.07982819
operaciones_relativas_60m,-0.07655008,0.07655008
volatilidad_60m,0.07054521,0.07054521
rendimiento_240m,0.068414755,0.068414755
residual_propio_otro_1440m,0.06584601,0.06584601
otro_volatilidad_240m,0.06282284,0.06282284
operaciones_relativas_240m,0.055434093,0.055434093
residual_propio_otro_60m,-0.04700412,0.04700412
dia_semana_seno,0.045020744,0.045020744
zscore_divergencia_1440m,-0.04232972,0.04232972
desviacion_media_cierre_60m,0.04139272,0.04139272
desviacion_media_cierre_30m,0.040202666,0.040202666
minuto_dia_seno,-0.034938175,0.034938175
zscore_divergencia_240m,0.034081087,0.034081087
otro_rendimiento_240m,0.03301855,0.03301855
correlacion_btc_eth_1440m,-0.024799896,0.024799896
mecha_inferior_relativa,0.024662148,0.024662148
beta_propio_otro_60m,0.023957249,0.023957249
operaciones_relativas_30m,-0.023601245,0.023601245
desviacion_media_cierre_240m,0.023049219,0.023049219
volatilidad_30m,0.022037046,0.022037046
divergencia_rendimiento_60m,0.022010444,0.022010444
volatilidad_5m,0.021625642,0.021625642
desviacion_media_cierre_15m,-0.019709678,0.019709678
volumen_relativo_60m,-0.018312886,0.018312886
ratio_volatilidad_60m,-0.017781658,0.017781658
rango_relativo,0.0154983355,0.0154983355
volumen_relativo_15m,-0.014702574,0.014702574
rendimiento_30m,-0.0138384765,0.0138384765
otro_rendimiento_30m,-0.013492318,0.013492318
cuerpo_relativo,0.012598732,0.012598732
desviacion_media_cierre_5m,0.0122899385,0.0122899385
otro_rendimiento_60m,-0.011927722,0.011927722
volumen_relativo_30m,0.010626691,0.010626691
dia_semana_coseno,0.009671571,0.009671571
operaciones_relativas_15m,0.0094340965,0.0094340965
mecha_superior_relativa,0.006955941,0.006955941
divergencia_rendimiento_30m,-0.0062098964,0.0062098964
volumen_relativo_240m,0.005983398,0.005983398
divergencia_rendimiento_15m,-0.0057942094,0.0057942094
divergencia_rendimiento_5m,0.005011403,0.005011403
volumen_relativo_5m,-0.004197945,0.004197945
proporcion_compradora_base,0.0040800036,0.0040800036
rendimiento_15m,-0.0038201923,0.0038201923
rendimiento_5m,0.0035547256,0.0035547256
operaciones_relativas_5m,0.002949005,0.002949005
proporcion_compradora_cotizacion,-0.0028923126,0.0028923126
otro_rendimiento_1m,-0.0023425135,0.0023425135
rendimiento_60m,0.002122555,0.002122555
divergencia_rendimiento_1m,0.0017625596,0.0017625596
otro_rendimiento_5m,0.0012075409,0.0012075409
otro_rendimiento_15m,-0.0010468066,0.0010468066
rendimiento_1m,-0.0009322788,0.0009322788
volatilidad_15m,-0.000144822,0.000144822
