variable,coeficiente_clase_positiva,coeficiente_absoluto
volatilidad_240m,0.54835755,0.54835755
volatilidad_60m,-0.32487866,0.32487866
otro_volatilidad_60m,0.3063444,0.3063444
otro_volatilidad_240m,-0.25500676,0.25500676
divergencia_rendimiento_240m,-0.21836026,0.21836026
ratio_volatilidad_60m,0.21539189,0.21539189
cuerpo_relativo,0.21147658,0.21147658
volumen_relativo_240m,0.18295816,0.18295816
residual_propio_otro_240m,0.18137255,0.18137255
rendimiento_1m,-0.15539694,0.15539694
beta_propio_otro_60m,-0.14065978,0.14065978
rendimiento_240m,-0.10248926,0.10248926
volatilidad_30m,0.0932807,0.0932807
ratio_volatilidad_240m,-0.09300202,0.09300202
desviacion_media_cierre_240m,0.09174393,0.09174393
minuto_dia_coseno,-0.08545204,0.08545204
otro_rendimiento_1m,-0.08409895,0.08409895
correlacion_btc_eth_240m,0.07696002,0.07696002
zscore_divergencia_1440m,0.0746471,0.0746471
zscore_divergencia_240m,-0.07251471,0.07251471
divergencia_rendimiento_1m,-0.071688354,0.071688354
operaciones_relativas_30m,0.056101184,0.056101184
correlacion_btc_eth_1440m,-0.055608056,0.055608056
volatilidad_5m,0.052873123,0.052873123
volumen_relativo_30m,-0.052620094,0.052620094
desviacion_media_cierre_15m,0.05254371,0.05254371
correlacion_btc_eth_60m,0.05073179,0.05073179
volumen_relativo_5m,-0.05017155,0.05017155
desviacion_media_cierre_30m,0.04888539,0.04888539
dia_semana_seno,0.04749391,0.04749391
mecha_superior_relativa,-0.04692104,0.04692104
rango_relativo,0.043239955,0.043239955
otro_rendimiento_240m,0.036879223,0.036879223
operaciones_relativas_240m,-0.035335228,0.035335228
volatilidad_15m,0.032619826,0.032619826
beta_propio_otro_240m,-0.03259247,0.03259247
beta_propio_otro_1440m,0.032055195,0.032055195
minuto_dia_seno,-0.030771563,0.030771563
rendimiento_30m,-0.021988602,0.021988602
divergencia_rendimiento_15m,0.020667203,0.020667203
operaciones_relativas_15m,0.019813603,0.019813603
otro_rendimiento_30m,-0.019251803,0.019251803
desviacion_media_cierre_5m,0.019245721,0.019245721
otro_rendimiento_5m,-0.01868321,0.01868321
divergencia_rendimiento_5m,0.018155005,0.018155005
otro_rendimiento_15m,-0.0158436,0.0158436
otro_rendimiento_60m,0.014759373,0.014759373
volumen_relativo_15m,-0.0138575025,0.0138575025
rendimiento_60m,0.0126544405,0.0126544405
residual_propio_otro_1440m,0.012536704,0.012536704
dia_semana_coseno,0.012530017,0.012530017
rendimiento_5m,-0.011899392,0.011899392
operaciones_relativas_60m,-0.011652379,0.011652379
volumen_relativo_60m,0.009698264,0.009698264
divergencia_rendimiento_60m,-0.009599597,0.009599597
rendimiento_15m,-0.00667431,0.00667431
proporcion_compradora_base,0.005544332,0.005544332
proporcion_compradora_cotizacion,-0.005278476,0.005278476
divergencia_rendimiento_30m,0.0043642777,0.0043642777
operaciones_relativas_5m,0.00431199,0.00431199
desviacion_media_cierre_60m,-0.0022751284,0.0022751284
mecha_inferior_relativa,-0.0020598297,0.0020598297
residual_propio_otro_60m,0.0004063891,0.0004063891
