variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.016574634,-0.22190325,0.12477812,0.22190325
cuerpo_relativo,-0.0066064657,0.08623851,-0.12604782,0.12604782
mecha_superior_relativa,-0.008533228,-0.053103194,0.029007867,0.053103194
mecha_inferior_relativa,0.007411265,-0.029017689,0.0273171,0.029017689
rendimiento_1m,0.0038957354,-0.030621905,0.05564033,0.05564033
rendimiento_5m,-0.0109398635,0.0046035093,0.007634728,0.0109398635
volatilidad_5m,0.007948575,-0.040694416,0.033043068,0.040694416
desviacion_media_cierre_5m,0.018756537,-0.03017697,-0.009250829,0.03017697
volumen_relativo_5m,0.020987313,-0.010786536,0.009686978,0.020987313
operaciones_relativas_5m,-0.016486688,0.042169977,-0.027725365,0.042169977
rendimiento_15m,-0.00836742,0.005602007,0.0037273897,0.00836742
volatilidad_15m,0.027765641,-0.13518602,0.040801182,0.13518602
desviacion_media_cierre_15m,0.0067115705,0.027669402,0.0028969254,0.027669402
volumen_relativo_15m,0.00018335957,0.017340422,0.031666927,0.031666927
operaciones_relativas_15m,0.014656836,-0.009962927,-0.0398446,0.0398446
rendimiento_30m,-0.017817378,0.01607536,0.01875768,0.01875768
volatilidad_30m,0.016707309,-0.19336413,0.080825366,0.19336413
desviacion_media_cierre_30m,0.025317498,-0.0071293577,-0.032731812,0.032731812
volumen_relativo_30m,-0.020969039,0.04468395,-0.04848378,0.04848378
operaciones_relativas_30m,-0.011371387,-0.046381205,0.074193045,0.074193045
rendimiento_60m,-0.008525397,0.021421313,-0.005573413,0.021421313
volatilidad_60m,0.07463994,-0.053687945,-0.13158625,0.13158625
desviacion_media_cierre_60m,0.029274935,-0.025224386,-0.016672961,0.029274935
volumen_relativo_60m,-0.029379899,-0.07039198,0.015464438,0.07039198
operaciones_relativas_60m,-0.1052453,0.035989717,0.024295619,0.1052453
rendimiento_240m,0.07298674,0.004705902,-0.053453796,0.07298674
volatilidad_240m,0.240434,-0.51215494,0.19562507,0.51215494
desviacion_media_cierre_240m,-0.006974106,0.037754875,-0.04755184,0.04755184
volumen_relativo_240m,0.050243005,-0.003880909,-0.09110169,0.09110169
operaciones_relativas_240m,0.1059247,-0.07226637,-0.07572815,0.1059247
minuto_dia_seno,-0.04429818,0.06024035,-0.044395667,0.06024035
minuto_dia_coseno,-0.062564835,0.13153394,-0.09030911,0.13153394
dia_semana_seno,0.05684287,-0.10109518,0.09794629,0.10109518
dia_semana_coseno,0.00907116,-0.017995125,0.0066463766,0.017995125
otro_rendimiento_1m,-0.000623581,-0.029985819,0.05109976,0.05109976
divergencia_rendimiento_1m,0.008194249,-0.01232678,0.027487341,0.027487341
divergencia_rendimiento_60m,0.013082122,0.027731504,-0.050705105,0.050705105
otro_rendimiento_240m,0.055041295,-0.033802364,-0.010870027,0.055041295
divergencia_rendimiento_240m,0.05584918,0.058878798,-0.084480554,0.084480554
otro_volatilidad_60m,-0.19582406,-0.0877568,0.26502007,0.26502007
ratio_volatilidad_60m,-0.0060529457,0.017220266,-0.048873223,0.048873223
otro_volatilidad_240m,0.045155086,0.06801132,-0.15471706,0.15471706
ratio_volatilidad_240m,0.25943047,-0.06384373,-0.19224338,0.25943047
correlacion_btc_eth_60m,0.08841087,-0.033928286,0.02698996,0.08841087
beta_propio_otro_60m,0.010234928,-0.029897345,0.07579364,0.07579364
residual_propio_otro_60m,-0.019874647,-0.036961406,0.06219093,0.06219093
correlacion_btc_eth_240m,0.14444599,-0.04893723,-0.012408737,0.14444599
beta_propio_otro_240m,-0.34724665,0.11275948,0.18985032,0.34724665
residual_propio_otro_240m,-0.070862904,-0.0650188,0.10808151,0.10808151
correlacion_btc_eth_1440m,-0.02019929,-0.013341944,0.029391106,0.029391106
beta_propio_otro_1440m,0.06475615,-0.073618725,0.059293155,0.073618725
residual_propio_otro_1440m,0.06141576,0.0021922244,-0.06431532,0.06431532
