variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.07369295,-0.11370601,0.06304064,0.11370601
cuerpo_relativo,-0.10090938,-0.13344514,0.01627938,0.13344514
mecha_superior_relativa,-0.15633444,0.053925697,-0.095544204,0.15633444
mecha_inferior_relativa,0.073791824,0.09116064,0.11321143,0.11321143
rendimiento_1m,-0.13106221,-0.109813966,0.015226273,0.13106221
rendimiento_5m,-0.11836087,0.021931231,0.020487063,0.11836087
volatilidad_5m,-0.07217273,0.1197556,-0.03595571,0.1197556
desviacion_media_cierre_5m,0.13137291,0.08343357,0.088188656,0.13137291
volumen_relativo_5m,0.14554057,-0.12596351,0.056004625,0.14554057
operaciones_relativas_5m,0.008565224,-0.0024205616,0.10893921,0.10893921
rendimiento_15m,0.096490115,0.057586275,-0.11837835,0.11837835
volatilidad_15m,-0.13725936,0.038565826,-0.048549894,0.13725936
desviacion_media_cierre_15m,0.020153867,0.10770332,-0.050641216,0.10770332
volumen_relativo_15m,0.060563724,-0.037270166,0.115238786,0.115238786
operaciones_relativas_15m,-0.003622523,-0.054734956,0.13222389,0.13222389
rendimiento_30m,0.039708182,-0.11667906,-0.041985754,0.11667906
volatilidad_30m,0.043921836,-0.076456815,-0.08277457,0.08277457
desviacion_media_cierre_30m,-0.07824075,0.012280225,-0.045698225,0.07824075
volumen_relativo_30m,-0.044283427,0.011867825,-0.060336873,0.060336873
operaciones_relativas_30m,-0.075005494,0.09256649,-0.064998284,0.09256649
rendimiento_60m,-0.074540965,-0.15845849,0.13043915,0.15845849
volatilidad_60m,-0.04987854,0.014707145,-0.052369054,0.052369054
desviacion_media_cierre_60m,-0.07211009,0.028132904,-0.026852481,0.07211009
volumen_relativo_60m,-0.0180464,0.022211174,-0.008269756,0.022211174
operaciones_relativas_60m,-0.114324756,0.07351204,0.095221534,0.114324756
rendimiento_240m,0.032756127,0.0111036915,0.055322874,0.055322874
volatilidad_240m,0.16437799,-0.42332315,0.17515804,0.42332315
desviacion_media_cierre_240m,-0.03628562,-0.015412714,-0.006489512,0.03628562
volumen_relativo_240m,0.055760033,0.050349012,-0.0502807,0.055760033
operaciones_relativas_240m,0.23571171,0.004393609,-0.05445389,0.23571171
minuto_dia_seno,0.0546034,-0.11328845,0.07794209,0.11328845
minuto_dia_coseno,-0.120584674,0.0058083436,0.048667915,0.120584674
dia_semana_seno,0.10622589,0.058908254,-0.06369364,0.10622589
dia_semana_coseno,-0.10030596,-0.04332217,0.021086678,0.10030596
otro_rendimiento_1m,-0.093945585,-0.085559145,-0.010472774,0.093945585
divergencia_rendimiento_1m,-0.10418812,-0.12398008,0.064350784,0.12398008
divergencia_rendimiento_60m,0.07403099,-0.09069243,-0.0044834814,0.09069243
otro_rendimiento_240m,0.061570212,-0.09146286,0.034354288,0.09146286
divergencia_rendimiento_240m,-0.020953491,0.145113,0.0031282299,0.145113
otro_volatilidad_60m,-0.049837958,0.061829712,0.014626332,0.061829712
ratio_volatilidad_60m,-0.05377584,0.07789026,-0.025279427,0.07789026
otro_volatilidad_240m,0.10391481,-0.02714525,-0.24348184,0.24348184
ratio_volatilidad_240m,0.02433781,0.012917675,-0.1602974,0.1602974
correlacion_btc_eth_60m,-0.015407412,0.07738728,0.047698356,0.07738728
beta_propio_otro_60m,0.047781404,-0.044911213,-0.0076939166,0.047781404
residual_propio_otro_60m,-0.015560237,0.020629322,0.027889067,0.027889067
correlacion_btc_eth_240m,-0.11012091,0.10152825,0.13343188,0.13343188
beta_propio_otro_240m,-0.08723397,0.010363852,0.03921657,0.08723397
residual_propio_otro_240m,0.03687062,0.05159433,-0.02349564,0.05159433
correlacion_btc_eth_1440m,0.15425664,0.0077544674,0.025352687,0.15425664
beta_propio_otro_1440m,0.016898049,-0.0035455371,0.11975846,0.11975846
residual_propio_otro_1440m,-0.08131923,-0.07067389,0.063484944,0.08131923
