mes,muestras,accuracy,balanced_accuracy,f1_macro,precision_baja,recall_baja,f1_baja,soporte_baja,precision_sube,recall_sube,f1_sube,soporte_sube,tasa_predicha_baja,tasa_predicha_sube
2023-01,44640,0.6275761648745519,0.35448811198371216,0.32532965702876476,0.19424460431654678,0.048317823908375086,0.07738607050730868,5588,0.3640978311029072,0.07630560928433269,0.12616934516670664,10340,0.031137992831541218,0.04854390681003584
2023-02,40320,0.5869295634920635,0.3566761528362186,0.3187972438808286,0.327683615819209,0.04141870983099262,0.073541842772612,8402,0.30867892261650276,0.09292149292149292,0.14284301117815806,7770,0.026339285714285714,0.0580109126984127
2023-03,42640,0.5163227016885553,0.36747078407477757,0.3369448880853696,0.31032841504045694,0.07440374301038458,0.12002945508100148,8763,0.34304018637157835,0.1543905635648755,0.21294287780187998,11445,0.04927298311444653,0.12080206378986867
2023-04,43200,0.6225,0.34851114361244434,0.31630930783947775,0.18691588785046728,0.019251925192519254,0.0349083655404563,7272,0.2655195681511471,0.09945659042082648,0.1447090190309828,7913,0.01733796296296296,0.06861111111111111
2023-05,44640,0.6334901433691756,0.3497951449742423,0.31672414597678683,0.18128654970760233,0.007757757757757758,0.014878809695224381,7992,0.2371666188700889,0.1185663082437276,0.15809596635442555,6975,0.007661290322580645,0.07811379928315412
2023-06,43200,0.6242361111111111,0.34745105665070564,0.3169346561519698,0.3235955056179775,0.021245205075243436,0.03987262910148138,6778,0.23754345307068367,0.10015878832295103,0.1409055760804193,8187,0.010300925925925925,0.07990740740740741
2023-07,44640,0.7725358422939068,0.34627234395196976,0.33009776927373735,0.2459016393442623,0.009627727856225931,0.01852995676343422,4674,0.15465465465465467,0.07131317793676437,0.09761491075659454,4333,0.004099462365591398,0.044758064516129036
2023-08,44640,0.7690188172043011,0.36193066513362987,0.35341025236115303,0.5128205128205128,0.041848299912816043,0.07738191197807512,5735,0.15541211519364448,0.08491589799240369,0.10982456140350877,3686,0.010483870967741936,0.045116487455197134
2023-09,43200,0.7606712962962963,0.34186853603418915,0.32478720498628816,0.31932773109243695,0.008966493629070316,0.017443194858847832,4238,0.14057649667405764,0.0669765476442003,0.09072696050372066,4733,0.0027546296296296294,0.05219907407407407
2023-10,44640,0.646594982078853,0.3435127925811938,0.3096381780865927,0.1724709784411277,0.017304492512479203,0.031453198245879326,6010,0.2551867219917012,0.06994199931763903,0.10979201999464429,8793,0.013508064516129032,0.05398745519713262
2023-11,43200,0.6150462962962963,0.34450468942982854,0.2973771195821809,0.16690856313497823,0.015998887033945464,0.02919893360416402,7188,0.3363057324840764,0.05888913673879099,0.10022779043280182,8966,0.015949074074074074,0.03634259259259259
2023-12,44400,0.5506306306306307,0.3415765275292384,0.2802574194195896,0.20052424639580602,0.01748971193415638,0.032173273052255286,8748,0.35354107648725214,0.05827418752334703,0.10005612122183917,10708,0.017184684684684686,0.039752252252252256
