variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,-0.0076365457,-0.034835167,-0.09341658,0.09341658
cuerpo_relativo,0.0014541734,0.031690706,-0.20204563,0.20204563
mecha_superior_relativa,-0.08917951,-0.055587098,-0.08869856,0.08917951
mecha_inferior_relativa,-0.021377176,0.025061088,0.07394803,0.07394803
rendimiento_1m,0.011356489,-0.025892451,0.1158901,0.1158901
rendimiento_5m,-0.08252354,-0.044872586,-0.010513743,0.08252354
volatilidad_5m,-0.030890513,-0.08876646,0.12305567,0.12305567
desviacion_media_cierre_5m,0.027773406,-0.0517918,-0.048345476,0.0517918
volumen_relativo_5m,0.015872527,0.0069566844,0.16677858,0.16677858
operaciones_relativas_5m,-0.054943897,-0.05474902,-0.029626502,0.054943897
rendimiento_15m,-0.05419705,-0.011344219,-0.02621328,0.05419705
volatilidad_15m,-0.121354476,-0.0623835,0.05383908,0.121354476
desviacion_media_cierre_15m,0.090095244,-0.13887876,-0.1232474,0.13887876
volumen_relativo_15m,0.0062002703,-0.03526437,0.09140473,0.09140473
operaciones_relativas_15m,-0.102035664,-0.098883584,0.03514716,0.102035664
rendimiento_30m,0.0036475826,-0.006130923,0.030119793,0.030119793
volatilidad_30m,-0.031771895,-0.041024555,0.06460107,0.06460107
desviacion_media_cierre_30m,0.059125714,-0.015785035,-0.037066154,0.059125714
volumen_relativo_30m,0.035759646,-0.17328773,0.053110458,0.17328773
operaciones_relativas_30m,0.06328473,-0.054141622,-0.041330144,0.06328473
rendimiento_60m,-0.03430647,0.11725108,0.072158836,0.11725108
volatilidad_60m,-0.1905866,-0.062443014,-0.016704176,0.1905866
desviacion_media_cierre_60m,0.12780815,-0.020267284,0.05901643,0.12780815
volumen_relativo_60m,-0.08719137,-0.001312048,0.1421894,0.1421894
operaciones_relativas_60m,0.03763135,0.0397942,0.035959445,0.0397942
rendimiento_240m,0.06507978,-0.031540744,-0.059635777,0.06507978
volatilidad_240m,0.34778377,-0.059003923,-0.4195598,0.4195598
desviacion_media_cierre_240m,0.08389808,0.110520475,-0.0129485205,0.110520475
volumen_relativo_240m,0.00081324624,-0.02183273,-0.10561089,0.10561089
operaciones_relativas_240m,0.055387497,0.06352516,-0.02747129,0.06352516
minuto_dia_seno,0.084743224,0.04026758,0.040207904,0.084743224
minuto_dia_coseno,-0.059399996,-0.037128482,0.010536915,0.059399996
dia_semana_seno,-0.090741046,0.017687757,-0.05943898,0.090741046
dia_semana_coseno,-0.053303458,0.100663155,0.048652258,0.100663155
otro_rendimiento_1m,-0.04162659,0.05560592,0.021282611,0.05560592
divergencia_rendimiento_1m,0.090146035,-0.15341213,0.040946748,0.15341213
divergencia_rendimiento_60m,-0.14791729,0.11379641,-0.083927915,0.14791729
otro_rendimiento_240m,0.05138252,0.03385145,-0.014516104,0.05138252
divergencia_rendimiento_240m,-0.07963803,-0.12956302,0.017282266,0.12956302
otro_volatilidad_60m,0.10166377,-0.18035208,0.04052621,0.18035208
ratio_volatilidad_60m,0.31755427,-0.121286035,-0.07584027,0.31755427
otro_volatilidad_240m,-0.08337481,-0.28644168,0.4981753,0.4981753
ratio_volatilidad_240m,-0.10538007,-0.0085956855,0.1343604,0.1343604
correlacion_btc_eth_60m,0.07701956,-0.078353785,0.1404997,0.1404997
beta_propio_otro_60m,-0.3620974,0.0953941,-0.021277787,0.3620974
residual_propio_otro_60m,0.14796731,0.09599339,-0.11236834,0.14796731
correlacion_btc_eth_240m,0.012216352,-0.006001937,0.07691517,0.07691517
beta_propio_otro_240m,0.04429586,-0.09167181,0.0073295864,0.09167181
residual_propio_otro_240m,0.008472319,-0.016833555,0.011592745,0.016833555
correlacion_btc_eth_1440m,0.08021448,-0.076584026,0.042179022,0.08021448
beta_propio_otro_1440m,-0.09979644,0.049253996,0.073624045,0.09979644
residual_propio_otro_1440m,-0.013079083,0.07345275,-0.008058361,0.07345275
