variable,coeficiente_clase_positiva,coeficiente_absoluto
otro_volatilidad_60m,0.43486872,0.43486872
volatilidad_60m,-0.41041383,0.41041383
volatilidad_240m,0.28263324,0.28263324
ratio_volatilidad_60m,0.19428103,0.19428103
divergencia_rendimiento_240m,-0.17959684,0.17959684
ratio_volatilidad_240m,-0.17930825,0.17930825
residual_propio_otro_240m,0.16002719,0.16002719
cuerpo_relativo,0.15957053,0.15957053
volumen_relativo_240m,0.12793349,0.12793349
minuto_dia_coseno,-0.12444978,0.12444978
rendimiento_1m,-0.1188216,0.1188216
beta_propio_otro_240m,0.108028814,0.108028814
beta_propio_otro_60m,-0.107264735,0.107264735
rango_relativo,0.10560248,0.10560248
volatilidad_30m,0.09429615,0.09429615
dia_semana_seno,0.09227769,0.09227769
otro_volatilidad_240m,0.08811232,0.08811232
correlacion_btc_eth_60m,0.071728855,0.071728855
desviacion_media_cierre_30m,0.07132734,0.07132734
correlacion_btc_eth_1440m,-0.07120402,0.07120402
otro_rendimiento_1m,-0.06637344,0.06637344
otro_rendimiento_240m,0.06545684,0.06545684
volatilidad_5m,0.063828535,0.063828535
desviacion_media_cierre_240m,0.056550737,0.056550737
correlacion_btc_eth_240m,0.055699863,0.055699863
operaciones_relativas_240m,0.05523388,0.05523388
divergencia_rendimiento_1m,-0.053766795,0.053766795
zscore_divergencia_240m,-0.05290174,0.05290174
volatilidad_15m,0.051547565,0.051547565
zscore_divergencia_1440m,0.05146349,0.05146349
beta_propio_otro_1440m,0.04870678,0.04870678
volumen_relativo_30m,-0.039825283,0.039825283
rendimiento_240m,-0.038162857,0.038162857
residual_propio_otro_60m,-0.037973616,0.037973616
mecha_superior_relativa,-0.036326017,0.036326017
rendimiento_60m,0.033723302,0.033723302
divergencia_rendimiento_60m,0.029950785,0.029950785
desviacion_media_cierre_5m,0.026338857,0.026338857
operaciones_relativas_5m,-0.02442567,0.02442567
operaciones_relativas_30m,0.024294328,0.024294328
volumen_relativo_5m,-0.024029216,0.024029216
residual_propio_otro_1440m,0.023462238,0.023462238
divergencia_rendimiento_15m,0.022093128,0.022093128
otro_rendimiento_5m,-0.018389104,0.018389104
minuto_dia_seno,-0.018125627,0.018125627
operaciones_relativas_15m,0.017252158,0.017252158
otro_rendimiento_30m,-0.017139336,0.017139336
desviacion_media_cierre_15m,0.015416238,0.015416238
divergencia_rendimiento_5m,0.014320336,0.014320336
rendimiento_5m,-0.013780856,0.013780856
rendimiento_30m,-0.01349091,0.01349091
divergencia_rendimiento_30m,0.012599226,0.012599226
volumen_relativo_15m,-0.012075717,0.012075717
operaciones_relativas_60m,-0.011512111,0.011512111
otro_rendimiento_15m,-0.01100978,0.01100978
otro_rendimiento_60m,0.010854441,0.010854441
dia_semana_coseno,0.008528657,0.008528657
desviacion_media_cierre_60m,-0.007076084,0.007076084
mecha_inferior_relativa,-0.0057518333,0.0057518333
proporcion_compradora_base,0.004789772,0.004789772
proporcion_compradora_cotizacion,-0.0037839022,0.0037839022
volumen_relativo_60m,0.003189891,0.003189891
rendimiento_15m,0.0004926971,0.0004926971
