variable,coeficiente_BAJA,coeficiente_NEUTRAL,coeficiente_SUBE,maximo_absoluto
rango_relativo,0.089794226,-0.12141446,0.031012569,0.12141446
cuerpo_relativo,0.02439067,0.07656376,-0.08800475,0.08800475
mecha_superior_relativa,-0.06127191,-0.035636913,-0.049958173,0.06127191
mecha_inferior_relativa,-0.010836401,0.04849567,-0.013627202,0.04849567
rendimiento_1m,-0.015980937,0.03870472,0.0565347,0.0565347
rendimiento_5m,-0.082240105,-0.06254202,0.021569533,0.082240105
volatilidad_5m,0.09764699,-0.07685289,0.050755545,0.09764699
desviacion_media_cierre_5m,0.10614466,0.030403685,-0.09551197,0.10614466
volumen_relativo_5m,0.023069983,0.012734006,0.11362846,0.11362846
operaciones_relativas_5m,-0.012748417,0.008128231,-0.042062175,0.042062175
rendimiento_15m,-0.052374672,0.015054966,0.032003466,0.052374672
volatilidad_15m,-0.1098245,-0.085960835,0.026197871,0.1098245
desviacion_media_cierre_15m,0.096182205,-0.11674579,-0.07374359,0.11674579
volumen_relativo_15m,-0.007068726,-0.015226061,0.0033404734,0.015226061
operaciones_relativas_15m,-0.07569565,-0.061421912,-0.007846911,0.07569565
rendimiento_30m,-0.14006922,0.0022442397,0.056655217,0.14006922
volatilidad_30m,0.03167893,-0.08894558,0.06982895,0.08894558
desviacion_media_cierre_30m,0.070286736,0.0064125834,-0.063702784,0.070286736
volumen_relativo_30m,-0.0017858391,-0.09580488,-0.0053201206,0.09580488
operaciones_relativas_30m,-0.016168173,-0.022847967,-0.027135488,0.027135488
rendimiento_60m,-0.01358266,0.09402394,0.06014823,0.09402394
volatilidad_60m,-0.3551225,0.020649299,0.11007604,0.3551225
desviacion_media_cierre_60m,0.073406905,-0.00013428162,0.095940694,0.095940694
volumen_relativo_60m,-0.020449864,-0.020897813,0.014926307,0.020897813
operaciones_relativas_60m,0.0015913424,0.018878475,0.09430713,0.09430713
rendimiento_240m,0.010148891,-0.003504628,-0.09478635,0.09478635
volatilidad_240m,0.21501014,-0.070633955,-0.20658366,0.21501014
desviacion_media_cierre_240m,0.058541257,0.083946824,0.021653948,0.083946824
volumen_relativo_240m,0.021726519,-0.042113617,-0.11766917,0.11766917
operaciones_relativas_240m,0.08998844,0.007250517,-0.07173949,0.08998844
minuto_dia_seno,0.023777567,0.08419047,-0.023151547,0.08419047
minuto_dia_coseno,-0.12399949,0.07290261,-0.09423827,0.12399949
dia_semana_seno,0.022798294,-0.073531196,0.015993271,0.073531196
dia_semana_coseno,-0.021092622,0.03584669,0.108816035,0.108816035
otro_rendimiento_1m,-0.016590562,0.083740234,0.023161935,0.083740234
divergencia_rendimiento_1m,0.055062808,-0.10453098,0.019989697,0.10453098
divergencia_rendimiento_60m,-0.058426753,0.029738404,0.037767716,0.058426753
otro_rendimiento_240m,0.04500243,-0.0024457488,-0.011072048,0.04500243
divergencia_rendimiento_240m,-0.09696859,-0.020034362,-0.013250838,0.09696859
otro_volatilidad_60m,0.2926331,-0.22269957,-0.0795938,0.2926331
ratio_volatilidad_60m,0.29951444,-0.10089368,-0.053317055,0.29951444
otro_volatilidad_240m,0.119633086,-0.30389297,0.3258086,0.3258086
ratio_volatilidad_240m,-0.10766015,-0.030845122,0.20522854,0.20522854
correlacion_btc_eth_60m,0.09320599,-0.08414184,0.0974194,0.0974194
beta_propio_otro_60m,-0.26550263,0.0819288,0.012064272,0.26550263
residual_propio_otro_60m,0.056407176,0.058705773,-0.0038767033,0.058705773
correlacion_btc_eth_240m,-0.016505323,-0.050411332,0.12739368,0.12739368
beta_propio_otro_240m,0.063018106,-0.03994569,-0.10467116,0.10467116
residual_propio_otro_240m,0.037890803,0.04598269,0.010654136,0.04598269
correlacion_btc_eth_1440m,0.012161815,-0.0062153134,0.04266422,0.04266422
beta_propio_otro_1440m,-0.03264828,-0.0021484103,0.014957273,0.03264828
residual_propio_otro_1440m,-1.6880284e-05,0.00679845,0.06514852,0.06514852
